severity,global_priority,paper_id,title,review_track,field_or_category,current_coding,recommended_correction,rationale,evidence_source,author_signoff_required
medium,109,deng2025agentsunderthreat,AI Agents Under Threat: A Survey of Key Security Challenges and Future Pathways,cross_category,metadata/scope/category/evidence/metric,scope=security_relevant; category=survey,Do not describe it as MAS-primary or use it as sole evidence for an attack.,The four knowledge gaps are author-defined. Coding MAS as partial is corpus interpretation.,"ACM CSUR abstract and taxonomy sections, 36-page article",yes
medium,109,deng2025agentsunderthreat,AI Agents Under Threat: A Survey of Key Security Challenges and Future Pathways,cross_category,metadata/scope/category/evidence/metric,scope=security_relevant; category=survey,Add volume/issue/article metadata.,The four knowledge gaps are author-defined. Coding MAS as partial is corpus interpretation.,"ACM CSUR abstract and taxonomy sections, 36-page article",yes
high,110,schroederdewitt2025openchallenges,Open Challenges in Multi-Agent Security: Towards Secure Systems of Interacting AI Agents,cross_category,metadata/scope/category/evidence/metric,scope=security_relevant; category=survey,Replace 'Christian Schroeder de Witt et al.' in canonical metadata with the full 24-author list.,"This is directly a multi-agent security framing and agenda, although not an auditable systematic corpus review.","arXiv PDF pp. 1-3 for definition/non-compositionality; threat taxonomy, trade-off, and agenda sections throughout",yes
high,110,schroederdewitt2025openchallenges,Open Challenges in Multi-Agent Security: Towards Secure Systems of Interacting AI Agents,cross_category,metadata/scope/category/evidence/metric,scope=security_relevant; category=survey,Upgrade scope to core multi-agent security.,Authors explicitly call the taxonomy preliminary and adopt an anticipatory posture. It must not be presented as an exhaustive systematic corpus review.,"arXiv PDF pp. 1-3 for definition/non-compositionality; threat taxonomy, trade-off, and agenda sections throughout",yes
high,110,schroederdewitt2025openchallenges,Open Challenges in Multi-Agent Security: Towards Secure Systems of Interacting AI Agents,cross_category,metadata/scope/category/evidence/metric,scope=security_relevant; category=survey,"Explicitly label as anticipatory agenda, not empirical prevalence evidence.",Authors explicitly call the taxonomy preliminary and adopt an anticipatory posture. It must not be presented as an exhaustive systematic corpus review.,"arXiv PDF pp. 1-3 for definition/non-compositionality; threat taxonomy, trade-off, and agenda sections throughout",yes
medium,111,he2025emergedsecurity,The Emerged Security and Privacy of LLM Agent: A Survey with Case Studies,cross_category,metadata/scope/category/evidence/metric,scope=security_relevant; category=survey,Add final volume/issue/article metadata.,"Primary object is general LLM agents across planning, memory, tools, interaction, and deployment.","Published ACM CSUR Abstract, taxonomy, case-study, defense, and future-work sections",yes
medium,111,he2025emergedsecurity,The Emerged Security and Privacy of LLM Agent: A Survey with Case Studies,cross_category,metadata/scope/category/evidence/metric,scope=security_relevant; category=survey,Keep MAS as partial.,The survey-plus-case-study contribution is explicit. Classifying it as broader than MAS is corpus interpretation.,"Published ACM CSUR Abstract, taxonomy, case-study, defense, and future-work sections",yes
medium,111,he2025emergedsecurity,The Emerged Security and Privacy of LLM Agent: A Survey with Case Studies,cross_category,metadata/scope/category/evidence/metric,scope=security_relevant; category=survey,Do not use survey case studies as primary evidence for attack efficacy or prevalence.,The survey-plus-case-study contribution is explicit. Classifying it as broader than MAS is corpus interpretation.,"Published ACM CSUR Abstract, taxonomy, case-study, defense, and future-work sections",yes
high,112,ko2026sevenchallenges,Seven Security Challenges in Cross-Domain Multi-Agent LLM Systems,cross_category,metadata/scope/category/evidence/metric,scope=security_relevant; category=survey,Upgrade scope from merely security-relevant to core MAS security.,"It directly studies security challenges in cross-domain LLM MAS, although it is a perspective rather than systematic empirical review.",Nature Perspective Abstract and seven challenge sections; published article metadata,yes
high,112,ko2026sevenchallenges,Seven Security Challenges in Cross-Domain Multi-Agent LLM Systems,cross_category,metadata/scope/category/evidence/metric,scope=security_relevant; category=survey,Label Perspective and unedited early-access status.,Authors explicitly present seven challenges and plausible evaluation metrics. Treating them as established empirical attack classes would overstate the paper.,Nature Perspective Abstract and seven challenge sections; published article metadata,yes
high,112,ko2026sevenchallenges,Seven Security Challenges in Cross-Domain Multi-Agent LLM Systems,cross_category,metadata/scope/category/evidence/metric,scope=security_relevant; category=survey,Do not count plausible attacks as empirical evidence.,Authors explicitly present seven challenges and plausible evaluation metrics. Treating them as established empirical attack classes would overstate the paper.,Nature Perspective Abstract and seven challenge sections; published article metadata,yes
medium,113,kim2026agenticai,SoK: Attack and Defense Landscape of Agentic AI Systems,cross_category,metadata/scope/category/evidence/metric,scope=security_relevant; category=survey,Do not describe Kim as simply single-agent; it includes MAS partially.,The paper is core agentic-AI security but not MAS-primary; it is the key single-agent/component-centric comparator.,USENIX official page and prepublication PDF; overview/system-model/attack/defense sections,yes
medium,113,kim2026agenticai,SoK: Attack and Defense Landscape of Agentic AI Systems,cross_category,metadata/scope/category/evidence/metric,scope=security_relevant; category=survey,"Position the gap as different unit of analysis, not absence.",Authors explicitly claim a comprehensive agentic-AI security systematization. Calling it component-centric and MAS-secondary is comparative corpus interpretation that should be backed by table/content coding.,USENIX official page and prepublication PDF; overview/system-model/attack/defense sections,yes
medium,113,kim2026agenticai,SoK: Attack and Defense Landscape of Agentic AI Systems,cross_category,metadata/scope/category/evidence/metric,scope=security_relevant; category=survey,Keep exact USENIX status and avoid invented MAS percentage unless measured.,Authors explicitly claim a comprehensive agentic-AI security systematization. Calling it component-centric and MAS-secondary is comparative corpus interpretation that should be backed by table/content coding.,USENIX official page and prepublication PDF; overview/system-model/attack/defense sections,yes
medium,114,raza2026trism,"TRiSM for Agentic AI: A Review of Trust, Risk, and Security Management in LLM-based Agentic Multi-Agent Systems",cross_category,metadata/scope/category/evidence/metric,scope=security_relevant; category=survey,Use final AI Open metadata and merge arXiv.,"Security is one TRiSM pillar among explainability, ModelOps, privacy, and lifecycle governance.","AI Open Abstract and framework/metrics sections, pp. 71-95",yes
medium,114,raza2026trism,"TRiSM for Agentic AI: A Review of Trust, Risk, and Security Management in LLM-based Agentic Multi-Agent Systems",cross_category,metadata/scope/category/evidence/metric,scope=security_relevant; category=survey,Keep security-relevant rather than pure technical security.,The five TRiSM pillars and CSS/TUE concepts are explicit. Coding it as governance-primary rather than a technical attack/defense SoK is comparative interpretation.,"AI Open Abstract and framework/metrics sections, pp. 71-95",yes
medium,114,raza2026trism,"TRiSM for Agentic AI: A Review of Trust, Risk, and Security Management in LLM-based Agentic Multi-Agent Systems",cross_category,metadata/scope/category/evidence/metric,scope=security_relevant; category=survey,Do not treat CSS/TUE as standardized empirical security metrics.,The five TRiSM pillars and CSS/TUE concepts are explicit. Coding it as governance-primary rather than a technical attack/defense SoK is comparative interpretation.,"AI Open Abstract and framework/metrics sections, pp. 71-95",yes
