work_key,title,evidence_set,dominant_contribution,venue,primary_url,interaction_interfaces,risk_or_property,interaction_dependence,paper_path,note_depth,system_studied,multi_agent_dependency,threat_actor,attacker_capabilities,main_contribution,attack_or_failure,defense_mechanism,evaluation,sok_relevance,source_review_status,current_scope_reason,current_membership_reason
arxiv:2605.05632,Architecture Matters: Comparing RAG Systems under Knowledge Base Poisoning,set2_emerging,attack,arXiv.org,https://www.semanticscholar.org/paper/fcc53771b3427efb4aaac2d042ec855cf4fa1630,I1_boundary_admission;I5_aggregation_outcome,R1_propagation_persistence;R3_collective_integrity,interaction_amplified,papers/attacks/arxiv/2026_architecture_matters_comparing_rag_systems_under_knowledge_base_poisonin.md,metadata_only,,,,,,,,,,,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Does not yet meet the Set 1 maturity rule.
arxiv:2605.14271,Auditing Agent Harness Safety,set2_emerging,evaluation,arXiv.org,https://www.semanticscholar.org/paper/7d89c6d4c6b401f4d8e6e9759f25b3578e206e0f,I2_communication_routing;I4_delegation_action;I6_observation_defense,R4_trajectory_goal_drift;R5_private_data_leakage,interaction_dependent_mechanism,papers/evaluations/arxiv/2026_auditing_agent_harness_safety.md,metadata_only,,,,,,,,,,,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Does not yet meet the Set 1 maturity rule.
arxiv:2605.02812,"Autonomous LLM Agent Worms: Cross-Platform Propagation, Automated Discovery and Temporal Re-Entry Defense",set2_emerging,attack,arXiv.org,https://www.semanticscholar.org/paper/643d8d8cce043ad494db9b92aecf09ab5186e9de,I1_boundary_admission;I2_communication_routing;I3_state_memory;I4_delegation_action,R1_propagation_persistence;R5_private_data_leakage;R6_authority_misuse,interaction_amplified,papers/attacks/arxiv/2026_autonomous_llm_agent_worms_cross_platform_propagation_automated_discover.md,metadata_only,,,,,,,,,,,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Does not yet meet the Set 1 maturity rule.
zhao2026macbench,Beyond Goodhart's Law: A Dynamic Benchmark for Evaluating Compliance in Multi-Agent Systems,set2_emerging,evaluation,arXiv,https://arxiv.org/abs/2606.07805,,,,papers/evaluations/arxiv/2026_zhao_macbench.md,detailed,"Multi-agent systems executing tasks under procedural, legal, and organizational constraints.",Compliance is evaluated over the complete trace of coordinated agents rather than only the final answer.,Strategic or Machiavellian agents optimizing observable task success.,"Exploit unmeasured process steps, social-engineering pressure, and goal conflict.",MAC-Bench is a dynamic compliance benchmark built with a Seed-Evolve-Refine-Verify pipeline and an Agent-as-a-Benchmark paradigm. It audits full execution traces for procedural violations that output-only success metrics miss.,Agents satisfy a visible objective while violating hidden procedural constraints.,Trace auditing and verification rather than a preventive guard.,Multi-agent execution systems and frontier LLM configurations.,Separates task success from process-level security properties.,,2026-08-18 source reconciliation established a material inter-agent security path: full_trace_procedural_integrity_authorization_and_privacy_are_concrete_security_properties.,Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Does not yet meet the Set 1 maturity rule.
arxiv:2603.04469,Beyond Input Guardrails: Reconstructing Cross-Agent Semantic Flows for Execution-Aware Attack Detection,set2_emerging,defense,arXiv.org,,I1_boundary_admission;I2_communication_routing;I4_delegation_action;I6_observation_defense,R1_propagation_persistence;R6_authority_misuse,interaction_amplified,papers/defenses/arxiv/2026_beyond_input_guardrails_reconstructing_cross_agent_semantic_flows_for_ex.md,metadata_only,,,,,,,,,,,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=2. Does not yet meet the Set 1 maturity rule.
arxiv:2604.22879,Beyond Single-Agent Alignment: Preventing Context-Fragmented Violations in Multi-Agent Systems,set2_emerging,defense,arXiv.org,https://www.semanticscholar.org/paper/5d8182b26a2508ca1cc6d29f1ff0540c120f9400,I4_delegation_action,R1_propagation_persistence;R7_availability_cost,interaction_amplified,papers/defenses/arxiv/2026_beyond_single_agent_alignment_preventing_context_fragmented_violations_i.md,metadata_only,,,,,,,,,,,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Does not yet meet the Set 1 maturity rule.
arxiv:2605.22001,Blind Spots in the Guard: How Domain-Camouflaged Injection Attacks Evade Detection in Multi-Agent LLM Systems,set2_emerging,attack,arXiv.org,https://www.semanticscholar.org/paper/d623578c650d7d6442398dd7e2683caeaa91ac22,I4_delegation_action;I5_aggregation_outcome;I6_observation_defense,R3_collective_integrity;R6_authority_misuse,interaction_amplified,papers/attacks/arxiv/2026_blind_spots_in_the_guard_how_domain_camouflaged_injection_attacks_evade.md,metadata_only,,,,,,,,,,,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Does not yet meet the Set 1 maturity rule.
arxiv:2606.07790,Byzantine Cheap Talk: Adversarial Resilience and Topology Effects in LLM Coordination Games,set2_emerging,attack,arXiv (Cornell University),https://www.semanticscholar.org/paper/1993dd73996dafdb4d66396646936c9da6a47f99,I2_communication_routing;I3_state_memory;I4_delegation_action,R1_propagation_persistence,interaction_dependent_mechanism,papers/attacks/arxiv/2026_byzantine_cheap_talk_adversarial_resilience_and_topology_effects_in_llm.md,metadata_only,,,,,,,,,,,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Does not yet meet the Set 1 maturity rule.
zou2026calbench,CalBench: Evaluating Coordination-Privacy Trade-offs in Multi-Agent LLMs,set2_emerging,evaluation,arXiv,https://arxiv.org/abs/2605.09823,I2_communication_routing;I4_delegation_action,R5_private_data_leakage;R6_authority_misuse,interaction_dependent_mechanism,papers/evaluations/arxiv/2026_zou_calbench.md,detailed,"Five assistants with private calendars coordinate five sequential incoming meetings. The canonical main suite contains 90 tasks (45 uniform-cost and 45 varied-cost), 16 calendar slots, and three rotating participants per meeting.",No assistant can inspect another participant's full calendar or impose a global solution. Participants must selectively disclose local state and independently commit compatible scheduling actions.,No malicious actor is required; privacy and coordination failures are measured under ordinary delegation.,Not applicable; information disclosure is evaluated as a system property.,"CalBench generates solvable scheduling scenarios with CP-SAT oracle solutions and four decentralized non-LLM reference protocols. It evaluates task success, excess cost, communication efficiency, burden fairness, and privacy leakage across seven model families. The reference protocols operate under the task's private-information constraints; the global CP-SAT oracle instead uses full information to define optimal cost.","Over-disclosure, under-disclosure, or poor coordination with private state.",Reference protocols and policy-level privacy/coordination operating points; no universal defense. The reported main experiment is not a matched communication-architecture comparison.,"Seven model families plus IMAP, SD-MAP, DSM-welfare, and DSM-private reference protocols.",Privacy and utility must be measured jointly at group level.,,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=2. Does not yet meet the Set 1 maturity rule.
arxiv:2605.19240,CASPIAN: Online Detection and Attribution of Cascade Attacks in LLM Multi-Agent Systems via Cross-Channel Causal Monitoring,set2_emerging,defense,arXiv.org,https://www.semanticscholar.org/paper/dd7c0938f68765869f0e61ee363e7ed36a873eba,I2_communication_routing;I4_delegation_action;I6_observation_defense,R1_propagation_persistence;R7_availability_cost,interaction_amplified,papers/defenses/arxiv/2026_caspian_online_detection_and_attribution_of_cascade_attacks_in_llm_multi.md,metadata_only,,,,,,,,,,,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Does not yet meet the Set 1 maturity rule.
arxiv:2606.07941,Collective Hallucination in Multi-Agent LLMs:Modeling and Defense,set2_emerging,defense,,https://www.semanticscholar.org/paper/fbbcdb26636386d148008ceaedb2ec224ca476f8,I2_communication_routing;I4_delegation_action;I5_aggregation_outcome,R1_propagation_persistence,interaction_amplified,papers/defenses/arxiv/2026_collective_hallucination_in_multi_agent_llms_modeling_and_defense.md,metadata_only,,,,,,,,,,,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=unclear; frozen_citations=0. Does not yet meet the Set 1 maturity rule.
nakamura2026colosseum,Colosseum: Auditing Collusion in Cooperative Multi-Agent Systems,set2_emerging,evaluation,arXiv,https://arxiv.org/abs/2602.15198,I2_communication_routing;I4_delegation_action;I6_observation_defense,R2_collusion_coordination;R5_private_data_leakage,structurally_multi_agent,papers/evaluations/arxiv/2026_nakamura_colosseum.md,detailed,Cooperative LLM agents modeled as distributed constraint-optimization problems with free-form communication and explicit actions.,"Collusion is defined by a coalition optimizing a secondary objective relative to a cooperative optimum, requiring multiple agents and an interaction channel.",Coalition of agents with a secondary objective.,"Secret communication, persuasion, and coordinated action selection.","Colosseum audits direct, attempted, and hidden collusion using both conversation logs and action regret. It introduces two DCOP environments and a behavioral secret-channel probe, distinguishing “collusion-on-paper” from action-level collusion.",Agents coordinate on a secondary objective through explicit or hidden communication.,Auditing and behavioral probing; mitigation strategies are exploratory.,Nineteen LLMs across cooperative environments and network topologies.,"Requires separating stated intent, attempted collusion, and realized action collusion.",,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=7. Does not yet meet the Set 1 maturity rule.
supp_star_cooperative_attacks_2026,Defending LLM-based Multi-Agent Systems Against Cooperative Attacks with Sentence-Level Rectification,set2_emerging,defense,arXiv,https://arxiv.org/abs/2605.28104,I2_communication_routing;I4_delegation_action,R3_collective_integrity,interaction_dependent_mechanism,papers/defenses/arxiv/2026_luo_defending_llm_based_multi_agent_systems_against.md,detailed,Not yet extracted at claim level from the canonical full text.,"Imported corpus characterization, pending author signoff: Multiple malicious agents coordinate and adapt through multi-round communication; STAR evaluates and rectifies misleading sentences inside inter-agent messages.",Not yet extracted.,Not yet extracted.,Imported corpus interpretation: Direct cooperative malicious-member attack and communication-layer defense in LLM multi-agent systems.,Not yet extracted.,Not yet extracted.,Not yet extracted.,Do not infer a fixed taxonomy from this imported placement.,,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=1. Does not yet meet the Set 1 maturity rule.
arxiv:2604.01151,Detecting Multi-Agent Collusion Through Multi-Agent Interpretability,set2_emerging,evaluation,arXiv.org,https://www.semanticscholar.org/paper/ecb415dc6dd0b9220463ec79125db492f93cda81,I4_delegation_action;I6_observation_defense,R2_collusion_coordination,structurally_multi_agent,papers/evaluations/arxiv/2026_detecting_multi_agent_collusion_through_multi_agent_interpretability.md,metadata_only,,,,,,,,,,,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Does not yet meet the Set 1 maturity rule.
arxiv:2606.17368,"Distributed General-Purpose Agent Networks: Architecture, Key Mechanisms, and Prototypes",set2_emerging,general,,https://www.semanticscholar.org/paper/0d8fc4c0580db3a5e9c07dbaf35f6bec714073e7,I1_boundary_admission;I2_communication_routing;I4_delegation_action,R1_propagation_persistence;R2_collusion_coordination,structurally_multi_agent,papers/general/arxiv/2026_distributed_general_purpose_agent_networks_architecture_key_mechanisms_a.md,metadata_only,,,,,,,,,,,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=unclear; frozen_citations=0. Does not yet meet the Set 1 maturity rule.
arxiv:2603.15809,Don't Trust Stubborn Neighbors: A Security Framework for Agentic Networks,set2_emerging,defense,arXiv.org,https://www.semanticscholar.org/paper/ad1aa41fe8a8a23fc016cfbe6d3b6004d14fffec,I2_communication_routing;I5_aggregation_outcome,R1_propagation_persistence;R3_collective_integrity,interaction_amplified,papers/defenses/arxiv/2026_don_t_trust_stubborn_neighbors_a_security_framework_for_agentic_networks.md,metadata_only,,,,,,,,,,,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Does not yet meet the Set 1 maturity rule.
arxiv:2604.07911,Dynamic Attentional Context Scoping: Agent-Triggered Focus Sessions for Isolated Per-Agent Steering in Multi-Agent LLM Orchestration,set2_emerging,general,arXiv.org,https://www.semanticscholar.org/paper/edb684a9d47a023d2343c96c7278aaad3cc25c4a,I1_boundary_admission;I4_delegation_action,unspecified,interaction_dependent_mechanism,papers/general/arxiv/2026_dynamic_attentional_context_scoping_agent_triggered_focus_sessions_for_i.md,metadata_only,,,,,,,,,,,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Does not yet meet the Set 1 maturity rule.
supp_dynatrust_2026,DynaTrust: Defending Multi-Agent Systems Against Sleeper Agents via Dynamic Trust Graphs,set2_emerging,defense,arXiv,https://arxiv.org/abs/2603.15661,unspecified,R7_availability_cost,interaction_dependent_mechanism,papers/defenses/arxiv/2026_li_dynatrust_defending_multi_agent_systems_against.md,detailed,Not yet extracted at claim level from the canonical full text.,"Imported corpus characterization, pending author signoff: Sleeper members accumulate and lose trust over time; the defense updates a dynamic trust graph, isolates compromised agents, and rewires connectivity.",Not yet extracted.,Not yet extracted.,"Imported corpus interpretation: Direct defense for malicious members in LLM multi-agent systems, with interaction-history observation and topology-level containment and recovery.",Not yet extracted.,Not yet extracted.,Not yet extracted.,Do not infer a fixed taxonomy from this imported placement.,,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=1. Does not yet meet the Set 1 maturity rule.
arxiv:2605.09278,EquiMem: Calibrating Shared Memory in Multi-Agent Debate via Game-Theoretic Equilibrium,set2_emerging,defense,arXiv.org,https://www.semanticscholar.org/paper/1ad06ca131f6e83a0dc16cb42495dd29a98522ad,I1_boundary_admission;I3_state_memory;I5_aggregation_outcome,R3_collective_integrity,interaction_dependent_mechanism,papers/defenses/arxiv/2026_equimem_calibrating_shared_memory_in_multi_agent_debate_via_game_theoret.md,metadata_only,,,,,,,,,,,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Does not yet meet the Set 1 maturity rule.
arxiv:2605.11514,FlowSteer: Prompt-Only Workflow Steering Exposes Planning-Time Vulnerabilities in Multi-Agent LLM Systems,set2_emerging,attack,arXiv.org,https://www.semanticscholar.org/paper/c6099b49fe6cfff58a4688eedf107f3ed0490699,I1_boundary_admission;I2_communication_routing,R1_propagation_persistence,interaction_amplified,papers/attacks/arxiv/2026_flowsteer_prompt_only_workflow_steering_exposes_planning_time_vulnerabil.md,metadata_only,,,,,,,,,,,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Does not yet meet the Set 1 maturity rule.
arxiv:2604.07667,From Debate to Decision: Conformal Social Choice for Safe Multi-Agent Deliberation,set2_emerging,defense,arXiv.org,https://www.semanticscholar.org/paper/26972d52713dd2bd50f7d74905c4341495af988f,I4_delegation_action;I5_aggregation_outcome,R3_collective_integrity,interaction_dependent_mechanism,papers/defenses/arxiv/2026_from_debate_to_decision_conformal_social_choice_for_safe_multi_agent_del.md,metadata_only,,,,,,,,,,,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Does not yet meet the Set 1 maturity rule.
arxiv:2603.04474,From Spark to Fire: Modeling and Mitigating Error Cascades in LLM-Based Multi-Agent Collaboration,set2_emerging,defense,arXiv.org,https://www.semanticscholar.org/paper/a293983bd48babd0f8fcd908e9f0e98932074ad8,I2_communication_routing;I5_aggregation_outcome,R1_propagation_persistence;R3_collective_integrity,interaction_amplified,papers/defenses/arxiv/2026_from_spark_to_fire_modeling_and_mitigating_error_cascades_in_llm_based_m.md,metadata_only,,,,,,,,,,,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=9. Does not yet meet the Set 1 maturity rule.
lemercier2026gambit,GAMBIT: A Three-Mode Benchmark for Adversarial Robustness in Multi-Agent LLM Collectives,set2_emerging,evaluation,arXiv,https://arxiv.org/abs/2605.09027,,,,papers/evaluations/arxiv/2026_le_mercier_gambit.md,detailed,Chess-solving LLM collectives containing an adaptive imposter and external detector.,The imposter influences group deliberation while adapting its messages to evade a detector trained on earlier strategies.,An adaptive imposter agent.,Co-evolve messaging strategies against surface-level detectors.,"GAMBIT introduces 27,804 labeled instances covering 240 co-evolved imposter strategies. Its three modes measure zero-shot detection under distribution shift and few-shot recalibration from twenty labeled examples using two independent scores.",An imposter supplies strategically deceptive reasoning and adapts to the detector.,Model-independent discussion detectors and meta-learned recalibration.,Gemini-based collectives and multiple detector variants.,Shows that a defense contract includes adaptation data and post-deployment update assumptions.,,2026-08-18 source reconciliation established a material inter-agent security path: adaptive_imposter_degrades_collective_integrity_while_evading_detection.,Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Does not yet meet the Set 1 maturity rule.
arxiv:2606.10322,Game-Theoretic Multi-Agent Control for Robust Contextual Reasoning in LLMs,set2_emerging,defense,,https://www.semanticscholar.org/paper/03ebfea35124ed27f7f954332794209a96fff7c5,I2_communication_routing;I4_delegation_action,R1_propagation_persistence;R7_availability_cost,interaction_amplified,papers/defenses/arxiv/2026_game_theoretic_multi_agent_control_for_robust_contextual_reasoning_in_ll.md,metadata_only,,,,,,,,,,,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Does not yet meet the Set 1 maturity rule.
mateotorrejon2026gammaf,GAMMAF: A Common Framework for Graph-Based Anomaly Monitoring Benchmarking in LLM Multi-Agent Systems,set2_emerging,evaluation,arXiv,https://arxiv.org/abs/2604.24477,I2_communication_routing;I4_delegation_action;I5_aggregation_outcome;I6_observation_defense,R1_propagation_persistence;R3_collective_integrity,interaction_dependent_mechanism,papers/evaluations/arxiv/2026_mateo_torrejon_gammaf.md,detailed,Debating LLM agents represented as attributed communication graphs.,Detection and remediation use message content together with network neighborhood and dynamic topology.,Prompt-infected or compromised communicating agent.,Generate adversarial messages intended to steer peer answers.,GAMMAF standardizes synthetic interaction-data generation and live benchmarking for graph-based MAS anomaly detectors. It evaluates XG-Guard and BlindGuard across several topologies and tasks while measuring both detection and post-isolation system behavior.,Malicious nodes steer deliberation through adversarial outputs.,Graph anomaly detection followed by dynamic isolation.,XG-Guard and BlindGuard within the common runner.,Separates detection performance from restored system utility.,,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Does not yet meet the Set 1 maturity rule.
doi:10.5281/zenodo.19477187,"Governance Effectiveness in Distributed Multi-Agent LLM Systems: Confound Isolation, Diversity Erosion, and the Accidental Governance Effect",set2_emerging,defense,Zenodo (CERN European Organization for Nuclear Research),,I2_communication_routing;I6_observation_defense,R4_trajectory_goal_drift,interaction_dependent_mechanism,papers/defenses/zenodo/2026_governance_effectiveness_in_distributed_multi_agent_llm_systems_confound.md,metadata_only,,,,,,,,,,,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Does not yet meet the Set 1 maturity rule.
arxiv:2606.24535,Governed Shared Memory for Multi-Agent LLM Systems,set2_emerging,defense,,,I1_boundary_admission;I3_state_memory;I4_delegation_action;I6_observation_defense,R1_propagation_persistence;R5_private_data_leakage;R6_authority_misuse;R7_availability_cost,interaction_amplified,papers/defenses/arxiv/2026_governed_shared_memory_for_multi_agent_llm_systems.md,metadata_only,,,,,,,,,,,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=unclear; frozen_citations=0. Does not yet meet the Set 1 maturity rule.
rahman2026harp,HARP: Measuring Harm Amplification in Multi-Agent LLM Systems,set2_emerging,evaluation,arXiv,https://arxiv.org/abs/2605.27489,I2_communication_routing;I3_state_memory;I4_delegation_action,R1_propagation_persistence;R2_collusion_coordination;R7_availability_cost,structurally_multi_agent,papers/evaluations/arxiv/2026_rahman_harp.md,detailed,"Finance-oriented seven-agent workflows with specialist agents, tools, shared context, memory, and a deterministic decision gate.","HARP compares local perturbation with harm measured over the complete multi-agent trace, explicitly modeling propagation beyond the initially compromised component.","Compromised specialist, colluding agents, or a shared-context attacker.","Specialist compromise, collusion, shared-context corruption, temporal persistence, and memory persistence.","HARP is a trace-first methodology that defines local harm, global harm, and harm amplification as their ratio. It evaluates twelve scenarios and five defense settings using specialist outputs, tool calls, memory operations, guard events, latency, token cost, and decisions.",A local perturbation is reused or amplified by downstream agents.,"Prompt-only guards, pre-tool and step-level guards, and IntegrityGuard trace consistency.",Seven-agent finance MAS.,Requires recording both local and system-level units for attack severity.,,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Does not yet meet the Set 1 maturity rule.
arxiv:2601.14667,INFA-Guard: Mitigating Malicious Propagation via Infection-Aware Safeguarding in LLM-Based Multi-Agent Systems,set2_emerging,defense,arXiv.org,https://www.semanticscholar.org/paper/3056e518d044a9d651a0e45311a1a921f3cf26d8,I2_communication_routing,R1_propagation_persistence,interaction_amplified,papers/defenses/arxiv/2026_infa_guard_mitigating_malicious_propagation_via_infection_aware_safeguar.md,metadata_only,,,,,,,,,,,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Does not yet meet the Set 1 maturity rule.
sun2026insider,Insider Attacks in Multi-Agent LLM Consensus Systems,set2_emerging,attack,arXiv,https://arxiv.org/abs/2605.08268,I2_communication_routing;I4_delegation_action;I5_aggregation_outcome,R3_collective_integrity,interaction_dependent_mechanism,papers/attacks/arxiv/2026_sun_insider_attacks.md,detailed,Communicating LLM agents that iteratively exchange arguments and update their answers until the benign participants reach consensus.,One legitimate group member pursues a hidden objective to delay or prevent agreement among the remaining agents. Consensus rate and time to agreement do not exist for an isolated agent.,,,The paper formulates insider consensus manipulation as sequential decision making. It learns a latent world model of benign-agent dynamics and trains an RL attacker against that surrogate to prolong or prevent agreement.,,,,"- Included concepts: malicious member, protocol-valid influence, adaptive attack, and consensus termination. - Taxonomy implications: the mechanism is world-model RL manipulation; the violated properties are agreement and liveness. - Supported research questions: how adaptive insiders exploit collective dynamics without modifying the protocol. - Important limitations: preliminary preprint evidence should not be weighted like a peer-reviewed Byzantine robustness result.",,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Does not yet meet the Set 1 maturity rule.
arxiv_2601_11369,Institutional AI: Governing LLM Collusion in Multi-Agent Cournot Markets via Public Governance Graphs,set2_emerging,defense,arXiv,https://arxiv.org/abs/2601.11369,I4_delegation_action;I6_observation_defense,R2_collusion_coordination,structurally_multi_agent,papers/defenses/arxiv/2026_syrnikov_institutional_ai_governing_llm_collusion_in_mult.md,detailed,Not yet extracted at claim level from the canonical full text.,"Imported corpus characterization, pending author signoff: Confirmed by the recorded full-text interaction-security scope screen.",Not yet extracted.,Not yet extracted.,Imported corpus interpretation: Retained after the citation retrieval gate and security scope screen.,Not yet extracted.,Not yet extracted.,Not yet extracted.,Do not infer a fixed taxonomy from this imported placement.,,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Does not yet meet the Set 1 maturity rule.
arxiv:2603.28013,Kill-Chain Canaries: Stage-Level Tracking of Prompt Injection Across Attack Surfaces and Model Safety Tiers,set2_emerging,attack,arXiv.org,https://www.semanticscholar.org/paper/502cb13c300a8f1075e921b391528b5507e58259,I2_communication_routing;I3_state_memory;I4_delegation_action,R1_propagation_persistence,interaction_amplified,papers/attacks/arxiv/2026_kill_chain_canaries_stage_level_tracking_of_prompt_injection_across_atta.md,metadata_only,,,,,,,,,,,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Does not yet meet the Set 1 maturity rule.
arxiv:2605.22786,LCGuard: Latent Communication Guard for Safe KV Sharing in Multi-Agent Systems,set2_emerging,defense,arXiv.org,https://www.semanticscholar.org/paper/8a01248caa80174984a6e123597143030286fef7,I1_boundary_admission;I2_communication_routing;I3_state_memory,R1_propagation_persistence;R5_private_data_leakage,interaction_amplified,papers/defenses/arxiv/2026_lcguard_latent_communication_guard_for_safe_kv_sharing_in_multi_agent_sy.md,metadata_only,,,,,,,,,,,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=2. Does not yet meet the Set 1 maturity rule.
arxiv:2603.08852,LDP: An Identity-Aware Protocol for Multi-Agent LLM Systems,set2_emerging,defense,arXiv.org,,I2_communication_routing;I3_state_memory;I4_delegation_action,R1_propagation_persistence;R6_authority_misuse;R7_availability_cost,interaction_dependent_mechanism,papers/defenses/arxiv/2026_ldp_an_identity_aware_protocol_for_multi_agent_llm_systems.md,metadata_only,,,,,,,,,,,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Does not yet meet the Set 1 maturity rule.
arxiv:2606.30555,Linguistic Firewall: Geometry as Defense in Multi-Agent Systems Routing,set2_emerging,defense,arXiv (Cornell University),https://www.semanticscholar.org/paper/a4bcae17ba83b1559d62720cf450fd65c1bc9597,I2_communication_routing;I4_delegation_action,unspecified,interaction_dependent_mechanism,papers/defenses/arxiv/2026_linguistic_firewall_geometry_as_defense_in_multi_agent_systems_routing.md,metadata_only,,,,,,,,,,,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Does not yet meet the Set 1 maturity rule.
doi:10.5281/zenodo.20032071,LLM Drift Experiment: A Framework for Quantifying Behavioral Decay in Adversarial Multi-Agent Simulations,set2_emerging,evaluation,Zenodo (CERN European Organization for Nuclear Research),,I4_delegation_action;I5_aggregation_outcome,R3_collective_integrity;R4_trajectory_goal_drift,interaction_dependent_mechanism,papers/evaluations/zenodo/2026_llm_drift_experiment_a_framework_for_quantifying_behavioral_decay_in_adv.md,metadata_only,,,,,,,,,,,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Does not yet meet the Set 1 maturity rule.
