work_key,title,evidence_set,dominant_contribution,venue,primary_url,doi,arxiv_id,paper_path,note_status,scope_reason_current,interaction_dependence_current,risk_or_property_current,system_studied,multi_agent_dependency,threat_or_security_model,attack_or_failure,defense,evaluation,sok_relevance,security_hits,interaction_hits,weak_hits,triage,final_verdict,recommendation,final_reason,source_checked
supp_comet_metaphor_driven_covert_communication_for_multi_agent_language_games,CoMet: Metaphor-Driven Covert Communication for Multi-Agent Language Games,set1_core,attack,ACL 2025,https://aclanthology.org/2025.acl-long.389/,10.18653/v1/2025.acl-long.389,2505.18218,papers/attacks/acl_2025/2025_xu_comet_metaphor_driven_covert_communication_for_m.md,detailed,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",unclear,unspecified,Not yet extracted at claim level from the canonical full text.,"Imported corpus characterization, pending author signoff: Multiple agents establish covert communication through metaphor in language games.",Not yet extracted.,,,,,covert;security,communication;inter-agent;multi-agent,,likely_keep_detailed,KEEP,keep,"Existing detailed source review supports separately addressable LLM-backed agents, a material inter-agent relation, and a concrete adversarial/security/privacy property or security evaluation; this pass found no scope contradiction.",yes_existing_detailed_source_review
arxiv:2603.15727,AgentWorm: Self-Propagating Attacks Across LLM Agent Ecosystems,set2_emerging,attack,,https://www.semanticscholar.org/paper/c37f61125f25b797723fde8f340a4262f7b99c49,,2603.15727,papers/attacks/arxiv/2026_agentworm_self_propagating_attacks_across_llm_agent_ecosystems.md,metadata_only,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",interaction_amplified,R1_propagation_persistence;R6_authority_misuse,,,,,,,,attack;security;worm,inter-agent,,source_check_metadata_security,KEEP,keep,"Paper-level source/metadata review supports a security or privacy mechanism/evaluation that is tied to inter-agent communication, state, delegation, aggregation, topology, identity, collusion, malicious membership, or propagation; no boundary issue requiring author adjudication surfaced.",yes_source_or_official_metadata_pass
arxiv:2504.16489,Amplified Vulnerabilities: Structured Jailbreak Attacks on LLM-based Multi-Agent Debate,set2_emerging,attack,arXiv.org,https://www.semanticscholar.org/paper/523090aa81939c856e0e7f9a0f32eb705672a545,,2504.16489,papers/attacks/arxiv/2025_amplified_vulnerabilities_structured_jailbreak_attacks_on_llm_based_mult.md,metadata_only,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",interaction_amplified,R3_collective_integrity,,,,,,,,attack;integrity;jailbreak;security,collective;inter-agent;multi-agent,,source_check_metadata_security,KEEP,keep,"Paper-level source/metadata review supports a security or privacy mechanism/evaluation that is tied to inter-agent communication, state, delegation, aggregation, topology, identity, collusion, malicious membership, or propagation; no boundary issue requiring author adjudication surfaced.",yes_source_or_official_metadata_pass
arxiv:2605.05632,Architecture Matters: Comparing RAG Systems under Knowledge Base Poisoning,set2_emerging,attack,arXiv.org,https://www.semanticscholar.org/paper/fcc53771b3427efb4aaac2d042ec855cf4fa1630,,2605.05632,papers/attacks/arxiv/2026_architecture_matters_comparing_rag_systems_under_knowledge_base_poisonin.md,metadata_only,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",interaction_amplified,R1_propagation_persistence;R3_collective_integrity,,,,,,,,integrity;poison;security,collective;inter-agent,,source_check_metadata_security,KEEP,keep,"Paper-level source/metadata review supports a security or privacy mechanism/evaluation that is tied to inter-agent communication, state, delegation, aggregation, topology, identity, collusion, malicious membership, or propagation; no boundary issue requiring author adjudication surfaced.",yes_source_or_official_metadata_pass
arxiv:2605.22001,Blind Spots in the Guard: How Domain-Camouflaged Injection Attacks Evade Detection in Multi-Agent LLM Systems,set2_emerging,attack,arXiv.org,https://www.semanticscholar.org/paper/d623578c650d7d6442398dd7e2683caeaa91ac22,,2605.22001,papers/attacks/arxiv/2026_blind_spots_in_the_guard_how_domain_camouflaged_injection_attacks_evade.md,metadata_only,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",interaction_amplified,R3_collective_integrity;R6_authority_misuse,,,,,,,,attack;injection;integrity;security,collective;inter-agent;multi-agent,,source_check_metadata_security,KEEP,keep,"Paper-level source/metadata review supports a security or privacy mechanism/evaluation that is tied to inter-agent communication, state, delegation, aggregation, topology, identity, collusion, malicious membership, or propagation; no boundary issue requiring author adjudication surfaced.",yes_source_or_official_metadata_pass
arxiv:2606.07790,Byzantine Cheap Talk: Adversarial Resilience and Topology Effects in LLM Coordination Games,set2_emerging,attack,arXiv (Cornell University),https://www.semanticscholar.org/paper/1993dd73996dafdb4d66396646936c9da6a47f99,,2606.07790,papers/attacks/arxiv/2026_byzantine_cheap_talk_adversarial_resilience_and_topology_effects_in_llm.md,metadata_only,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",interaction_dependent_mechanism,R1_propagation_persistence,,,,,,,,adversar;byzantine;security,coordination;inter-agent;topology,,source_check_metadata_security,KEEP,keep,"Paper-level source/metadata review supports a security or privacy mechanism/evaluation that is tied to inter-agent communication, state, delegation, aggregation, topology, identity, collusion, malicious membership, or propagation; no boundary issue requiring author adjudication surfaced.",yes_source_or_official_metadata_pass
zhu2025_collaborative_shadows,Collaborative Shadows: Distributed Backdoor Attacks in LLM-Based Multi-Agent Systems,set2_emerging,attack,arXiv,https://arxiv.org/abs/2510.11246,,2510.11246,papers/attacks/arxiv/2025_zhu_collaborative_shadows.md,detailed,2026-08-18 source reconciliation established a material inter-agent security path: distributed_backdoor_activates_through_cross_agent_invocation_and_is_security_primary.,,,"Tool-using, role-specialized MAS in which public and private tools are invoked in a workflow sequence to solve database and multi-role collaboration tasks.",The backdoor is split across tools owned or invoked by different agents; each primitive is dormant alone and the payload assembles only under a designated cross-agent collaboration sequence.,"- Protected assets: confidential data, tool integrity, and authorized execution. - Threat actor: a tool or supply-chain adversary that plants distributed primitives and controls a triggering instruction. - Trusted components: base models and most tools remain benign. - Attacker capabilities: poison selected tool implementations or descriptions and induce a specific tool-use sequence. - Security assumptions: agents can invoke public and role-private tools whose outputs or side effects compose across the workflow.","- Attack surface: tool supply chain, role-private capabilities, public tools, and cross-agent invocation order. - Attack mechanism: conditional primitives distributed among tools activate and assemble a final payload only after the trigger sequence. - System-level failure: compositional authorization and confidentiality failure. - Security consequence: targeted behavior such as data exfiltration with little effect on benign-task accuracy.","- Defense mechanism: Not proposed as a complete defense. - Intervention point: Not applicable. - Required observability: detecting the full backdoor would require cross-tool, cross-agent provenance and sequence visibility. - Assumptions: local tool inspection sees no independently active payload. - Limitations: benchmark tool suites and attack primitives are constructed in a sandbox and do not establish prevalence in deployed systems.","- Evaluated systems: a sandboxed MAS using several contemporary LLMs. - Agent configuration: role-specific agents with public and private tool sets. - Dataset or environment: AgentBench-MAS (DB), Multi-Role Collaboration Bench, and a MultiAgentBench subset. - Baselines: clean tools, poisoned tools without the trigger, and ablations that remove attack components. - Metrics: attack success rate, benign accuracy, and accidental trigger rate. - Main results: ASR exceeds 98% on AgentBench-MAS (DB) and 95% on the Multi-Role benchmark for the main evaluated models, while benign accuracy is nearly unchanged.","- Included concepts: distributed authority, private tools, invocation sequence, dormant primitives, provenance, and sandboxed execution. - Taxonomy implications: primitive distribution and sequence are mechanisms and preconditions; unauthorized global action is the failure property. - Supported research questions: whether local scanning composes into protection when authority and payload fragments are distributed. - Important limitations: preprint status, synthetic tasks, and low baseline capability on the MultiAgentBench subset constrain external validity.",adversar;attack;authorization;backdoor;confidential;integrity;poison;security;threat,collab;cross-agent;inter-agent;multi-agent,,likely_keep_detailed,KEEP,keep,"Existing detailed source review supports separately addressable LLM-backed agents, a material inter-agent relation, and a concrete adversarial/security/privacy property or security evaluation; this pass found no scope contradiction.",yes_existing_detailed_source_review
zheng2025integrity_attacks,Demonstrations of Integrity Attacks in Multi-Agent Systems,set2_emerging,attack,arXiv,https://arxiv.org/abs/2506.04572,,2506.04572,papers/attacks/arxiv/2025_zheng_integrity_attacks.md,detailed,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",interaction_dependent_mechanism,unspecified,"CAMEL, AutoGen, and MetaGPT workflows with role-specialized agents and an LLM-based monitor that scores individual and collective contributions.","The attacks exploit contribution attribution, workload transfer, tool promotion, and reputation signals that exist only among collaborating members and monitors.","- Protected assets: fair contribution attribution, collaboration integrity, tool neutrality, and task responsibility. - Threat actor: a self-interested member agent with a malicious role prompt. - Trusted components: framework orchestration and task inputs are benign; the monitor is assumed to judge from the interaction transcript. - Attacker capabilities: send protocol-valid messages and code/comments while retaining its assigned role. - Security assumptions: collaboration exposes peer outputs and monitor scores that can be manipulated without stopping task completion.","- Attack surface: peer messages, shared work products, tool recommendations, and contribution-evaluation prompts. - Attack mechanism: bias peers toward an attacker-selected tool, offload work, shift blame, or inflate self-credit. - System-level failure: attribution, incentive, and coordination integrity fail while end-task functionality may remain intact. - Security consequence: unfair benefits, distorted evaluation, biased tool use, or hidden resource transfer among agents.",- Defense mechanism: explicit defensive instructions for the monitor and a limited o3-mini monitor evaluation. - Intervention point: post-hoc contribution evaluation. - Required observability: full conversation history and role assignments. - Assumptions: a stronger or better-prompted monitor can infer responsibility. - Limitations: the tested monitors remain vulnerable; no preventive enforcement mechanism is established.,"- Evaluated systems: CAMEL, AutoGen, and MetaGPT. - Agent configuration: native role workflows augmented with malicious members and a GPT-4o-mini monitor by default. - Dataset or environment: HumanEval, mathematical tasks, MMLU-style knowledge, and CIAR retrieval questions. - Baselines: benign workflows and monitor-prompt/model variants. - Metrics: task performance plus personal and collective contribution scores. - Main results: all four attacks manipulate at least one intended system signal; Tables 1-3 show large score shifts that depend on framework and task.","- Included concepts: malicious member, role authority, contribution scoring, free-riding, monitor manipulation, and tool influence. - Taxonomy implications: the four strategies are mechanisms; their outcomes map to decision, authorization, and resource-accounting integrity. - Supported research questions: whether transcript-only monitors can attribute responsibility in role-structured collaboration. - Important limitations: academic frameworks, templated role attacks, and incomplete industrial controls limit external validity.",attack;authorization;exploit;integrity;malicious;security;threat,collab;collective;coordination;inter-agent;message;multi-agent;orchestrat;shared,,likely_keep_detailed,KEEP,keep,"Existing detailed source review supports separately addressable LLM-backed agents, a material inter-agent relation, and a concrete adversarial/security/privacy property or security evaluation; this pass found no scope contradiction.",yes_existing_detailed_source_review
liang2025_dont_trust_upstream,Don't Trust Your Upstream: Exploiting LLM Multi-Agent System via Topology-Guided Adversarial Propagation,set2_emerging,attack,arXiv,https://arxiv.org/abs/2512.04129,,2512.04129,papers/attacks/arxiv/2025_liang_dont_trust_upstream.md,detailed,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",interaction_amplified,R1_propagation_persistence;R6_authority_misuse,"Tool-using MAS deployed as tree, chain, star, ring, or mesh topologies in Magentic-One, LangManus, and OWL, plus two end-to-end applications.","The attacker starts at an externally exposed edge agent, reconstructs the hidden communication graph, and plans a multi-hop path to a privileged internal agent.","- Protected assets: privileged tool execution, filesystem integrity, and system output integrity. - Threat actor: a black-box external adversary controlling content seen by an edge agent. - Trusted components: the internal roster and framework are not directly compromised. - Attacker capabilities: query the system, infer roles and edges, contaminate an edge observation, and adapt payloads using observed outcomes. - Security assumptions: upstream outputs are reinterpreted downstream and at least one path reaches a higher-privilege agent.","- Attack surface: exposed tools, hidden communication edges, delegated tasks, and downstream trust. - Attack mechanism: infer topology, select an entry-to-target path, and adapt payloads that survive relay to a privileged agent. - System-level failure: propagation containment and compositional authority fail. - Security consequence: irrelevant or destructive actions, including privileged filesystem or command operations.","- Defense mechanism: T-Guard combines edge-environment validation with a topology trust evaluator and dynamic permissions. - Intervention point: edge content, communication edges, and access control. - Required observability: topology, trust signals, and downstream action context. - Assumptions: a trusted enforcement component can reduce permissions or block suspicious paths. - Limitations: the defense is presented as a concept and evaluated in the same benchmark family as the attack.","- Evaluated systems: Magentic-One, LangManus, OWL, GPT-Researcher, and a trading agent application. - Agent configuration: three frameworks, five topologies, three model families, two workloads, and two attack objectives. - Dataset or environment: browser and filesystem MCP tasks plus 20 application scenarios. - Baselines: topology-unaware flooding, shortest-path variants, and attack-stage ablations. - Metrics: topology-reconstruction F1, ASR, infection-integrity score, generalization consistency, blocking rate, latency, and resource overhead. - Main results: benchmark ASR ranges from 40% to 78%; the real applications are compromised in 17 of 20 scenarios; T-Guard blocks 94.8% on average.","- Included concepts: topology confidentiality, edge exposure, privilege distribution, path planning, tool boundaries, and dynamic permissioning. - Taxonomy implications: topology inference and payload relay are mechanisms; privileged unauthorized action is the impact-bearing failure. - Supported research questions: how graph structure shapes attack reachability and where graph-aware defenses should intervene. - Important limitations: preprint status, locally instantiated frameworks, and attack-selected scenarios may overstate deployment generality.",adversar;attack;compromis;confidential;exploit;integrity;security;threat,communication;delegat;inter-agent;multi-agent;topology,,likely_keep_detailed,KEEP,keep,"Existing detailed source review supports separately addressable LLM-backed agents, a material inter-agent relation, and a concrete adversarial/security/privacy property or security evaluation; this pass found no scope contradiction.",yes_existing_detailed_source_review
arxiv:2605.11514,FlowSteer: Prompt-Only Workflow Steering Exposes Planning-Time Vulnerabilities in Multi-Agent LLM Systems,set2_emerging,attack,arXiv.org,https://www.semanticscholar.org/paper/c6099b49fe6cfff58a4688eedf107f3ed0490699,,2605.11514,papers/attacks/arxiv/2026_flowsteer_prompt_only_workflow_steering_exposes_planning_time_vulnerabil.md,metadata_only,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",interaction_amplified,R1_propagation_persistence,,,,,,,,security,inter-agent;multi-agent,,source_check_metadata_security,KEEP,keep,"Paper-level source/metadata review supports a security or privacy mechanism/evaluation that is tied to inter-agent communication, state, delegation, aggregation, topology, identity, collusion, malicious membership, or propagation; no boundary issue requiring author adjudication surfaced.",yes_source_or_official_metadata_pass
sun2026insider,Insider Attacks in Multi-Agent LLM Consensus Systems,set2_emerging,attack,arXiv,https://arxiv.org/abs/2605.08268,,2605.08268,papers/attacks/arxiv/2026_sun_insider_attacks.md,detailed,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",interaction_dependent_mechanism,R3_collective_integrity,Communicating LLM agents that iteratively exchange arguments and update their answers until the benign participants reach consensus.,One legitimate group member pursues a hidden objective to delay or prevent agreement among the remaining agents. Consensus rate and time to agreement do not exist for an isolated agent.,"- Protected assets: agreement, termination, and collective decision integrity. - Threat actor: one malicious insider participating through the normal protocol. - Trusted components: benign agents follow the deliberation process. - Attacker capabilities: observe interaction state and send protocol-valid natural-language messages. - Security assumptions: the attacker can train against a learned surrogate of benign response dynamics.",- Attack surface: protocol-valid deliberation messages from a group member. - Attack mechanism: a learned policy adaptively chooses messages based on latent behavioral state. - System-level failure: consensus termination and collective decision-integrity failure. - Security consequence: benign agents agree less often and remain in disagreement longer.,- Defense mechanism: Not proposed. - Intervention point: Not reported. - Required observability: a candidate defense would need interaction history and member-level influence signals. - Assumptions: Not reported. - Limitations: the paper labels its results preliminary and evaluates a small controlled consensus setting.,- Evaluated systems: groups of GPT-4o agents in a language-based consensus task. - Agent configuration: benign participants plus one malicious insider. - Dataset or environment: controlled consensus episodes described by the paper. - Baselines: a direct malicious-prompt attacker. - Metrics: benign consensus rate and episode duration. - Main results: the world-model RL attacker reduces consensus and prolongs disagreement more than the direct-prompt baseline.,"- Included concepts: malicious member, protocol-valid influence, adaptive attack, and consensus termination. - Taxonomy implications: the mechanism is world-model RL manipulation; the violated properties are agreement and liveness. - Supported research questions: how adaptive insiders exploit collective dynamics without modifying the protocol. - Important limitations: preliminary preprint evidence should not be weighted like a peer-reviewed Byzantine robustness result.",attack;byzantine;exploit;integrity;malicious;security;threat,collective;consensus;inter-agent;message;multi-agent,robust,likely_keep_detailed,KEEP,keep,"Existing detailed source review supports separately addressable LLM-backed agents, a material inter-agent relation, and a concrete adversarial/security/privacy property or security evaluation; this pass found no scope contradiction.",yes_existing_detailed_source_review
