work_key,title,evidence_set,dominant_contribution,year,venue,peer_reviewed,frozen_citation_count,interaction_interfaces,risk_or_property,interaction_dependence,scope_reason,decision_reason,evidence_basis,evidence_locator,author_signoff_required,human_scope_decision,human_contribution_decision,human_notes
li2025argus,Goal-Aware Identification and Rectification of Misinformation in Multi-Agent Systems,set2_emerging,defense,2025,arXiv,no,0,unspecified,R1_propagation_persistence;R3_collective_integrity,interaction_amplified,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Retained as an emerging direction because it has not yet met the Set 1 maturity rule.,abstract,full-source-review/full-corpus-review-enrichment-7/full_review_enriched_7.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2506.00509 | corpus/review_queue.csv:evidence_locator=full-source-review/full-corpus-review-enrichment-7/full_review_enriched_7.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2506.00509,yes,,,
doi:10.5281/zenodo.19477187,"Governance Effectiveness in Distributed Multi-Agent LLM Systems: Confound Isolation, Diversity Erosion, and the Accidental Governance Effect",set2_emerging,defense,2026,Zenodo (CERN European Organization for Nuclear Research),no,0,I2_communication_routing;I6_observation_defense,R4_trajectory_goal_drift,interaction_dependent_mechanism,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Retained as an emerging direction because it has not yet met the Set 1 maturity rule.,abstract,,yes,,,
arxiv:2606.24535,Governed Shared Memory for Multi-Agent LLM Systems,set2_emerging,defense,2026,,unclear,0,I1_boundary_admission;I3_state_memory;I4_delegation_action;I6_observation_defense,R1_propagation_persistence;R5_private_data_leakage;R6_authority_misuse;R7_availability_cost,interaction_amplified,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",2026-08-18 general-category adjudication retained this work in set2_emerging and assigned dominant_contribution=defense.,abstract,full-source-review/full-corpus-review-enrichment-0/full_review_enriched_0.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2606.24535 | corpus/review_queue.csv:evidence_locator=full-source-review/full-corpus-review-enrichment-0/full_review_enriched_0.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2606.24535,yes,,,
mao2025ibgp,IBGP: Imperfect Byzantine Generals Problem for Zero-Shot Robustness in Communicative Multi-Agent Systems,set2_emerging,defense,2024,AAMAS,no,0,I2_communication_routing;I4_delegation_action;I5_aggregation_outcome,R3_collective_integrity,interaction_dependent_mechanism,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Retained as an emerging direction because it has not yet met the Set 1 maturity rule.,full_text,blocked-source-review/blocked-source-resolution-2/resolved_2.jsonl:pdf_url=https://arxiv.org/pdf/2410.16237 | full-source-review/full-corpus-review-enrichment-0/full_review_enriched_0.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2410.16237 | corpus/review_queue.csv:evidence_locator=blocked-source-review/blocked-source-resolution-2/resolved_2.jsonl:pdf_url=https://arxiv.org/pdf/2410.16237 | full-source-review/full-corpus-review-enrichment-0/full_review_enriched_0.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2410.16237,yes,,,
arxiv:2601.14667,INFA-Guard: Mitigating Malicious Propagation via Infection-Aware Safeguarding in LLM-Based Multi-Agent Systems,set2_emerging,defense,2026,arXiv.org,no,0,I2_communication_routing,R1_propagation_persistence,interaction_amplified,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Retained as an emerging direction because it has not yet met the Set 1 maturity rule.,abstract,full-source-review/full-corpus-review-enrichment-7/full_review_enriched_7.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2601.14667 | corpus/review_queue.csv:evidence_locator=full-source-review/full-corpus-review-enrichment-7/full_review_enriched_7.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2601.14667,yes,,,
arxiv_2601_11369,Institutional AI: Governing LLM Collusion in Multi-Agent Cournot Markets via Public Governance Graphs,set2_emerging,defense,2026,arXiv,no,0,I4_delegation_action;I6_observation_defense,R2_collusion_coordination,structurally_multi_agent,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Retained as an emerging direction because it has not yet met the Set 1 maturity rule.,abstract,full-source-review/full-corpus-review-enrichment-5/full_review_enriched_5.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2601.11369 | corpus/review_queue.csv:evidence_locator=full-source-review/full-corpus-review-enrichment-5/full_review_enriched_5.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2601.11369,yes,,,
arxiv:2605.22786,LCGuard: Latent Communication Guard for Safe KV Sharing in Multi-Agent Systems,set2_emerging,defense,2026,arXiv.org,no,2,I1_boundary_admission;I2_communication_routing;I3_state_memory,R1_propagation_persistence;R5_private_data_leakage,interaction_amplified,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=2. Retained as an emerging direction because it has not yet met the Set 1 maturity rule.,abstract,full-source-review/full-corpus-review-enrichment-2/full_review_enriched_2.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2605.22786 | corpus/review_queue.csv:evidence_locator=full-source-review/full-corpus-review-enrichment-2/full_review_enriched_2.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2605.22786,yes,,,
arxiv:2603.08852,LDP: An Identity-Aware Protocol for Multi-Agent LLM Systems,set2_emerging,defense,2026,arXiv.org,no,0,I2_communication_routing;I3_state_memory;I4_delegation_action,R1_propagation_persistence;R6_authority_misuse;R7_availability_cost,interaction_dependent_mechanism,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",2026-08-18 general-category adjudication retained this work in set2_emerging and assigned dominant_contribution=defense.,abstract,full-source-review/full-corpus-review-enrichment-5/full_review_enriched_5.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2603.08852 | corpus/review_queue.csv:evidence_locator=full-source-review/full-corpus-review-enrichment-5/full_review_enriched_5.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2603.08852,yes,,,
arxiv:2606.30555,Linguistic Firewall: Geometry as Defense in Multi-Agent Systems Routing,set2_emerging,defense,2026,arXiv (Cornell University),no,0,I2_communication_routing;I4_delegation_action,unspecified,interaction_dependent_mechanism,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Retained as an emerging direction because it has not yet met the Set 1 maturity rule.,abstract,full-source-review/full-corpus-review-enrichment-0/full_review_enriched_0.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2606.30555 | corpus/review_queue.csv:evidence_locator=full-source-review/full-corpus-review-enrichment-0/full_review_enriched_0.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2606.30555,yes,,,
arxiv:2605.08321,LLM Wardens: Mitigating Adversarial Persuasion with Third-Party Conversational Oversight,set2_emerging,defense,2026,arXiv.org,no,0,I4_delegation_action;I5_aggregation_outcome;I6_observation_defense,unspecified,interaction_dependent_mechanism,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Retained as an emerging direction because it has not yet met the Set 1 maturity rule.,abstract,full-source-review/full-corpus-review-enrichment-6/full_review_enriched_6.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2605.08321 | corpus/review_queue.csv:evidence_locator=full-source-review/full-corpus-review-enrichment-6/full_review_enriched_6.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2605.08321,yes,,,
cui2025maris,Maris: A Formally Verifiable Privacy Policy Enforcement Paradigm for Multi-Agent Collaboration Systems,set2_emerging,defense,2025,arXiv,no,0,I2_communication_routing;I4_delegation_action;I6_observation_defense,R5_private_data_leakage,interaction_dependent_mechanism,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Retained as an emerging direction because it has not yet met the Set 1 maturity rule.,abstract,full-source-review/full-corpus-review-enrichment-2/full_review_enriched_2.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2505.04799 | corpus/review_queue.csv:evidence_locator=full-source-review/full-corpus-review-enrichment-2/full_review_enriched_2.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2505.04799,yes,,,
doi:10.2139/ssrn.6253390,Market-Consistent and Secure Demand Response in Storage-Rich Integrated Energy Systems Under Uncertainty and Hybrid Cyberattacks: A Large Language Model-Guided Multi-Agent Deep Reinforcement Learning Approach,screened_out,defense,2026,SSRN Electronic Journal,no,0,I2_communication_routing;I4_delegation_action,R7_availability_cost,unclear,2026-08-21 named secondary membership signoff: moved to screened_out. The named human decision covers corpus membership only; source evidence verification remains pending.,Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Retained as an emerging direction because it has not yet met the Set 1 maturity rule. 2026-08-21 named secondary membership signoff by expiol: set2_emerging -> screened_out; dominant_contribution retained as defense.,abstract,corpus/review_queue.csv:paper_section=Defenses,no,exclude,,
doi:10.2139/ssrn.7181662,MedAgentNet: Federated Multi-Agent AI for Privacy-Preserving Cross-Departmental Clinical Intelligence,set2_emerging,defense,2026,SSRN Electronic Journal,no,0,I4_delegation_action;I5_aggregation_outcome,R5_private_data_leakage,unclear,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Retained as an emerging direction because it has not yet met the Set 1 maturity rule.,abstract,corpus/review_queue.csv:paper_section=System Model and Defenses,yes,,,
doi:10.5281/zenodo.19244877,Memetic Cascade Detection and Symbolic Immunity in Multi-Agent LLM Systems,set2_emerging,defense,2026,Zenodo (CERN European Organization for Nuclear Research),no,0,I6_observation_defense,R1_propagation_persistence;R4_trajectory_goal_drift,interaction_amplified,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",2026-08-18 general-category adjudication retained this work in set2_emerging and assigned dominant_contribution=defense.,abstract,,yes,,,
doi:10.2139/ssrn.7127218,"Nexus Protocol: A Cryptographically Secure, Zero-Latency Semantic Routing Engine for Multi-Agent Systems",set2_emerging,defense,2026,SSRN Electronic Journal,no,0,I2_communication_routing,R7_availability_cost,interaction_dependent_mechanism,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Retained as an emerging direction because it has not yet met the Set 1 maturity rule.,abstract,,yes,,,
arxiv:2605.12240,No Action Without a NOD: A Heterogeneous Multi-Agent Architecture for Reliable Service Agents,set2_emerging,defense,2026,arXiv.org,no,0,I4_delegation_action;I6_observation_defense,R1_propagation_persistence,interaction_amplified,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",2026-08-18 general-category adjudication retained this work in set2_emerging and assigned dominant_contribution=defense.,abstract,full-source-review/full-corpus-review-enrichment-4/full_review_enriched_4.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2605.12240 | corpus/review_queue.csv:evidence_locator=full-source-review/full-corpus-review-enrichment-4/full_review_enriched_4.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2605.12240,yes,,,
doi:10.5281/zenodo.19628588,Pratyahara: A Neural Tissue Defense Model for Detecting Compromised Agents in Multi-Agent Networks,set2_emerging,defense,2026,Zenodo (CERN European Organization for Nuclear Research),no,0,I1_boundary_admission;I2_communication_routing;I3_state_memory;I4_delegation_action;I5_aggregation_outcome,R2_collusion_coordination;R3_collective_integrity;R4_trajectory_goal_drift,structurally_multi_agent,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Retained as an emerging direction because it has not yet met the Set 1 maturity rule.,abstract,,yes,,,
tapwal2026prism,PRISM: Generation-Time Detection and Mitigation of Secret Leakage in Multi-Agent LLM Pipelines,set2_emerging,defense,2026,arXiv,no,0,I4_delegation_action,R1_propagation_persistence;R5_private_data_leakage;R6_authority_misuse;R7_availability_cost,interaction_amplified,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Retained as an emerging direction because it has not yet met the Set 1 maturity rule.,abstract,full-source-review/full-corpus-review-enrichment-5/full_review_enriched_5.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2605.10614 | corpus/review_queue.csv:evidence_locator=full-source-review/full-corpus-review-enrichment-5/full_review_enriched_5.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2605.10614,yes,,,
arxiv:2601.13186,"Prompt Injection Mitigation with Agentic AI, Nested Learning, and AI Sustainability via Semantic Caching",set2_emerging,defense,2026,arXiv.org,no,2,I3_state_memory;I6_observation_defense,R1_propagation_persistence;R7_availability_cost,interaction_amplified,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=2. Retained as an emerging direction because it has not yet met the Set 1 maturity rule.,abstract,full-source-review/full-corpus-review-enrichment-5/full_review_enriched_5.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2601.13186 | corpus/review_queue.csv:evidence_locator=full-source-review/full-corpus-review-enrichment-5/full_review_enriched_5.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2601.13186,yes,,,
arxiv:2605.16346,PropGuard: Safeguarding LLM-MAS via Propagation-Aware Exploration and Remediation,set2_emerging,defense,2026,arXiv.org,no,0,I2_communication_routing;I3_state_memory;I4_delegation_action,R1_propagation_persistence,interaction_amplified,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Retained as an emerging direction because it has not yet met the Set 1 maturity rule.,abstract,full-source-review/full-corpus-review-enrichment-2/full_review_enriched_2.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2605.16346 | corpus/review_queue.csv:evidence_locator=full-source-review/full-corpus-review-enrichment-2/full_review_enriched_2.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2605.16346,yes,,,
doi:10.5281/zenodo.20162877,Protocol-Layer Governance for LLM Agents: Identity-Bound Oversight with Zero-Modification Deployment and Multi-Hop Authority Propagation,set3_context,defense,2026,Zenodo (CERN European Organization for Nuclear Research),no,0,I2_communication_routing;I3_state_memory;I4_delegation_action;I6_observation_defense,R1_propagation_persistence;R6_authority_misuse;R7_availability_cost,composition_induced,2026-08-21 named secondary membership signoff: moved to set3_context. The named human decision covers corpus membership only; source evidence verification remains pending.,2026-08-18 general-category adjudication retained this work in set2_emerging and assigned dominant_contribution=defense. 2026-08-21 named secondary membership signoff by expiol: set2_emerging -> set3_context; dominant_contribution retained as defense.,abstract,,no,move_set3,,
arxiv:2512.16279,QuadSentinel: Sequent Safety for Machine-Checkable Control in Multi-agent Systems,set2_emerging,defense,2025,arXiv.org,no,0,I2_communication_routing;I4_delegation_action;I6_observation_defense,unspecified,interaction_dependent_mechanism,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",2026-08-18 general-category adjudication retained this work in set2_emerging and assigned dominant_contribution=defense.,abstract,full-source-review/full-corpus-review-enrichment-0/full_review_enriched_0.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2512.16279 | corpus/review_queue.csv:evidence_locator=full-source-review/full-corpus-review-enrichment-0/full_review_enriched_0.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2512.16279,yes,,,
arxiv:2506.11083,RedDebate: Safer Responses through Multi-Agent Red Teaming Debates,set2_emerging,defense,2025,arXiv.org,no,0,I3_state_memory;I4_delegation_action;I5_aggregation_outcome;I6_observation_defense,R3_collective_integrity,interaction_dependent_mechanism,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",2026-08-18 general-category adjudication retained this work in set2_emerging and assigned dominant_contribution=defense.,abstract,full-source-review/full-corpus-review-enrichment-5/full_review_enriched_5.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2506.11083 | corpus/review_queue.csv:evidence_locator=full-source-review/full-corpus-review-enrichment-5/full_review_enriched_5.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2506.11083,yes,,,
arxiv:2606.15024,Resilient Consensus in Agentic AI,set2_emerging,defense,2026,,no,0,I2_communication_routing;I5_aggregation_outcome,R3_collective_integrity,interaction_dependent_mechanism,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",2026-08-18 general-category adjudication retained this work in set2_emerging and assigned dominant_contribution=defense.,abstract,full-source-review/full-corpus-review-enrichment-3/full_review_enriched_3.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2606.15024 | corpus/review_queue.csv:evidence_locator=full-source-review/full-corpus-review-enrichment-3/full_review_enriched_3.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2606.15024,yes,,,
arxiv:2605.09076,Robust Multi-Agent LLMs under Byzantine Faults,set2_emerging,defense,2026,arXiv.org,no,1,I2_communication_routing;I4_delegation_action;I5_aggregation_outcome,R1_propagation_persistence;R3_collective_integrity,interaction_amplified,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",2026-08-18 general-category adjudication retained this work in set2_emerging and assigned dominant_contribution=defense.,abstract,full-source-review/full-corpus-review-enrichment-1/full_review_enriched_1.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2605.09076 | corpus/review_queue.csv:evidence_locator=full-source-review/full-corpus-review-enrichment-1/full_review_enriched_1.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2605.09076,yes,,,
shi2026saiguard,SAIGuard: Communication-State Simulation for Proactive Defense of LLM Multi-Agent Systems,set2_emerging,defense,2026,arXiv,no,0,I2_communication_routing;I4_delegation_action,R1_propagation_persistence,interaction_amplified,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Retained as an emerging direction because it has not yet met the Set 1 maturity rule.,abstract,full-source-review/full-corpus-review-enrichment-3/full_review_enriched_3.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2606.12474 | corpus/review_queue.csv:evidence_locator=full-source-review/full-corpus-review-enrichment-3/full_review_enriched_3.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2606.12474,yes,,,
arxiv:2510.19420,Securing Multi-Agent Systems Against Corruptions via Node Contribution Backpropagation,set2_emerging,defense,2025,,unclear,3,I2_communication_routing;I6_observation_defense,R1_propagation_persistence,interaction_amplified,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",2026-08-18 general-category adjudication retained this work in set2_emerging and assigned dominant_contribution=defense.,abstract,full-source-review/full-corpus-review-enrichment-4/full_review_enriched_4.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2510.19420 | corpus/review_queue.csv:evidence_locator=full-source-review/full-corpus-review-enrichment-4/full_review_enriched_4.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2510.19420,yes,,,
doi:10.5281/zenodo.20834834,Semantic Taint Propagation: Embedding-Based Semantic Flow Monitoring for Multi-Agent Large Language Model Systems,set2_emerging,defense,2026,Zenodo (CERN European Organization for Nuclear Research),no,0,I2_communication_routing;I4_delegation_action;I6_observation_defense,R1_propagation_persistence,interaction_amplified,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Retained as an emerging direction because it has not yet met the Set 1 maturity rule.,abstract,,yes,,,
arxiv:2604.02767,SentinelAgent: Intent-Verified Delegation Chains for Securing Federal Multi-Agent AI Systems,set2_emerging,defense,2026,arXiv.org,no,0,I4_delegation_action,R1_propagation_persistence;R6_authority_misuse,composition_induced,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",2026-08-18 general-category adjudication retained this work in set2_emerging and assigned dominant_contribution=defense.,abstract,full-source-review/full-corpus-review-enrichment-0/full_review_enriched_0.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2604.02767 | corpus/review_queue.csv:evidence_locator=full-source-review/full-corpus-review-enrichment-0/full_review_enriched_0.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2604.02767,yes,,,
arxiv:2606.07940,SGTO-MAS: Secure Gorilla Troops Optimization for Multi-Agent LLM Systems,set2_emerging,defense,2026,,no,0,I5_aggregation_outcome,R1_propagation_persistence;R3_collective_integrity,interaction_amplified,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Retained as an emerging direction because it has not yet met the Set 1 maturity rule.,abstract,full-source-review/full-corpus-review-enrichment-2/full_review_enriched_2.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2606.07940 | corpus/review_queue.csv:evidence_locator=full-source-review/full-corpus-review-enrichment-2/full_review_enriched_2.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2606.07940,yes,,,
doi:10.5281/zenodo.20678936,Switchboard: An Attention-Budgeted Human-in-the-Loop Interrupt Router for Multi-Agent Systems,set3_context,defense,2026,Zenodo (CERN European Organization for Nuclear Research),no,0,I2_communication_routing;I4_delegation_action,R6_authority_misuse;R7_availability_cost,interaction_dependent_mechanism,2026-08-21 named secondary membership signoff: moved to set3_context. The named human decision covers corpus membership only; source evidence verification remains pending.,2026-08-18 general-category adjudication retained this work in set2_emerging and assigned dominant_contribution=defense. 2026-08-21 named secondary membership signoff by expiol: set2_emerging -> set3_context; dominant_contribution retained as defense.,abstract,,no,move_set3,,
he2025atrust,To Trust or Not to Trust: Attention-based Trust Management for LLM Multi-Agent Systems,set2_emerging,defense,2025,arXiv,no,0,I1_boundary_admission;I2_communication_routing,unspecified,interaction_dependent_mechanism,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Retained as an emerging direction because it has not yet met the Set 1 maturity rule.,full_text,blocked-source-review/blocked-source-resolution-2/resolved_2.jsonl:pdf_url=https://arxiv.org/pdf/2506.02546 | full-source-review/full-corpus-review-enrichment-1/full_review_enriched_1.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2506.02546 | corpus/review_queue.csv:evidence_locator=blocked-source-review/blocked-source-resolution-2/resolved_2.jsonl:pdf_url=https://arxiv.org/pdf/2506.02546 | full-source-review/full-corpus-review-enrichment-1/full_review_enriched_1.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2506.02546,yes,,,
arxiv:2603.15408,TrinityGuard: A Unified Framework for Safeguarding Multi-Agent Systems,set2_emerging,defense,2026,arXiv.org,no,1,I2_communication_routing;I4_delegation_action;I6_observation_defense,unspecified,interaction_dependent_mechanism,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=1. Retained as an emerging direction because it has not yet met the Set 1 maturity rule.,abstract,full-source-review/full-corpus-review-enrichment-2/full_review_enriched_2.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2603.15408 | corpus/review_queue.csv:evidence_locator=full-source-review/full-corpus-review-enrichment-2/full_review_enriched_2.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2603.15408,yes,,,
arxiv:2604.27132,TRUST: A Framework for Decentralized AI Service v.0.1,set2_emerging,defense,2026,arXiv.org,no,0,I4_delegation_action;I5_aggregation_outcome;I6_observation_defense,R3_collective_integrity;R5_private_data_leakage,composition_induced,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",2026-08-18 general-category adjudication retained this work in set2_emerging and assigned dominant_contribution=defense.,abstract,full-source-review/full-corpus-review-enrichment-5/full_review_enriched_5.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2604.27132 | corpus/review_queue.csv:evidence_locator=full-source-review/full-corpus-review-enrichment-5/full_review_enriched_5.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2604.27132,yes,,,
arxiv:2504.07461,Achilles Heel of Distributed Multi-Agent Systems,set2_emerging,evaluation,2025,arXiv.org,no,0,I2_communication_routing;I4_delegation_action,unspecified,interaction_dependent_mechanism,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",2026-08-18 general-category adjudication retained this work in set2_emerging and assigned dominant_contribution=evaluation.,abstract,full-source-review/full-corpus-review-enrichment-3/full_review_enriched_3.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2504.07461 | corpus/review_queue.csv:evidence_locator=full-source-review/full-corpus-review-enrichment-3/full_review_enriched_3.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2504.07461,yes,,,
arxiv:2605.14271,Auditing Agent Harness Safety,set2_emerging,evaluation,2026,arXiv.org,no,0,I2_communication_routing;I4_delegation_action;I6_observation_defense,R4_trajectory_goal_drift;R5_private_data_leakage,interaction_dependent_mechanism,"Source evidence identifies multiple LLM-backed agents, an inter-agent relation, and a security effect tied to that relation.",Passed MAS-security scope. Maturity: peer_reviewed=no; frozen_citations=0. Retained as an emerging direction because it has not yet met the Set 1 maturity rule.,abstract,full-source-review/full-corpus-review-enrichment-1/full_review_enriched_1.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2605.14271 | corpus/review_queue.csv:evidence_locator=full-source-review/full-corpus-review-enrichment-1/full_review_enriched_1.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2605.14271,yes,,,
zhao2026macbench,Beyond Goodhart's Law: A Dynamic Benchmark for Evaluating Compliance in Multi-Agent Systems,set2_emerging,evaluation,2026,arXiv,no,0,,,,2026-08-18 source reconciliation established a material inter-agent security path: full_trace_procedural_integrity_authorization_and_privacy_are_concrete_security_properties.,2026-08-18 benchmark reconciliation promoted this work into set2_emerging: full_trace_procedural_integrity_authorization_and_privacy_are_concrete_security_properties.,abstract,full-source-review/full-corpus-review-enrichment-0/full_review_enriched_0.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2606.07805 | corpus/review_queue.csv:paper_section=Evaluation | corpus/review_queue.csv:evidence_locator=full-source-review/full-corpus-review-enrichment-0/full_review_enriched_0.jsonl.gz:pdf_url_used=https://arxiv.org/pdf/2606.07805,yes,,,
