work_key,canonical_paper_id,title,identifier_type,identifier,identifier_status,observed_in_routes
doi:10.48448/a3ch-av61,,From Intent to Action: Multi-Agent LLMs Coordinating Naval Planning Tools,doi,10.48448/a3ch-av61,canonical,search:doi:10.48448/a3ch-av61
arxiv:2604.07003,,EmoMAS: Emotion-Aware Multi-Agent System for High-Stakes Edge-Deployable Negotiation with Bayesian Orchestration,doi,10.48448/b7s9-ca09,canonical,search:doi:10.48448/b7s9-ca09
supp_the_subtle_art_of_defection_understanding_uncooperative_behaviors_in_llm_based_m,supp_the_subtle_art_of_defection_understanding_uncooperative_behaviors_in_llm_based_m,The Subtle Art of Defection: Understanding Uncooperative Behaviors in LLM based Multi-Agent Systems,doi,10.48448/bp60-8m40,route_alias,search:doi:10.48448/bp60-8m40
doi:10.48448/ct0v-5k29,,BadScientist: Can a Research Agent Write Convincing but Unsound Papers that Fool LLM Reviewers?,doi,10.48448/ct0v-5k29,canonical,search:doi:10.48448/ct0v-5k29
pan2026xgguard,pan2026xgguard,Explainable and Fine-Grained Safeguarding of LLM Multi-Agent Systems via Bi-Level Graph Anomaly Detection,doi,10.48448/egpv-zm74,route_alias,search:doi:10.48448/egpv-zm74
arxiv:2510.14319,,Metacognitive Self-Correction for Multi-Agent System via Prototype-Guided Next-Execution Reconstruction,doi,10.48448/eqah-h093,canonical,broad:doi:10.48448/eqah-h093;peerfirst:doi:10.48448/eqah-h093;search:doi:10.48448/eqah-h093;targeted:doi:10.48448/eqah-h093;venue:formal_proceedings_10_48448_doi:10_48448_eqah_h093
doi:10.48448/et5v-5368,,DiplomacyAgent: Do LLMs Balance Interests and Ethical Principles in International Events?,doi,10.48448/et5v-5368,canonical,search:doi:10.48448/et5v-5368
doi:10.48448/f26r-zm51,,GEMA-Score: Granular Explainable Multi-Agent Scoring Framework for Radiology Report Evaluation,doi,10.48448/f26r-zm51,canonical,search:doi:10.48448/f26r-zm51
doi:10.48448/ff4m-qk61,,SafeAgent: Safeguarding LLM Agents via an Automated Risk Simulator,doi,10.48448/ff4m-qk61,canonical,search:doi:10.48448/ff4m-qk61
doi:10.48448/g9hm-eh98,,Jo.E(Joint Evaluation) : A Multi-Agent Collaborative Framework for Comprehensive AI Safety Evaluation of Language Models,doi,10.48448/g9hm-eh98,canonical,search:doi:10.48448/g9hm-eh98
doi:10.48448/g9vy-p920,,Interactive Agents: Simulating Counselor-Client Psychological Counseling via Role-Playing LLM-to-LLM Interactions,doi,10.48448/g9vy-p920,canonical,search:doi:10.48448/g9vy-p920
wu2026cia,wu2026cia,CIA: Inferring the Communication Topology from LLM-based Multi-Agent Systems,doi,10.48448/ge0h-x321,route_alias,search:doi:10.48448/ge0h-x321
arxiv:2601.03248,,STReasoner: Empowering LLMs for Spatio-Temporal Reasoning in Time Series via Spatial-Aware Reinforcement Learning,doi,10.48448/jjx8-5z64,canonical,search:doi:10.48448/jjx8-5z64
arxiv:2602.02034,,Constrained Process Maps for Multi-Agent Generative AI Workflows,doi,10.48448/kcsf-j389,canonical,search:doi:10.48448/kcsf-j389
doi:10.48448/kdaw-7x73,,Tapas Are Free! Training-Free Adaptation of Programmatic Agents via LLM-Guided Program Synthesis in Dynamic Environments,doi,10.48448/kdaw-7x73,canonical,search:doi:10.48448/kdaw-7x73
arxiv:2507.22063,,RedCoder: Automated Multi-Turn Red Teaming for Code LLMs,doi,10.48448/khkt-r333,canonical,search:doi:10.48448/khkt-r333
zhang2025breaking_agents,zhang2025breaking_agents,Breaking Agents: Compromising Autonomous LLM Agents Through Malfunction Amplification,doi,10.48448/m2r6-kd98,route_alias,search:doi:10.48448/m2r6-kd98
arxiv:2508.17711,,Enhancing LLM-Based Social Bot via an Adversarial Learning Framework,doi,10.48448/n66k-0f33,canonical,search:doi:10.48448/n66k-0f33
doi:10.48448/ntk7-pc22,,STA-CoT: Structured Target-Centric Agentic Chain-of-Thought for Consistent Multi-Image Geological Reasoning,doi,10.48448/ntk7-pc22,canonical,search:doi:10.48448/ntk7-pc22
doi:10.48448/rhzs-b966,,Privacy-R1: Privacy-Aware Multi-LLM Agent Collaboration via Reinforcement Learning,doi,10.48448/rhzs-b966,canonical,search:doi:10.48448/rhzs-b966
doi:10.48448/rrw3-8x78,,ReAgent: Reversible Multi-Agent Reasoning for Knowledge-Enhanced Multi-Hop QA,doi,10.48448/rrw3-8x78,canonical,search:doi:10.48448/rrw3-8x78
doi:10.48448/v2x0-q940,,LLM4Cell: Taxonomy and Evaluation of LLM and Agentic Models for Single-Cell Biology,doi,10.48448/v2x0-q940,canonical,search:doi:10.48448/v2x0-q940
doi:10.48448/vna8-za97,,LAMP-MedQA: A Lightweight Multi-Agent System for Patient-Oriented Medical Question Answering,doi,10.48448/vna8-za97,canonical,search:doi:10.48448/vna8-za97
doi:10.48448/wd0x-d488,,Rapid Prototyping for Naval AI Wargaming: Multi-Agent Scenario Learning and Counterfactual Reasoning with Python and AutoGen,doi,10.48448/wd0x-d488,canonical,search:doi:10.48448/wd0x-d488
doi:10.48448/xjfb-by61,,From Belief Entrenchment to Robust Reasoning in LLM Agents,doi,10.48448/xjfb-by61,canonical,search:doi:10.48448/xjfb-by61
doi:10.48448/ytbt-6r06,,"460 - Towards Effective Offensive Security LLM Agents: Hyperparameter Tuning, LLM as a Judge, and a Lightweight CTF Benchmark",doi,10.48448/ytbt-6r06,canonical,search:doi:10.48448/ytbt-6r06
ko2026social_dynamics,ko2026social_dynamics,Social Dynamics as Critical Vulnerabilities that Undermine Objective Decision-Making in LLM Collectives,doi,10.48448/z843-da47,route_alias,search:doi:10.48448/z843-da47
doi:10.5117/ccr2026.2.8.li,,Large Language Model-driven Multi-Agent Simulation for Fake News Diffusion Under Different Network Structures,doi,10.5117/ccr2026.2.8.li,canonical,search:doi:10.5117/ccr2026.2.8.li
arxiv:2308.12086,,Out of the Cage: How Stochastic Parrots Win in Cyber Security Environments,doi,10.5220/0012391800003636,canonical,search:doi:10.5220/0012391800003636
arxiv:2506.02426,,Comparative Analysis of AI Agent Architectures for Entity Relationship Classification,doi,10.5220/0014046100004052,canonical,search:doi:10.5220/0014046100004052
supp_ai_agents_with_decentralized_identifiers_and_verifiable_credentials,supp_ai_agents_with_decentralized_identifiers_and_verifiable_credentials,AI Agents with Decentralized Identifiers and Verifiable Credentials,doi,10.5220/0014234400004052,canonical,broad:doi:10.5220/0014234400004052;canonical:supp_ai_agents_with_decentralized_identifiers_and_verifiable_credentials;peerfirst:doi:10.5220/0014234400004052;search:doi:10.5220/0014234400004052;targeted:doi:10.5220/0014234400004052;venue:icaart_2026:10_5220_0014234400004052
supp_a_trace_based_assurance_framework_for_agentic_ai_orchestration_contracts_testing,supp_a_trace_based_assurance_framework_for_agentic_ai_orchestration_contracts_testing,"A Trace-Based Assurance Framework for Agentic AI Orchestration: Contracts, Testing, and Governance",doi,10.5220/0014840300004015,canonical,broad:doi:10.5220/0014840300004015;canonical:supp_a_trace_based_assurance_framework_for_agentic_ai_orchestration_contracts_testing;peerfirst:doi:10.5220/0014840300004015;search:doi:10.5220/0014840300004015;targeted:doi:10.5220/0014840300004015;venue:enase_2026:10_5220_0014840300004015
motwani2024secret_collusion,motwani2024secret_collusion,Secret Collusion among AI Agents: Multi-Agent Deception via Steganography,doi,10.52202/079017-2336,canonical,broad:doi:10.52202/079017-2336;canonical:motwani2024secret_collusion;peerfirst:doi:10.52202/079017-2336;targeted:doi:10.52202/079017-2336;venue:neurips:10_52202_079017_2336
supp_cooperation_competition_and_maliciousness_llm_stakeholders_interactive_negotiati,supp_cooperation_competition_and_maliciousness_llm_stakeholders_interactive_negotiati,"Cooperation, Competition, and Maliciousness: LLM-Stakeholders Interactive Negotiation",doi,10.52202/079017-2658,canonical,broad:doi:10.52202/079017-2658;canonical:supp_cooperation_competition_and_maliciousness_llm_stakeholders_interactive_negotiati;peerfirst:doi:10.52202/079017-2658;targeted:doi:10.52202/079017-2658;venue:neurips_2024:10_52202_079017_2658
doi:10.52710/cfs.1067,,"Autonomous Evaluation Architectures: Multi-Agent LLM Pipelines, Browser-Grounded Testing: Programmatic Alignment via DSPy, and Adversarial Robustness in Production Orchestration Systems",doi,10.52710/cfs.1067,canonical,search:doi:10.52710/cfs.1067
doi:10.52710/cfs.708,,Agentic AI-Powered Automation: A New Paradigm for Healthcare Workflow Optimization,doi,10.52710/cfs.708,canonical,search:doi:10.52710/cfs.708
doi:10.5281/zenodo.17530950,,REPO GUARDIAN -THE MULTI AGENT BUG HUNTER,doi,10.5281/zenodo.17530950,canonical,search:doi:10.5281/zenodo.17530950
doi:10.5281/zenodo.17651532,,Project Chimera_ A White Paper on Emergent Collaborative Intelligence in Multi-Agent AI Systems,doi,10.5281/zenodo.17651532,canonical,search:doi:10.5281/zenodo.17651532
doi:10.5281/zenodo.17670390,,Daham-Mustaf/odrl-multi-agent-llm: v2.1.0 - Enhanced Multi-Agent System with Custom Models Support,doi,10.5281/zenodo.17670390,canonical,search:doi:10.5281/zenodo.17670390
doi:10.5281/zenodo.17688094,,"VERITAS OS: A Cryptographically Auditable, Safety-Aligned Decision Operating System for LLM-based Proto-AGI Agents",doi,10.5281/zenodo.17688094,canonical,search:doi:10.5281/zenodo.17688094
doi:10.5281/zenodo.17700283,,hivelab --- An Extension of Slurk Enabling Automated Randomization for Parallel Group Conversations with LLM Agents,doi,10.5281/zenodo.17700283,canonical,search:doi:10.5281/zenodo.17700283
doi:10.5281/zenodo.17715681,,Emergent Deception and Governance in Common-Pool Resource Multi-Agent Simulations,doi,10.5281/zenodo.17715681,canonical,search:doi:10.5281/zenodo.17715681
doi:10.5281/zenodo.17716917,,mrilikecoding/llm-orc: v0.11.0 - Script Agent System,doi,10.5281/zenodo.17716917,canonical,search:doi:10.5281/zenodo.17716917
doi:10.5281/zenodo.17725131,,hivelab - An Extension of Slurk for Group Conversations with LLM Agents,doi,10.5281/zenodo.17725131,canonical,search:doi:10.5281/zenodo.17725131
doi:10.5281/zenodo.17741273,,"LLM on Private Data Using a Combination of LLM, Fine-tuning, Orchestration, and Tools",doi,10.5281/zenodo.17741273,canonical,search:doi:10.5281/zenodo.17741273
doi:10.5281/zenodo.17756768,,MiniCrit-1.5B: Adversarial Multi-Agent Critique for Safe Autonomous Trading Systems,doi,10.5281/zenodo.17756768,canonical,search:doi:10.5281/zenodo.17756768
doi:10.5281/zenodo.17773051,,A Trust Architecture for LLM-Assisted Workflows in Multi-Tenant Enterprise Systems,doi,10.5281/zenodo.17773051,canonical,search:doi:10.5281/zenodo.17773051
doi:10.5281/zenodo.17809287,,"CollectiveOS v4: A Forensic-Grade, Governed, Multi-Agent Operating System for Artificial Intelligence",doi,10.5281/zenodo.17809287,canonical,search:doi:10.5281/zenodo.17809287
doi:10.5281/zenodo.17812179,,LLM Hijacking: When Models Manipulate Their Routers,doi,10.5281/zenodo.17812179,canonical,search:doi:10.5281/zenodo.17812179
doi:10.5281/zenodo.17838175,,NudgeLight: LLM-Powered Psychological Behavior Modeling and Safe Multi-Agent RL for Zero-Conflict Yellow Intervals in Mixed Human-AV Traffic.,doi,10.5281/zenodo.17838175,canonical,search:doi:10.5281/zenodo.17838175
doi:10.5281/zenodo.17861999,,Scientific Liquidity Agents: A Multi-Agent Framework for Modeling Knowledge Markets in Scientific Ecosystems,doi,10.5281/zenodo.17861999,canonical,search:doi:10.5281/zenodo.17861999
doi:10.5281/zenodo.17907553,,"The Kālīon Field: Complete Compendium (Papers I–XI) LLM Discovery, Field Theory Iteration, Quantum Validation, Practical Applications, Falsification Protocol",doi,10.5281/zenodo.17907553,canonical,search:doi:10.5281/zenodo.17907553
doi:10.5281/zenodo.18012072,,CANARY: A Runtime Integrity Architecture for Detecting and Containing Drift in Long-Running LLM Reasoning,doi,10.5281/zenodo.18012072,canonical,search:doi:10.5281/zenodo.18012072
doi:10.5281/zenodo.18041873,,"Dataset for ""Implementation and Evaluation of OWASP LLM Security Mitigations in Multi-Agent Systems: A Design Science Approach""",doi,10.5281/zenodo.18041873,canonical,search:doi:10.5281/zenodo.18041873
doi:10.5281/zenodo.18048919,,DE LA GOUVERNANCE COGNITIVE DES SYSTÈMES D'INTELLIGENCE ARTIFICIELLE PROPOSITION D'UNE ARCHITECTURE DÉCISIONNELLE MULTI-AGENTS ORIENTÉE MÉTIERS,doi,10.5281/zenodo.18048919,canonical,search:doi:10.5281/zenodo.18048919
doi:10.5281/zenodo.18112602,,Convergent Self-Assessment in Multi-Agent LLM Systems: Trace Ratio Dynamics and Semantic Attractor Theory,doi,10.5281/zenodo.18112602,canonical,search:doi:10.5281/zenodo.18112602
doi:10.5281/zenodo.18137844,,Multi-LLM Peer Orchestration: A Paradigm Shift from User-Model to Agent-Agent Communication,doi,10.5281/zenodo.18137844,canonical,search:doi:10.5281/zenodo.18137844
doi:10.5281/zenodo.18140122,,Spiritual Responsibility AI: Aligning Emerging Tech with Natural Intelligence (Polymathic) - 2026 Trending Report created by Xpirit AI in collaboration with other LLM models,doi,10.5281/zenodo.18140122,canonical,search:doi:10.5281/zenodo.18140122
doi:10.5281/zenodo.18208699,,Introducing AxSL: The Axiological Safety Layer - Navigating Interpretive Emergence and Predictive Evasion More Effectively via Persona-Augmented Multi-Agent Systems (PAMAS) and Architectural Orientation Priming,doi,10.5281/zenodo.18208699,canonical,search:doi:10.5281/zenodo.18208699
doi:10.5281/zenodo.18261735,,Differences in Alignment between Single-Agent and Multi-Agent LLM-Systems,doi,10.5281/zenodo.18261735,canonical,search:doi:10.5281/zenodo.18261735
doi:10.5281/zenodo.18274814,,avigi25/LLM-Buddy: LLM Buddy v1.0.0 - Initial Research Artifact,doi,10.5281/zenodo.18274814,canonical,search:doi:10.5281/zenodo.18274814
doi:10.5281/zenodo.18326896,,Comprehensive Technical Dissection of LLM Claude Infra_Architectural_with non intrusive Analysis,doi,10.5281/zenodo.18326896,canonical,search:doi:10.5281/zenodo.18326896
doi:10.5281/zenodo.18379320,,"Reverse Engineering a Large-Scale Multimodal AI System: Architectural, Security, and Economic Intelligence Extraction Through Advanced Self-Inference LLM Research",doi,10.5281/zenodo.18379320,canonical,search:doi:10.5281/zenodo.18379320
doi:10.5281/zenodo.18408362,,The Negentropy Protocol: A Convergence-Driven Framework for Multi-Agent Intelligence (Genesis Engineering Edition),doi,10.5281/zenodo.18408362,canonical,search:doi:10.5281/zenodo.18408362
doi:10.5281/zenodo.18452355,,SkyNet Autonomous Defense System: Ultra-Detailed Implementation Blueprint & Complete Technical Codebase — Multi-Modal LLM Military Command Architecture,doi,10.5281/zenodo.18452355,canonical,search:doi:10.5281/zenodo.18452355
doi:10.5281/zenodo.18453840,,Frame Handshake Protocol (FHP) v1.0: A Fail-Closed Coordination Protocol for Agentic and Multi-Agent AI Systems,doi,10.5281/zenodo.18453840,canonical,search:doi:10.5281/zenodo.18453840
doi:10.5281/zenodo.18463377,,"Audit-Trail Fabrication in Tool-Using LLM Agents: Operator-Induced Longitudinal Integrity Failure (OLIF), Integrity Delta (ΔI), and Zero-Trust Verifiable Logging for EU AI Act Record-Keeping",doi,10.5281/zenodo.18463377,canonical,search:doi:10.5281/zenodo.18463377
doi:10.5281/zenodo.18472957,,Experimental Dataset for Evaluating Security and Inclusivity in LLM-Generated Code,doi,10.5281/zenodo.18472957,canonical,search:doi:10.5281/zenodo.18472957
doi:10.5281/zenodo.18476263,,(Hi.) Ears: LLM Audio Processing Orchestration,doi,10.5281/zenodo.18476263,canonical,search:doi:10.5281/zenodo.18476263
doi:10.5281/zenodo.18496511,,A multi-agent hierarchical framework for students' risk-aware mental health monitoring. SENTIA: State-Enabled Neuro-symbolic Trajectory-aware Intelligent Architecture,doi,10.5281/zenodo.18496511,canonical,search:doi:10.5281/zenodo.18496511
doi:10.5281/zenodo.18501388,,A Technical Audit of a Prompt-Orchestrated BYOA Agentic Platform Evidence of Narrative Relay Behavior in a Multi-Model Analysis,doi,10.5281/zenodo.18501388,canonical,search:doi:10.5281/zenodo.18501388
doi:10.5281/zenodo.18501601,,Persistence Kernel: A Constraint-Based Runtime for Self-Stabilizing Alignment in Autonomous and Multi-Agent Systems,doi,10.5281/zenodo.18501601,canonical,search:doi:10.5281/zenodo.18501601
doi:10.5281/zenodo.18501665,,Orchestra: Hierarchical and Adaptive Orchestration for LLM Red Teaming,doi,10.5281/zenodo.18501665,canonical,search:doi:10.5281/zenodo.18501665
doi:10.5281/zenodo.18525120,,Secure Multi-Agent MCP Architectures: A Framework For Enterprise AI Governance,doi,10.5281/zenodo.18525120,canonical,search:doi:10.5281/zenodo.18525120
doi:10.5281/zenodo.18605947,,"AutoFlow: An LLM-Agent Framework for Self-Correcting, Multi-Step Data Pipeline Synthesis",doi,10.5281/zenodo.18605947,canonical,search:doi:10.5281/zenodo.18605947
doi:10.5281/zenodo.18614898,,SYNAPSE: A Stigmergic Protocol for Cognitive Interoperability in Multi-Agent,doi,10.5281/zenodo.18614898,canonical,search:doi:10.5281/zenodo.18614898
doi:10.5281/zenodo.18619711,,Architecture de maintien d'alignement LLM par ancrage cryptographique d'objectif et réinjection systématique aux points de délégation.,doi,10.5281/zenodo.18619711,canonical,search:doi:10.5281/zenodo.18619711
doi:10.5281/zenodo.18646997,,Alignment Is the Disease: Censorship Visibility and Alignment Constraint Complexity as Determinants of Collective Pathology in Multi-Agent LLM Systems,doi,10.5281/zenodo.18646997,canonical,search:doi:10.5281/zenodo.18646997
doi:10.5281/zenodo.18648836,,Antrocon — Multi-Agent LLM Orchestration System,doi,10.5281/zenodo.18648836,canonical,search:doi:10.5281/zenodo.18648836
doi:10.5281/zenodo.18659872,,"""Chérie OS – Daily Cross-LLM Sanity & Integrity Verification Pipeline with Failover to Claude and Remote Kill-Switch Activation – Prior Art Disclosure""",doi,10.5281/zenodo.18659872,canonical,search:doi:10.5281/zenodo.18659872
doi:10.5281/zenodo.18707310,,Manifold: Eliminating False Positives in Multi-Agent LLM Systems Through Specification-Driven Orchestration,doi,10.5281/zenodo.18707310,canonical,search:doi:10.5281/zenodo.18707310
doi:10.5281/zenodo.18715259,,"Swarm-Steward Benchmark Data: Feature RAG, Swarm Scalability, and LLM Model Evaluation Artifacts",doi,10.5281/zenodo.18715259,canonical,search:doi:10.5281/zenodo.18715259
doi:10.5281/zenodo.18726845,,Optimisation Under Constraints V: Machine Intelligence in Theoretical Cosmology: Multi-Agent Large Language Model Collaborative Structured Reasoning,doi,10.5281/zenodo.18726845,canonical,search:doi:10.5281/zenodo.18726845
doi:10.5281/zenodo.18749821,,Identity Coherence as Defense Architecture: How Stateless Reset Behavior in a Specification-Anchored Agent Points Toward an Unconsidered Layer in LLM Security,doi,10.5281/zenodo.18749821,canonical,search:doi:10.5281/zenodo.18749821
doi:10.5281/zenodo.18763904,,Reflexive-Core: Single-Context Metacognitive Security for Agentic LLMs,doi,10.5281/zenodo.18763904,canonical,search:doi:10.5281/zenodo.18763904
doi:10.5281/zenodo.18786200,,Agentic AI Project Manager: Multi-Agent Orchestration with Local LLMs,doi,10.5281/zenodo.18786200,canonical,search:doi:10.5281/zenodo.18786200
doi:10.5281/zenodo.18788706,,A User Sovereign Multi Agent Framework for Verifiable Knowledge Production and Intellectual Asset Ownership in the AI Era,doi,10.5281/zenodo.18788706,canonical,search:doi:10.5281/zenodo.18788706
doi:10.5281/zenodo.18806750,,Runtime Decision Auditability for Trustworthy Multi-Agent LLM Systems: Deterministic Stakeholder Explanation by Architectural Design,doi,10.5281/zenodo.18806750,canonical,search:doi:10.5281/zenodo.18806750
doi:10.5281/zenodo.18811285,,Emergent Proxy Takeover in Multi-LLM Chains: Empirical Evidence of Rapid Provenance Contamination and Mitigation Frameworks 멀티 LLM 체인에서의 신흥 역할 대리 현상: 급속한 계보 오염의 실증적 증거 및 완화 프레임워크,doi,10.5281/zenodo.18811285,canonical,search:doi:10.5281/zenodo.18811285
doi:10.5281/zenodo.18812888,,Continuous Evaluation & Observability for Enterprise AI Agents: A Unified Framework for LLM and ML Systems,doi,10.5281/zenodo.18812888,canonical,search:doi:10.5281/zenodo.18812888
doi:10.5281/zenodo.18831926,,Collaborative Multi-Model Cognition as Emergent Collective Intelligence: A Mixture-of-Agents Architecture for Constitutional Governance of Hybrid LLM Populations,doi,10.5281/zenodo.18831926,canonical,search:doi:10.5281/zenodo.18831926
doi:10.5281/zenodo.18856327,,SYNTAGMA-C: A Sovereign Reasoning Architecture for High-Stakes LLM Deployment,doi,10.5281/zenodo.18856327,canonical,search:doi:10.5281/zenodo.18856327
doi:10.5281/zenodo.18877897,,"AGI A Concrete Persistent-World, Skill-Compiling, Causally-Grounded Architecture Beyond Transformer LLMs",doi,10.5281/zenodo.18877897,canonical,search:doi:10.5281/zenodo.18877897
doi:10.5281/zenodo.18881154,,AI-to-AI Diplomacy: Why LLM-Only Negotiation Fails Under Zero Trust and How SLE-Governed Systems Enable Proof-Carrying Compacts,doi,10.5281/zenodo.18881154,canonical,search:doi:10.5281/zenodo.18881154
doi:10.5281/zenodo.18902320,,Algorithmic Cowardice: Cognitive Dissonance and Moral Conformity in Multi-Agent LLM Interactions,doi,10.5281/zenodo.18902320,canonical,search:doi:10.5281/zenodo.18902320
doi:10.5281/zenodo.18908860,,"Multi-AI/Agent Verification Synthesis/Networks: Invariant Core Directives, Human Governance, & the Case for Constraint-First Scientific AI",doi,10.5281/zenodo.18908860,canonical,search:doi:10.5281/zenodo.18908860
doi:10.5281/zenodo.18908980,,Evolution of Agentic Artificial Intelligence: From Classical Intelligent Agents to LLM-Based Autonomous Systems,doi,10.5281/zenodo.18908980,canonical,search:doi:10.5281/zenodo.18908980
doi:10.5281/zenodo.18913935,,Codette: A Sovereign Modular Cognitive Architecture for Ethical Multi-Agent AI,doi,10.5281/zenodo.18913935,canonical,search:doi:10.5281/zenodo.18913935
doi:10.5281/zenodo.18924281,,"Agentic Fraud as Extended Phenotype: ScamAgent, Parasitic Spontaneous Order, and the Evolutionary Logic of LLM-Mediated Deception",doi,10.5281/zenodo.18924281,canonical,search:doi:10.5281/zenodo.18924281
doi:10.5281/zenodo.18997887,,Disagreement Is All You Need: Adversarial Multi-Agent Deliberation with Three-Loop Reinforcement Learning,doi,10.5281/zenodo.18997887,canonical,search:doi:10.5281/zenodo.18997887
doi:10.5281/zenodo.18998343,,"GNSSGuard: An LLM-Based Agentic Framework for Real-Time GNSS Threat Intelligence, Attack Classification, and Natural Language Advisory Generation",doi,10.5281/zenodo.18998343,canonical,search:doi:10.5281/zenodo.18998343
doi:10.5281/zenodo.19002746,,Agentic AI Systems for Enterprise Software Automation: A Framework for Autonomous Decision-Making in Multi-Tenant Environments,doi,10.5281/zenodo.19002746,canonical,search:doi:10.5281/zenodo.19002746
doi:10.5281/zenodo.19016746,,Prompt Injection Detection in LLM-Based Security Assistants: A Dataset and Framework,doi,10.5281/zenodo.19016746,canonical,search:doi:10.5281/zenodo.19016746
doi:10.5281/zenodo.19094654,,ContextLab/llm-course: Winter 2026 — First Complete Offering,doi,10.5281/zenodo.19094654,canonical,search:doi:10.5281/zenodo.19094654
doi:10.5281/zenodo.19103615,,Behavioral Drift in Multi-Agent LLM Systems,doi,10.5281/zenodo.19103615,canonical,search:doi:10.5281/zenodo.19103615
doi:10.5281/zenodo.19151332,,Autonomous SOC: A Multi-Agent LLM Architecture for Real-Time Cybersecurity Operations in Resource-Constrained Environments,doi,10.5281/zenodo.19151332,canonical,search:doi:10.5281/zenodo.19151332
doi:10.5281/zenodo.19178803,,The Human Directed AI Era – Lifelong Performance through Clarity and Multi LLM Intelligence,doi,10.5281/zenodo.19178803,canonical,search:doi:10.5281/zenodo.19178803
doi:10.5281/zenodo.19244877,,Memetic Cascade Detection and Symbolic Immunity in Multi-Agent LLM Systems,doi,10.5281/zenodo.19244877,canonical,search:doi:10.5281/zenodo.19244877
doi:10.5281/zenodo.19255339,,LLM-Augmented Academic Administration: A Role-Aware Architecture for Secure College Management,doi,10.5281/zenodo.19255339,canonical,search:doi:10.5281/zenodo.19255339
doi:10.5281/zenodo.19303609,,Are Multi-Agent Coding Frameworks Obsolete?,doi,10.5281/zenodo.19303609,canonical,search:doi:10.5281/zenodo.19303609
doi:10.5281/zenodo.19350758,,Automatic Scaling Mechanism for LLM Multi-Agent Systems: Peristaltic Channel Architecture with Autonomous Decentralization,doi,10.5281/zenodo.19350758,canonical,search:doi:10.5281/zenodo.19350758
doi:10.5281/zenodo.19364461,,An Empirical Benchmark and Security Evaluation of Prompt Injection Attacks in LLM Systems,doi,10.5281/zenodo.19364461,canonical,search:doi:10.5281/zenodo.19364461
doi:10.5281/zenodo.19388883,,"NETJERU ; A Multi-Stage, Multi-Agent Intelligence Analysis Framework with Adversarial Epistemological Controls",doi,10.5281/zenodo.19388883,canonical,search:doi:10.5281/zenodo.19388883
doi:10.5281/zenodo.19394881,,A Multi-Evaluator Behavioural Governance Framework for LLM Agent Deployment,doi,10.5281/zenodo.19394881,canonical,search:doi:10.5281/zenodo.19394881
doi:10.5281/zenodo.19446707,,The Logos Made Code: Orthogonal Probing and the Geometry of LLM Entropy,doi,10.5281/zenodo.19446707,canonical,search:doi:10.5281/zenodo.19446707
doi:10.5281/zenodo.19456399,,Auto DW: An Agentic LLM-Based System for Automated Data Wrangling and Excel Intelligence,doi,10.5281/zenodo.19456399,canonical,search:doi:10.5281/zenodo.19456399
doi:10.5281/zenodo.19464178,,Orthogonal Probing and the Geometry of LLM Entropy: Empirical Evidence for Axis-Rotation Auditing of LLM-Generated Artifacts,doi,10.5281/zenodo.19464178,canonical,search:doi:10.5281/zenodo.19464178
doi:10.5281/zenodo.19477187,,"Governance Effectiveness in Distributed Multi-Agent LLM Systems: Confound Isolation, Diversity Erosion, and the Accidental Governance Effect",doi,10.5281/zenodo.19477187,canonical,search:doi:10.5281/zenodo.19477187
doi:10.5281/zenodo.19491257,,"ASI engagement begins with LLM engagement, Part 1 and Part 2",doi,10.5281/zenodo.19491257,canonical,search:doi:10.5281/zenodo.19491257
doi:10.5281/zenodo.19509465,,Targeted Security Rules Reduce Insecure API Use in LLM Coding Agents: A Multi-Model Study of Positive vs. Prohibition Framing,doi,10.5281/zenodo.19509465,canonical,search:doi:10.5281/zenodo.19509465
doi:10.5281/zenodo.19545651,,Multi-Agent LLM Deliberation on Contested National Identity: A 100-Agent Simulation of the Bob Marley National Hero Debate,doi,10.5281/zenodo.19545651,canonical,search:doi:10.5281/zenodo.19545651
doi:10.5281/zenodo.19563987,,The Maez Architecture: Engineering a Locally Embodied Relational Agent Through Biological Systems Design and Hard Multi-Tenancy,doi,10.5281/zenodo.19563987,canonical,search:doi:10.5281/zenodo.19563987
doi:10.5281/zenodo.19596846,,"Replication Package for the Paper: ""A Multi-Agent Framework with Dynamic Context Querying in Security Defect Detection"".",doi,10.5281/zenodo.19596846,canonical,search:doi:10.5281/zenodo.19596846
doi:10.5281/zenodo.19597158,,"Multi-Agent LLM Systems: Architectures, Coordination, and Evaluation in the Agentic AI Era of 2025",doi,10.5281/zenodo.19597158,canonical,search:doi:10.5281/zenodo.19597158
doi:10.5281/zenodo.19603811,,Provable and Practical Prompt Injection Resilience in Autonomous LLM Agents,doi,10.5281/zenodo.19603811,canonical,search:doi:10.5281/zenodo.19603811
doi:10.5281/zenodo.19603840,,Cognitive Memory for LLM Agents: An Architecture Validated by Three Independent Discoveries,doi,10.5281/zenodo.19603840,canonical,search:doi:10.5281/zenodo.19603840
doi:10.5281/zenodo.19622118,,Diopoiesis: A Self-Designed Adaptive LLM Interaction System for Mental Health Crisis Management — An Autoethnographic Report,doi,10.5281/zenodo.19622118,canonical,search:doi:10.5281/zenodo.19622118
