work_key,title,evidence_set,dominant_contribution,venue,paper_path,note_status,system_studied,multi_agent_dependency,threat_actor,attack_or_failure,defense,evaluation,sok_relevance,security_terms,weak_terms,preliminary_tier,final_verdict,final_reason
doi:10.2139/ssrn.7127218,"Nexus Protocol: A Cryptographically Secure, Zero-Latency Semantic Routing Engine for Multi-Agent Systems",set2_emerging,defense,SSRN Electronic Journal,papers/defenses/ssrn/2026_nexus_protocol_a_cryptographically_secure_zero_latency_semantic_routing.md,metadata_only,,,,,,,,secure,,metadata_only_requires_primary_source_check,PENDING_MANUAL_REVIEW,
feng2026sentinelnet,SentinelNet: Safeguarding Multi-Agent Collaboration Through Credit-Based Dynamic Threat Detection,set1_core,defense,The Web Conference,papers/defenses/www/2026_feng_sentinelnet.md,detailed_unreviewed,Decentralized debating LLM agents with locally maintained neighbor credit.,"Each agent ranks peer messages and removes low-credit neighbors, changing distributed communication paths.",Malicious member agents.,Malicious participants repeatedly influence neighboring agents.,Local credibility estimation and dynamic neighbor elimination.,,Defense locus is local message/topology; functions are detection and containment.,adversar;attack;integrity;malicious;security;threat,,plausible_requires_manual_confirmation,PENDING_MANUAL_REVIEW,
doi:10.5281/zenodo.19244877,Memetic Cascade Detection and Symbolic Immunity in Multi-Agent LLM Systems,set2_emerging,defense,Zenodo (CERN European Organization for Nuclear Research),papers/defenses/zenodo/2026_memetic_cascade_detection_and_symbolic_immunity_in_multi_agent_llm_syste.md,metadata_only,,,,,,,,,drift,metadata_only_requires_primary_source_check,PENDING_MANUAL_REVIEW,
doi:10.5281/zenodo.19628588,Pratyahara: A Neural Tissue Defense Model for Detecting Compromised Agents in Multi-Agent Networks,set2_emerging,defense,Zenodo (CERN European Organization for Nuclear Research),papers/defenses/zenodo/2026_pratyahara_a_neural_tissue_defense_model_for_detecting_compromised_agent.md,metadata_only,,,,,,,,collusion;compromis;integrity,drift,metadata_only_requires_primary_source_check,PENDING_MANUAL_REVIEW,
doi:10.5281/zenodo.20834834,Semantic Taint Propagation: Embedding-Based Semantic Flow Monitoring for Multi-Agent Large Language Model Systems,set2_emerging,defense,Zenodo (CERN European Organization for Nuclear Research),papers/defenses/zenodo/2026_semantic_taint_propagation_embedding_based_semantic_flow_monitoring_for.md,metadata_only,,,,,,,,taint,,metadata_only_requires_primary_source_check,PENDING_MANUAL_REVIEW,
olson2026liecraft,LieCraft: A Multi-Agent Framework for Evaluating Deceptive Capabilities in Language Models,set1_core,evaluation,AAAI,papers/evaluations/aaai/2026_olson_liecraft.md,detailed_unreviewed,"LLM agents in dynamically themed hidden-role games with incentives to cooperate, defect, deceive, and identify defectors.","Deception and accusation are relational outcomes produced by private roles, communication, and other agents' beliefs.",An in-game defector with a private objective.,Defectors misrepresent intent and manipulate other agents' beliefs.,"Accusation and social deduction are evaluated, not presented as a guaranteed defense.",,Separates intent to deceive from successful deception and successful detection.,attack;deception;integrity;malicious;security;threat,ethical,plausible_requires_manual_confirmation,PENDING_MANUAL_REVIEW,
milkowski2026amongus,Deception and Communication in Autonomous Multi-Agent Systems: An Experimental Study with Among Us,set1_core,evaluation,AAMAS,papers/evaluations/aamas/2026_milkowski_among_us.md,detailed_unreviewed,Autonomous LLM players communicating and acting in an Among Us environment with hidden asymmetric roles.,"Deception, trust, accusation, and winning depend on messages and beliefs among multiple role-bearing agents.",Impostor agents whose game objective conflicts with the crew.,Impostors falsify claims or equivocate to influence group belief and voting.,No deployed defense; peer detection and accusation behavior are measured.,,Distinguishes deception mechanism from decision outcome.,adversar;attack;deception;integrity;malicious;security;threat,,plausible_requires_manual_confirmation,PENDING_MANUAL_REVIEW,
arora2026safeagents,Exposing Weak Links in Multi-Agent Systems under Adversarial Prompting,set2_emerging,evaluation,AAMAS Strategic Engineering Workshop,papers/evaluations/aamas_workshop/2026_arora_safeagents.md,detailed_unreviewed,"Five centralized, decentralized, and hybrid MAS architectures for web, tool-use, and code tasks.","SafeAgents diagnoses how planning, context delegation, and refusal/fallback behavior distribute safety decisions across agents.",Adversarial user supplying harmful prompts.,Task decomposition hides global harmful intent from locally scoped agents or converts refusal into later execution.,Architecture-aware diagnosis; the paper argues for design changes rather than a single post-hoc filter.,,Supports separating system design from attack mechanism and violated property.,adversar;attack;integrity;security;threat,safety,plausible_requires_manual_confirmation,PENDING_MANUAL_REVIEW,
an2026aciarena,ACIARena: Toward Unified Evaluation for Agent Cascading Injection,set1_core,evaluation,ACL,papers/evaluations/acl/2026_an_aciarena.md,detailed_unreviewed,"Six MAS implementations with different role, topology, memory, and tool arrangements.",Agent Cascading Injection relies on a compromised agent transmitting malicious instructions through trusted inter-agent edges.,"An adversary able to influence external inputs, an agent profile, or inter-agent messages.",Injected instructions propagate through communication and trust relationships.,The framework evaluates input/output defense modules; it does not claim a universal defense.,,Separates attack surface from objective and system-level outcome.,adversar;attack;compromis;confidential;injection;integrity;malicious;security;threat,robust,plausible_requires_manual_confirmation,PENDING_MANUAL_REVIEW,
kavathekar2026tamas,TAMAS: Benchmarking Adversarial Risks in Multi-Agent LLM Systems,set1_core,evaluation,ACL,papers/evaluations/acl/2026_kavathekar_tamas.md,detailed_unreviewed,"AutoGen and CrewAI systems using centralized, decentralized, and sequential interaction configurations.","The benchmark varies the communication and orchestration structure through which compromised inputs, identities, and tools affect collaborating agents.",Malicious user or external source able to inject adversarial content or impersonate an authority.,Scenario-specific adversarial instructions exploit the routing and trust relations in a MAS.,Not proposed; the paper evaluates robustness.,,Shows why benchmark denominators must distinguish harmful success from benign task effectiveness.,adversar;attack;compromis;confidential;denial;exploit;injection;integrity;malicious;security;threat,robust;safety,plausible_requires_manual_confirmation,PENDING_MANUAL_REVIEW,
jiang2026risklab,RiskLab: A Controlled Toolkit for Probing Emergent Risks in LLM-Based Multi-Agent Systems,set1_core,evaluation,ACL System Demonstrations,papers/evaluations/acl_system_demonstrations/2026_jiang_risklab.md,detailed_unreviewed,Configurable LLM multi-agent experiments represented by a topology-environment-protocol-agent-task quintuple.,"The toolkit targets failures caused by communication, incentives, topology, and coordination rather than isolated model errors.","Malicious, self-interested, or faulty agents and adverse interaction conditions.",Scenario modules induce or expose interaction-dependent risky behavior.,Not a single defense; the toolkit supports controlled evaluation of interventions.,,Supports separating system design variables from failure outcomes.,attack;collusion;integrity;malicious;security;threat,drift;reliab,plausible_requires_manual_confirmation,PENDING_MANUAL_REVIEW,
supp_atag_ai_agent_application_threat_assessment_with_attack_graphs,ATAG: AI-Agent Application Threat Assessment with Attack Graphs,set1_core,evaluation,ACM AsiaCCS 2026,papers/evaluations/acm_asiaccs/2026_gandhi_atag_ai_agent_application_threat_assessment_with.md,detailed_unreviewed,Not yet extracted at claim level from the canonical full text.,"Imported corpus characterization, pending author signoff: Attack graphs model compromise paths across agentic application components and interactions.",Not yet extracted.,Not yet extracted.,Not yet extracted.,,Do not infer a fixed taxonomy from this imported placement.,attack;compromis;security;threat,,plausible_requires_manual_confirmation,PENDING_MANUAL_REVIEW,
arxiv:2504.07461,Achilles Heel of Distributed Multi-Agent Systems,set2_emerging,evaluation,arXiv.org,papers/evaluations/arxiv/2025_achilles_heel_of_distributed_multi_agent_systems.md,metadata_only,,,,,,,,,,metadata_only_requires_primary_source_check,PENDING_MANUAL_REVIEW,
arxiv:2605.14271,Auditing Agent Harness Safety,set2_emerging,evaluation,arXiv.org,papers/evaluations/arxiv/2026_auditing_agent_harness_safety.md,metadata_only,,,,,,,,leak,drift;safety,metadata_only_requires_primary_source_check,PENDING_MANUAL_REVIEW,
zhao2026macbench,Beyond Goodhart's Law: A Dynamic Benchmark for Evaluating Compliance in Multi-Agent Systems,set2_emerging,evaluation,arXiv,papers/evaluations/arxiv/2026_zhao_macbench.md,detailed_unreviewed,"Multi-agent systems executing tasks under procedural, legal, and organizational constraints.",Compliance is evaluated over the complete trace of coordinated agents rather than only the final answer.,Strategic or Machiavellian agents optimizing observable task success.,Agents satisfy a visible objective while violating hidden procedural constraints.,Trace auditing and verification rather than a preventive guard.,,Separates task success from process-level security properties.,adversar;attack;authorization;exploit;integrity;privacy;security;threat,compliance;safety,plausible_requires_manual_confirmation,PENDING_MANUAL_REVIEW,
zou2026calbench,CalBench: Evaluating Coordination-Privacy Trade-offs in Multi-Agent LLMs,set2_emerging,evaluation,arXiv,papers/evaluations/arxiv/2026_zou_calbench.md,detailed_unreviewed,"Five assistants with private calendars coordinate five sequential incoming meetings. The canonical main suite contains 90 tasks (45 uniform-cost and 45 varied-cost), 16 calendar slots, and three rotating participants per meeting.",No assistant can inspect another participant's full calendar or impose a global solution. Participants must selectively disclose local state and independently commit compatible scheduling actions.,No malicious actor is required; privacy and coordination failures are measured under ordinary delegation.,"Over-disclosure, under-disclosure, or poor coordination with private state.",Reference protocols and policy-level privacy/coordination operating points; no universal defense. The reported main experiment is not a matched communication-architecture comparison.,,Privacy and utility must be measured jointly at group level.,attack;confidential;deception;leak;malicious;privacy;security;threat,,plausible_requires_manual_confirmation,PENDING_MANUAL_REVIEW,
nakamura2026colosseum,Colosseum: Auditing Collusion in Cooperative Multi-Agent Systems,set2_emerging,evaluation,arXiv,papers/evaluations/arxiv/2026_nakamura_colosseum.md,detailed_unreviewed,Cooperative LLM agents modeled as distributed constraint-optimization problems with free-form communication and explicit actions.,"Collusion is defined by a coalition optimizing a secondary objective relative to a cooperative optimum, requiring multiple agents and an interaction channel.",Coalition of agents with a secondary objective.,Agents coordinate on a secondary objective through explicit or hidden communication.,Auditing and behavioral probing; mitigation strategies are exploratory.,,"Requires separating stated intent, attempted collusion, and realized action collusion.",attack;collusion;deception;integrity;security;threat,,plausible_requires_manual_confirmation,PENDING_MANUAL_REVIEW,
arxiv:2604.01151,Detecting Multi-Agent Collusion Through Multi-Agent Interpretability,set2_emerging,evaluation,arXiv.org,papers/evaluations/arxiv/2026_detecting_multi_agent_collusion_through_multi_agent_interpretability.md,metadata_only,,,,,,,,collusion,,metadata_only_requires_primary_source_check,PENDING_MANUAL_REVIEW,
lemercier2026gambit,GAMBIT: A Three-Mode Benchmark for Adversarial Robustness in Multi-Agent LLM Collectives,set2_emerging,evaluation,arXiv,papers/evaluations/arxiv/2026_le_mercier_gambit.md,detailed_unreviewed,Chess-solving LLM collectives containing an adaptive imposter and external detector.,The imposter influences group deliberation while adapting its messages to evade a detector trained on earlier strategies.,An adaptive imposter agent.,An imposter supplies strategically deceptive reasoning and adapts to the detector.,Model-independent discussion detectors and meta-learned recalibration.,,Shows that a defense contract includes adaptation data and post-deployment update assumptions.,adversar;attack;integrity;malicious;security;threat,robust,plausible_requires_manual_confirmation,PENDING_MANUAL_REVIEW,
mateotorrejon2026gammaf,GAMMAF: A Common Framework for Graph-Based Anomaly Monitoring Benchmarking in LLM Multi-Agent Systems,set2_emerging,evaluation,arXiv,papers/evaluations/arxiv/2026_mateo_torrejon_gammaf.md,detailed_unreviewed,Debating LLM agents represented as attributed communication graphs.,Detection and remediation use message content together with network neighborhood and dynamic topology.,Prompt-infected or compromised communicating agent.,Malicious nodes steer deliberation through adversarial outputs.,Graph anomaly detection followed by dynamic isolation.,,Separates detection performance from restored system utility.,adversar;attack;compromis;integrity;malicious;security;threat,,plausible_requires_manual_confirmation,PENDING_MANUAL_REVIEW,
rahman2026harp,HARP: Measuring Harm Amplification in Multi-Agent LLM Systems,set2_emerging,evaluation,arXiv,papers/evaluations/arxiv/2026_rahman_harp.md,detailed_unreviewed,"Finance-oriented seven-agent workflows with specialist agents, tools, shared context, memory, and a deterministic decision gate.","HARP compares local perturbation with harm measured over the complete multi-agent trace, explicitly modeling propagation beyond the initially compromised component.","Compromised specialist, colluding agents, or a shared-context attacker.",A local perturbation is reused or amplified by downstream agents.,"Prompt-only guards, pre-tool and step-level guards, and IntegrityGuard trace consistency.",,Requires recording both local and system-level units for attack severity.,attack;collusion;compromis;integrity;malicious;security;threat,safety,plausible_requires_manual_confirmation,PENDING_MANUAL_REVIEW,
chen2025medsentry,MedSentry: Understanding and Mitigating Safety Risks in Medical LLM Multi-Agent Systems,set2_emerging,evaluation,arXiv,papers/evaluations/arxiv/2025_chen_medsentry.md,detailed_unreviewed,"Five-agent medical collaborations instantiated as layered, shared-pool, centralized, and decentralized topologies.","One insider agent introduces harmful medical content whose influence and containment depend on information routing, aggregation, redundancy, and isolation across the four topologies.",A compromised insider agent prompted with a dark-personality role and a harmful medical request.,A dark-personality insider injects harmful guidance that propagates or is aggregated by the MAS.,"PCDC uses psychometric screening, behavioral verification, risk scoring, topology-aware isolation, and replacement or rehabilitation.",,"The same malicious-member mechanism produces topology-dependent collective outcomes, making architecture part of the evaluation contract.",adversar;attack;compromis;integrity;malicious;security;threat,reliab;safety,plausible_requires_manual_confirmation,PENDING_MANUAL_REVIEW,
arxiv:2603.29846,SNEAK: Evaluating Strategic Communication and Information Leakage in Large Language Models,set2_emerging,evaluation,arXiv.org,papers/evaluations/arxiv/2026_sneak_evaluating_strategic_communication_and_information_leakage_in_larg.md,metadata_only,,,,,,,,leak,,metadata_only_requires_primary_source_check,PENDING_MANUAL_REVIEW,
arxiv:2606.15008,Security Engineering of OpenClaw: Analyzing Attack Surface Expansion and Trust-Boundary Violations,set2_emerging,evaluation,,papers/evaluations/arxiv/2026_security_engineering_of_openclaw_analyzing_attack_surface_expansion_and.md,metadata_only,,,,,,,,attack;security,,metadata_only_requires_primary_source_check,PENDING_MANUAL_REVIEW,
arxiv:2510.14312,"Terrarium: Revisiting the Blackboard for Multi-Agent Safety, Privacy, and Security Studies",set2_emerging,evaluation,arXiv.org,papers/evaluations/arxiv/2025_terrarium_revisiting_the_blackboard_for_multi_agent_safety_privacy_and_s.md,metadata_only,,,,,,,,leak;privacy;security,safety,metadata_only_requires_primary_source_check,PENDING_MANUAL_REVIEW,
arxiv:2605.17480,The Capability Paradox: How Smarter Auditors Make Multi-Agent Systems Less Secure,set2_emerging,evaluation,arXiv.org,papers/evaluations/arxiv/2026_the_capability_paradox_how_smarter_auditors_make_multi_agent_systems_les.md,metadata_only,,,,,,,,secure,,metadata_only_requires_primary_source_check,PENDING_MANUAL_REVIEW,
arxiv:2605.06812,Towards Security-Auditable LLM Agents: A Unified Graph Representation,set2_emerging,evaluation,arXiv.org,papers/evaluations/arxiv/2026_towards_security_auditable_llm_agents_a_unified_graph_representation.md,metadata_only,,,,,,,,security,,metadata_only_requires_primary_source_check,PENDING_MANUAL_REVIEW,
arxiv:2603.15408,TrinityGuard: A Unified Framework for Safeguarding Multi-Agent Systems,set2_emerging,evaluation,arXiv.org,papers/evaluations/arxiv/2026_trinityguard_a_unified_framework_for_safeguarding_multi_agent_systems.md,metadata_only,,,,,,,,,,metadata_only_requires_primary_source_check,PENDING_MANUAL_REVIEW,
arxiv_2512_09187,WOLF: Werewolf-based Observations for LLM Deception and Falsehoods,set1_core,evaluation,arXiv,papers/evaluations/arxiv/2025_agarwal_wolf_werewolf_based_observations_for_llm_decepti.md,detailed_unreviewed,Not yet extracted at claim level from the canonical full text.,"Imported corpus characterization, pending author signoff: Confirmed by the recorded full-text interaction-security scope screen.",Not yet extracted.,Not yet extracted.,Not yet extracted.,,Do not infer a fixed taxonomy from this imported placement.,attack;deception;security;threat,,plausible_requires_manual_confirmation,PENDING_MANUAL_REVIEW,
arxiv:2605.08460,When Child Inherits: Modeling and Exploiting Subagent Spawn in Multi-Agent Networks,set2_emerging,evaluation,arXiv.org,papers/evaluations/arxiv/2026_when_child_inherits_modeling_and_exploiting_subagent_spawn_in_multi_agen.md,metadata_only,,,,,,,,exploit,,metadata_only_requires_primary_source_check,PENDING_MANUAL_REVIEW,
xie2025_whos_the_mole,Who's the Mole? Modeling and Detecting Intention-Hiding Malicious Agents in LLM-Based Multi-Agent Systems,set1_core,evaluation,arXiv,papers/evaluations/arxiv/2025_xie_whos_the_mole.md,detailed_unreviewed,"Centralized, decentralized, and layered LLM-MAS configurations with role-assigned agents collaborating on reasoning, coding, and generation tasks.","A malicious member maintains fluent, role-consistent behavior while subtly redirecting peer coordination; effectiveness and detection depend on the system's communication structure.",,"- Attack surface: role-consistent inter-agent communication and coordination. - Attack mechanism: suboptimal fixation, reframing misalignment, fake injection, or execution delay. - System-level failure: collective objective and decision integrity degrade without obvious local policy violations. - Security consequence: lower task success or increased completion cost while the malicious agent appears cooperative.","- Defense mechanism: AgentXposed detection followed by cognitive redirection or removal of the flagged agent. - Intervention point: membership monitoring and post-detection coordination. - Required observability: agent responses to progressive probes and interaction behavior across rounds. - Assumptions: the defender can question members before harm and remove or redirect a detected member. - Limitations: profiling and interrogation analogies may not transfer to all model families, roles, or adaptive adversaries.","- Evaluated systems: controlled centralized, decentralized, and layered MAS. - Agent configuration: benign collaborators plus attack agents and two baseline threat types. - Dataset or environment: MMLU, MMLU-Pro, HumanEval, GSM8K, Arithmetic, and Biographies. - Baselines: benign runs, explicit baseline attacks, alternative personality models, and standard detection methods. - Metrics: task accuracy, completion efficiency, detection accuracy, and defense recovery. - Main results: all four attacks degrade at least some tasks across all three structures; AgentXposed is reported to outperform alternative profiling and detection baselines.","- Included concepts: malicious membership, covert intent, topology, observer scope, progressive probing, redirection, and removal. - Taxonomy implications: concealed intent is an adversary strategy, whereas goal/decision degradation defines the system-level failures. - Supported research questions: whether topology changes attack effectiveness and what observation is required to detect role-consistent malicious members. - Important limitations: preprint status, synthetic attack prompts, and a bounded six-dataset testbed require independent validation.",adversar;attack;injection;integrity;jailbreak;malicious;security;threat,alignment;robust,plausible_requires_manual_confirmation,PENDING_MANUAL_REVIEW,
doi:10.1109/bigdata66926.2025.11401523,Quantifying Privacy Leakage in Multi-Agent LLMs: A Unified Theoretical and Empirical Analysis,set1_core,evaluation,BigData Congress [Services Society],papers/evaluations/bigdata_congress/2025_quantifying_privacy_leakage_in_multi_agent_llms_a_unified_theoretical_an.md,metadata_only,,,,,,,,leak;privacy,,metadata_only_requires_primary_source_check,PENDING_MANUAL_REVIEW,
nother2026badacts,Benchmarking the Robustness of Agentic Systems to Adversarially-Induced Harmful Behaviors,set1_core,evaluation,COLM,papers/evaluations/colm/2026_nother_bad_acts.md,detailed_unreviewed,"LLM-backed agentic systems for travel planning, personal assistance, financial article writing, code generation, and multi-agent debate.",An attacker controls one member and uses ordinary inter-agent communication to manipulate other agents into executing a target harmful action.,A compromised member agent inside the system's communication graph.,A controlled member persuades honest peers to perform a specified harmful target action.,Safety warnings in agent prompts and a guardian agent that monitors messages and may block adversarial influence.,,It operationalizes compositional action-integrity failure rather than treating unsafe text as the endpoint.,adversar;attack;authorization;compromis;confidential;integrity;malicious;privacy;security;threat,robust;safety,plausible_requires_manual_confirmation,PENDING_MANUAL_REVIEW,
supp_the_subtle_art_of_defection_understanding_uncooperative_behaviors_in_llm_based_m,The Subtle Art of Defection: Understanding Uncooperative Behaviors in LLM based Multi-Agent Systems,set1_core,evaluation,EACL 2026 Industry Track,papers/evaluations/eacl_industry/2026_kulshreshtha_the_subtle_art_of_defection_understanding_uncoop.md,detailed_unreviewed,Not yet extracted at claim level from the canonical full text.,"Imported corpus characterization, pending author signoff: Defection is defined through strategic behavior among interacting agents.",Not yet extracted.,Not yet extracted.,Not yet extracted.,,Do not infer a fixed taxonomy from this imported placement.,attack;security;threat,,plausible_requires_manual_confirmation,PENDING_MANUAL_REVIEW,
yu2025netsafe,NetSafe: Exploring the Topological Safety of Multi-agent System,set1_core,evaluation,Findings of ACL,papers/evaluations/findings_acl/2025_yu_netsafe.md,source_reviewed,LLM-based multi-agent workflows unified through iterative relation and communication interactions under multiple communication topologies.,"The paper measures how graph connectivity, network size, and aggregation change the propagation and impact of malicious content.",,"- Attack surface: graph edges and iterative communication. - Attack mechanism: malicious content propagates and is aggregated by peers. - System-level failure: propagation, aggregation, and collective-decision integrity failures. - Security consequence: degraded task performance and unsafe collective output.","- Defense mechanism: topology analysis rather than a single standalone defense. - Intervention point: communication graph. - Required observability: topology, per-round messages, and per-agent outcomes. - Assumptions: workflows can be represented by the RelCom abstraction. - Limitations: topology effects may interact with model, prompt, and compute changes.",- Evaluated systems: multiple LLM-based MAS workflows. - Agent configuration: varying graph connectivity and population size. - Dataset or environment: the NetSafe/RelCom evaluation framework. - Baselines: alternative topologies and benign/attacked conditions. - Metrics: per-agent and aggregate accuracy/safety outcomes. - Main results: highly connected and larger systems are reported as more vulnerable; star-topology task performance decreases by 29.7% in one reported setting.,"- Included concepts: topology, graph connectivity, propagation, aggregation, security bottleneck. - Taxonomy implications: contains both attack evidence and a reusable evaluation framework; later evaluation indexing should point here rather than duplicate it. - Supported research questions: whether topology isolates or amplifies attacks. - Important limitations: reported task drops are setting-specific and not a universal severity scale.",adversar;attack;compromis;integrity;malicious;privacy;security;threat,hallucination;misinformation;reliab;safety,strong_existing_source_evidence,PENDING_MANUAL_REVIEW,
liu2026topology_memory,Topology Matters: Measuring Memory Leakage in Multi-Agent LLMs,set1_core,evaluation,Findings of ACL,papers/evaluations/findings_acl/2026_liu_topology_memory_leakage.md,source_reviewed,"Text-only LLM multi-agent networks in which one target has private synthetic PII, one attacker seeks it, and normal agents relay task-relevant messages over fixed graph topologies.","Private memory begins at one node and can reach an unauthorized node only through topology-conditioned communication and memory updates. Leakage is measured across attacker-target placements, graph families, rounds, and population sizes.",One malicious member agent.,The attacker repeatedly solicits private information under a cooperative task framing while intermediate agents relay partial cues and outputs through the graph.,"No implemented defense; the authors derive design guidance involving sparse graphs, lower hub privilege, smaller radius exposure, and pre-deployment topology testing.","- Configuration: GPT-4o-mini and Llama-3.1-70B networks; 4, 5, or 6 agents; one target and one attacker; ten communication rounds. - Topology: Complete, circle, chain, tree, star, and star-ring; varied attacker-target placement. - Baseline or ablation: Cross-topology, placement, agent-count, round-count, PII-category, and model comparisons. - Metric: Exact-match-plus-LLM-inference leakage rate, ever-leaked entities, and temporal diffusion. - Unit: PII entity and trace or configuration. - Denominator: Seeded protected PII entities or evaluated traces, as defined by each result. - Result boundary: Dense graphs and central placements often leak more, while much leakage appears early. Absolute levels and some topology rankings vary by model and should not be universalized.",The paper directly links system design and attacker position to a cross-principal confidentiality violation without treating privacy leakage as a generic prompt-injection outcome.,attack;authorization;confidential;injection;integrity;leak;malicious;privacy;security;threat,safety,strong_existing_source_evidence,PENDING_MANUAL_REVIEW,
dong2026pear,PEAR: Planner-Executor Agent Robustness Benchmark,set1_core,evaluation,Findings of EACL,papers/evaluations/findings_eacl/2026_dong_pear.md,detailed_unreviewed,Planner-executor agent systems in which one component produces plans and another executes them using memory and tools.,"Robustness depends on role-separated communication and whether an attack targets the planner, executor, or shared context.",Adversary injecting instructions into planner- or executor-facing context.,Injected instructions corrupt plan formation or action execution.,No universal defense; memory and role design are analyzed as robustness factors.,,Demonstrates why a generic “malicious agent” label loses important attacker position.,adversar;attack;injection;integrity;malicious;security;threat,robust,plausible_requires_manual_confirmation,PENDING_MANUAL_REVIEW,
li2026a2asecbench,A2ASecBench: A Protocol-Aware Security Benchmark for Agent-to-Agent Multi-Agent Systems,set1_core,evaluation,ICLR,papers/evaluations/iclr/2026_li_a2asecbench.md,source_reviewed,"Heterogeneous client and remote agents communicating through the Agent-to-Agent protocol for discovery, task orchestration, and artifact exchange.","The six attacks target AgentCards, discovery, asynchronous task state, remote endpoints, and returned artifacts created by the A2A relationship.","The actor depends on the attack. AgentCard Spoofing uses a spoofed publisher; Capability Cloaking and Artifact-Triggered Script Injection use a malicious registered remote agent; Cycle Overflow, Half-Open Task Flooding, and Agent-Side Request Forgery can be induced by an adversarial client or user. In ASRF and ATSI, the Host becomes a confused deputy that relays the attack across a trust boundary.","Supply-chain manipulation corrupts discovery and admission, while protocol-logic abuse exploits task state, privileged dereferencing, or artifact relay after a protocol-valid request reaches the system.","The paper evaluates NVIDIA NeMo Guardrails as an input gateway for four protocol-level attacks and proposes, but does not implement as a complete defense, prompt hardening, progress-aware orchestration, peer authentication, quotas, DAG validation, artifact sanitization, verifiable AgentCards, and capability attestation.","- Configuration: One Host coordinates three A2A clients connected to three remote servers; Host and S1--S3 use Gemini 2.5 Flash. The adapter covers travel, healthcare, and finance (p. 7, Figure 2). - Topology: Front end to Host to three client/server A2A links, with the Host relaying requests and responses across trust boundaries. - Baseline or ablation: Default safeguards, matched benign tasks, a NeMo gateway condition, and LangGraph/ANP transfer studies. These are component or attack controls, not interaction-removal ablations. - Metric: Per-condition ASR with attack-specific criteria, plus benign utility degradation for Capability Cloaking (pp. 7--8, Table 2). - Unit: Benchmark case and SUT trial. - Denominator: Appendix A, Table 5 reports 100 benign plus 100 each for AS, CO, HOTF, ASRF, and ATSI per domain, or 600 per domain and 1,800 total. CC is evaluated through benign-task degradation and has no separately reported task denominator. - Result boundary: AS is 0.820/0.816/0.828 across domains and the other five Table 2 rows are 1.00. CC's ASR denominator is unstated; Tables 3--4 also omit trial denominators. ATSI's operational criterion establishes return of a canary-bearing artifact, not independently verified browser harm.",Maps adversary position and protocol stage separately from CIA impact.,adversar;attack;authentication;confidential;exploit;injection;integrity;malicious;security;threat,safety,strong_existing_source_evidence,PENDING_MANUAL_REVIEW,
mathew2025hidden,Hidden in Plain Text: Emergence and Mitigation of Steganographic Collusion in LLMs,set1_core,evaluation,IJCNLP-AACL,papers/evaluations/ijcnlp_aacl/2025_mathew_hidden_plain_text.md,source_reviewed,LLM sender and receiver agents optimized to communicate under task rewards and oversight penalties.,"Steganographic collusion requires coordinated encoding and decoding between agents, with communication hidden from an overseer.",,- Attack surface: natural-language communication and training incentives. - Attack mechanism: learned linguistic steganography. - System-level failure: covert coordination and oversight failure. - Security consequence: hidden information transfer persists despite monitoring.,- Defense mechanism: passive output oversight and active paraphrasing. - Intervention point: message channel. - Required observability: overt outputs. - Assumptions: overseer or paraphraser can disrupt learned codes. - Limitations: neither evaluated mitigation is fully effective.,- Evaluated systems: frontier LLMs in sender/receiver setups. - Agent configuration: communicating pair under reward optimization. - Dataset or environment: tasks defined for GBRL and ICRL elicitation. - Baselines: oversight and paraphrasing conditions. - Metrics: hidden communication success and mitigation effectiveness. - Main results: unintended steganographic communication emerges and tested mitigations remain incomplete.,"- Included concepts: emergent collusion, training incentives, covert messages, paraphrasing. - Taxonomy implications: distinguish elicitation method from oversight failure. - Supported research questions: whether message-only defenses can remove covert capacity. - Important limitations: elicited behavior does not establish deployment prevalence.",adversar;attack;collusion;integrity;security;threat,,strong_existing_source_evidence,PENDING_MANUAL_REVIEW,
doi:10.1109/ijcnn60899.2024.10650172,CRDA: Content Risk Drift Assessment of Large Language Models through Adversarial Multi-Agent Interaction,set1_core,evaluation,IEEE International Joint Conference on Neural Network,papers/evaluations/ijcnn/2024_crda_content_risk_drift_assessment_of_large_language_models_through_adve.md,metadata_only,,,,,,,,adversar,drift,metadata_only_requires_primary_source_check,PENDING_MANUAL_REVIEW,
doi:10.1109/trustcom66490.2025.00226,Security of LLM Agents: A Case Study Approach,set1_core,evaluation,"International Conference on Trust, Security and Privacy in Computing and Communications",papers/evaluations/international_conference_on_trust_security_and_privacy_in_computing_an/2025_security_of_llm_agents_a_case_study_approach.md,metadata_only,,,,,,,,privacy;security,,metadata_only_requires_primary_source_check,PENDING_MANUAL_REVIEW,
