work_key,canonical_paper_id,title,publication_date,year,venue,doi,arxiv_id,primary_url,current_primary_category,recommended_primary_category,secondary_roles,category_review_status,decision,decision_source,rationale,reviewer,reviewed_at,human_signoff_required,route_types,route_ids,source_paths,broad_role,role_source,role_status
doi:10.59324/ejaset.2026.4(2).16,,Orchestration and Verification of Agentic AI Systems: A Survey of Multi-Agent Collaboration and Safety,2026-04-13,2026,"European Journal of Applied Science, Engineering and Technology",10.59324/ejaset.2026.4(2).16,,,,,,,secondary,search:doi:10.59324/ejaset.2026.4(2).16,No attack-family query hit and no canonical attack record.,,,yes,search,search:doi:10.59324/ejaset.2026.4(2).16,corpus/sets/01_search_catalog/search_catalog.csv,other,title_rule_v2,assistant_derived_pending_author_signoff
zhao2026parasites,zhao2026parasites,Parasites in the Toolchain: A Large-Scale Analysis of Attacks on the MCP Ecosystem,2026,2026,IEEE Symposium on Security and Privacy,10.1109/sp63933.2026.00154,3933.2026,https://doi.org/10.1109/SP63933.2026.00154,attack,attack; measurement; ecosystem evaluation,attack; measurement; ecosystem evaluation,source_reviewed_pending_author_signoff,secondary,canonical:zhao2026parasites,The system is one LLM host composing multiple MCP servers and tools. It is directly relevant to distributed capability composition but does not necessarily contain multiple independently stateful LLM agent cores.,,,yes,canonical,canonical:zhao2026parasites,corpus/final/all_relevant_papers.csv,attack,existing_corpus_role,source_reviewed_or_imported
doi:10.1109/aaiml67890.2026.11498196,,Persona-Driven Feedback Agents for High-Stakes Documents: A Multi-Perspective Evaluation of Global Talent Visa Submissions,2026-03-20,2026,2026 International Conference on Advances in Artificial Intelligence and Machine Learning (AAIML),10.1109/aaiml67890.2026.11498196,,,,,,,secondary,search:doi:10.1109/aaiml67890.2026.11498196,No attack-family query hit and no canonical attack record.,,,yes,search,search:doi:10.1109/aaiml67890.2026.11498196,corpus/sets/01_search_catalog/search_catalog.csv,evaluation,title_rule_v2,assistant_derived_pending_author_signoff
doi:10.21203/rs.3.rs-9460995/v1,,Planning and Evaluation Methods in LLM-Based Autonomous Workflow Systems: A Comprehensive Review,2026-05-09,2026,Research Square,10.21203/rs.3.rs-9460995/v1,,,,,,,secondary,search:doi:10.21203/rs.3.rs-9460995/v1,Parent screening assigned an exclusion decision.,,,yes,search,search:doi:10.21203/rs.3.rs-9460995/v1,corpus/sets/01_search_catalog/search_catalog.csv,evaluation,title_rule_v2,assistant_derived_pending_author_signoff
doi:10.1109/icaace69793.2026.11508786,,PowerReviewer: A Knowledge-Graph Enhanced Multi-Agent Framework for Automated Code Review in Power Grid Systems,2026-03-20,2026,2026 9th International Conference on Advanced Algorithms and Control Engineering (ICAACE),10.1109/icaace69793.2026.11508786,,,,,,,secondary,search:doi:10.1109/icaace69793.2026.11508786,No attack-family query hit and no canonical attack record.,,,yes,search,search:doi:10.1109/icaace69793.2026.11508786,corpus/sets/01_search_catalog/search_catalog.csv,other,title_rule_v2,assistant_derived_pending_author_signoff
doi:10.2139/ssrn.6828838,,"Prompt Injection Attacks Against Clinical LLM Agents Accessing Electronic Health Records: A Survey, Threat Model, Benchmark Specification, and Layered Defense Synthesis",2026-01-01,2026,SSRN Electronic Journal,10.2139/ssrn.6828838,,,,,,,secondary,search:doi:10.2139/ssrn.6828838,Parent screening assigned an exclusion decision.,,,yes,search,search:doi:10.2139/ssrn.6828838,corpus/sets/01_search_catalog/search_catalog.csv,defense,title_rule_v2,assistant_derived_pending_author_signoff
arxiv:2604.19049,,Refute-or-Promote: An Adversarial Stage-Gated Multi-Agent Review Methodology for High-Precision LLM-Assisted Defect Discovery,2026-04-21,2026,arXiv.org,,2604.19049,,,,,,secondary,search:arxiv:2604.19049,No attack-family query hit and no canonical attack record.,,,yes,search,search:arxiv:2604.19049,corpus/sets/01_search_catalog/search_catalog.csv,attack,title_rule_v2,assistant_derived_pending_author_signoff
doi:10.5281/zenodo.20100875,,Requirements Elicitation in the Era of LLMs: A Survey on Large Language Models for Automated and Assisted Requirements Elicitation,2026-05-09,2026,Zenodo (CERN European Organization for Nuclear Research),10.5281/zenodo.20100875,,,,,,,secondary,search:doi:10.5281/zenodo.20100875,Parent screening assigned an exclusion decision.,,,yes,search,search:doi:10.5281/zenodo.20100875,corpus/sets/01_search_catalog/search_catalog.csv,other,title_rule_v2,assistant_derived_pending_author_signoff
darabi2026bioautonomic,darabi2026bioautonomic,Resilience in Ambient Multi-Agent LLMs via Decentralized Bio-Autonomic Control and Immune-Inspired Anomaly Detection,2026,2026,AAAI,10.1609/aaai.v40i44.41065,,https://ojs.aaai.org/index.php/AAAI/article/view/41065,defense,defense,defense,assistant_source_reviewed_pending_author_signoff,secondary,canonical:darabi2026bioautonomic,"The paper mixes fault resilience, anomaly detection, privacy-preserving adaptation, and malicious-agent/control-flow scenarios. The interaction is genuine, but not every evaluated perturbation is adversarial security.",,,yes,broad;canonical;peerfirst;search;targeted;venue,broad:doi:10.1609/aaai.v40i44.41065;canonical:darabi2026bioautonomic;peerfirst:doi:10.1609/aaai.v40i44.41065;search:doi:10.1609/aaai.v40i44.41065;targeted:doi:10.1609/aaai.v40i44.41065;venue:aaai:10_1609_aaai_v40i44_41065,corpus/final/all_relevant_papers.csv;corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv;corpus/sets/03_taxonomy_eligible/taxonomy_candidates.csv,defense,existing_corpus_role,source_reviewed_or_imported
zhou2026resmas,zhou2026resmas,ResMAS: Resilience Optimization in LLM-based Multi-agent Systems,2026,2026,AAAI,10.1609/aaai.v40i41.40824,2601.04694,https://ojs.aaai.org/index.php/AAAI/article/view/40824,defense,defense,defense,assistant_source_reviewed_pending_author_signoff,secondary,canonical:zhou2026resmas,"Primary perturbations are random agent failures and general resilience, not consistently malicious adversaries. It is important design-time robustness evidence but should not be treated as a pure attack-defense paper.",,,yes,broad;canonical;peerfirst;search;targeted;venue,broad:doi:10.1609/aaai.v40i41.40824;canonical:zhou2026resmas;peerfirst:doi:10.1609/aaai.v40i41.40824;search:doi:10.1609/aaai.v40i41.40824;targeted:doi:10.1609/aaai.v40i41.40824;venue:aaai:10_1609_aaai_v40i41_40824,corpus/final/all_relevant_papers.csv;corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv;corpus/sets/03_taxonomy_eligible/taxonomy_candidates.csv,defense,existing_corpus_role,source_reviewed_or_imported
doi:10.1109/mai69289.2026.11543713,,RHLMA: A Role-Hierarchical LLM Multi-Agent Framework for Airborne Software Requirement Review,2026-04-24,2026,Mai,10.1109/mai69289.2026.11543713,,,,,,,secondary,search:doi:10.1109/mai69289.2026.11543713,Parent screening assigned an exclusion decision.,,,yes,search,search:doi:10.1109/mai69289.2026.11543713,corpus/sets/01_search_catalog/search_catalog.csv,other,title_rule_v2,assistant_derived_pending_author_signoff
jiang2026risklab,jiang2026risklab,RiskLab: A Controlled Toolkit for Probing Emergent Risks in LLM-Based Multi-Agent Systems,2026,2026,ACL System Demonstrations,10.18653/v1/2026.acl-demo.17,,https://aclanthology.org/2026.acl-demo.17/,evaluation,system_demo,system demo,assistant_source_reviewed_pending_author_signoff,secondary,canonical:jiang2026risklab,"It probes collusion, resource overreach, drift, and strategic misreporting, but includes broad emergent risk and reliability concerns beyond adversarial security.",,,yes,canonical,canonical:jiang2026risklab,corpus/final/all_relevant_papers.csv,evaluation,existing_corpus_role,source_reviewed_or_imported
doi:10.1016/j.compeleceng.2026.111184,,"Secure autonomous cyber defense with LLM agents: A systematic review of autonomy, tool-augmented reasoning, and governance constraints",2026-04-21,2026,Computers & Electrical Engineering,10.1016/j.compeleceng.2026.111184,,,,,,,secondary,search:doi:10.1016/j.compeleceng.2026.111184,Parent screening assigned an exclusion decision.,,,yes,search,search:doi:10.1016/j.compeleceng.2026.111184,corpus/sets/01_search_catalog/search_catalog.csv,defense,title_rule_v2,assistant_derived_pending_author_signoff
doi:10.2139/ssrn.6340078,,"Securing LLM Powered AI Browsers Against Prompt Injection: A Comprehensive Survey, Threat Taxonomy, and Defense Framework",2026-01-01,2026,SSRN Electronic Journal,10.2139/ssrn.6340078,,,,,,,secondary,search:doi:10.2139/ssrn.6340078,Parent screening assigned an exclusion decision.,,,yes,search,search:doi:10.2139/ssrn.6340078,corpus/sets/01_search_catalog/search_catalog.csv,defense,title_rule_v2,assistant_derived_pending_author_signoff
doi:10.1007/s11416-026-00622-3,,Securing LLM-based agents against cyberattacks: a comprehensive survey on attack techniques and defense strategies,2026-05-07,2026,Journal of Computer Virology and Hacking Techniques,10.1007/s11416-026-00622-3,,,,,,,secondary,search:doi:10.1007/s11416-026-00622-3,Parent screening assigned an exclusion decision.,,,yes,search,search:doi:10.1007/s11416-026-00622-3,corpus/sets/01_search_catalog/search_catalog.csv,defense,title_rule_v2,assistant_derived_pending_author_signoff
anbiaee2026protocols,anbiaee2026protocols,Security Threat Modeling for Emerging AI-Agent Protocols: A Comparative Analysis of MCP A2A Agora and ANP,2026,2026,arXiv,,2602.11327,https://arxiv.org/abs/2602.11327,general,threat_modeling_study,threat modeling study,assistant_source_reviewed_pending_author_signoff,secondary,canonical:anbiaee2026protocols,"Protocol security is directly relevant, but the four-protocol corpus is not exclusively multiagent and includes a tool protocol.",,,yes,canonical,canonical:anbiaee2026protocols,corpus/final/all_relevant_papers.csv,other,existing_corpus_role,source_reviewed_or_imported
ahad2026sif,ahad2026sif,Semantic Intent Fragmentation: A Single-Shot Compositional Attack on Multi-Agent AI Pipelines,2026,2026,AAAI Symposium Series,10.1609/aaaiss.v9i1.42936,2604.08608,https://ojs.aaai.org/index.php/AAAI-SS/article/view/42936,attack,attack,attack,assistant_source_reviewed_pending_author_signoff,secondary,canonical:ahad2026sif,"Strongly relevant to global-vs-local observability and composition, but may be an agentic pipeline rather than a strict LLM-MAS under the proposed boundary.",,,yes,broad;canonical;peerfirst;search;targeted;venue,broad:doi:10.1609/aaaiss.v9i1.42936;canonical:ahad2026sif;peerfirst:doi:10.1609/aaaiss.v9i1.42936;search:doi:10.1609/aaaiss.v9i1.42936;targeted:doi:10.1609/aaaiss.v9i1.42936;venue:aaai_symposium_series:10_1609_aaaiss_v9i1_42936,corpus/final/all_relevant_papers.csv;corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv;corpus/sets/03_taxonomy_eligible/taxonomy_candidates.csv,attack,existing_corpus_role,source_reviewed_or_imported
ko2026social_dynamics,ko2026social_dynamics,Social Dynamics as Critical Vulnerabilities that Undermine Objective Decision-Making in LLM Collectives,2026,2026,ACL,10.18653/v1/2026.acl-long.1756,2604.06091,https://aclanthology.org/2026.acl-long.1756/,attack,evaluation,evaluation,assistant_source_reviewed_pending_author_signoff,secondary,canonical:ko2026social_dynamics,"Intentional adversarial peers manipulate objective decisions, but the study is also a social-psychology evaluation and does not model a broader technical security boundary.",,,yes,broad;canonical;peerfirst;search;targeted;venue,broad:doi:10.48448/z843-da47;canonical:ko2026social_dynamics;peerfirst:doi:10.48448/z843-da47;search:doi:10.48448/z843-da47;targeted:doi:10.48448/z843-da47;venue:acl:10_18653_v1_2026_acl_long_1756,corpus/final/all_relevant_papers.csv;corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv;corpus/sets/03_taxonomy_eligible/taxonomy_candidates.csv,attack,existing_corpus_role,source_reviewed_or_imported
kim2026agenticai,kim2026agenticai,SoK: Attack and Defense Landscape of Agentic AI Systems,2026,2026,USENIX Security,,,https://www.usenix.org/conference/usenixsecurity26/presentation/kim-juhee-agentic,survey,sok,sok,assistant_source_reviewed_pending_author_signoff,secondary,canonical:kim2026agenticai,The paper is core agentic-AI security but not MAS-primary; it is the key single-agent/component-centric comparator.,,,yes,canonical;structured_exclude,canonical:kim2026agenticai;structured-exclude:kim2026agenticai,corpus/final/all_relevant_papers.csv;corpus/sets/01_search_catalog/structured_exclusions.csv,other,existing_corpus_role,source_reviewed_or_imported
doi:10.3389/fcomp.2026.1802727,,The dark side of autonomous intelligence: a survey on data leakage and privacy failures in agentic AI,2026-04-02,2026,Frontiers of Computer Science,10.3389/fcomp.2026.1802727,,,,,,,secondary,search:doi:10.3389/fcomp.2026.1802727,No attack-family query hit and no canonical attack record.,,,yes,search,search:doi:10.3389/fcomp.2026.1802727,corpus/sets/01_search_catalog/search_catalog.csv,attack,title_rule_v2,assistant_derived_pending_author_signoff
doi:10.20944/preprints202605.2011.v1,,The Evolving Blueprint: A Survey on Automated Optimization of LLM-Based Multi-Agent Systems,2026-05-29,2026,Preprints.org,10.20944/preprints202605.2011.v1,,,,,,,secondary,search:doi:10.20944/preprints202605.2011.v1,Parent screening assigned an exclusion decision.,,,yes,search,search:doi:10.20944/preprints202605.2011.v1,corpus/sets/01_search_catalog/search_catalog.csv,other,title_rule_v2,assistant_derived_pending_author_signoff
supp_the_subtle_art_of_defection_understanding_uncooperative_behaviors_in_llm_based_m,supp_the_subtle_art_of_defection_understanding_uncooperative_behaviors_in_llm_based_m,The Subtle Art of Defection: Understanding Uncooperative Behaviors in LLM based Multi-Agent Systems,2026,2026,EACL 2026 Industry Track,10.18653/v1/2026.eacl-industry.44,2511.15862,https://aclanthology.org/2026.eacl-industry.44/,evaluation,evaluation,evaluation,official_metadata_and_abstract_screened,secondary,canonical:supp_the_subtle_art_of_defection_understanding_uncooperative_behaviors_in_llm_based_m,Defection is defined through strategic behavior among interacting agents.,,,yes,broad;canonical;peerfirst;search;targeted;venue,broad:doi:10.48448/bp60-8m40;canonical:supp_the_subtle_art_of_defection_understanding_uncooperative_behaviors_in_llm_based_m;peerfirst:doi:10.48448/bp60-8m40;search:doi:10.48448/bp60-8m40;targeted:doi:10.48448/bp60-8m40;venue:eacl_2026_industry_track:10_18653_v1_2026_eacl_industry_44,corpus/final/all_relevant_papers.csv;corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv;corpus/sets/03_taxonomy_eligible/taxonomy_candidates.csv,evaluation,existing_corpus_role,source_reviewed_or_imported
xu2026trust_paradox,xu2026trust_paradox,The Trust Paradox in LLM-Based Multi-Agent Systems: When Collaboration Becomes a Security Vulnerability,2026,2026,IEEE Transactions on Computational Social Systems,10.1109/tcss.2026.3695070,2026.36950,https://doi.org/10.1109/TCSS.2026.3695070,attack,evaluation,evaluation,assistant_source_reviewed_pending_author_signoff,secondary,canonical:xu2026trust_paradox,"The paper mixes ordinary over-sharing and malicious requests; confidentiality/authorization claims are security-relevant, but not every trust-utility result is an attack claim.",,,yes,broad;canonical;peerfirst;search;targeted;venue,broad:doi:10.1109/tcss.2026.3695070;canonical:xu2026trust_paradox;peerfirst:doi:10.1109/tcss.2026.3695070;search:doi:10.1109/tcss.2026.3695070;targeted:doi:10.1109/tcss.2026.3695070;venue:ieee_transactions_on_computational_social_systems:10_1109_tcss_2026_3695070,corpus/final/all_relevant_papers.csv;corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv;corpus/sets/03_taxonomy_eligible/taxonomy_candidates.csv,attack,existing_corpus_role,source_reviewed_or_imported
weckbecker2026_thought_virus,weckbecker2026_thought_virus,Thought Virus: Viral Misalignment via Subliminal Prompting in Multi-Agent Systems,2026,2026,arXiv,,2603.00131,https://arxiv.org/abs/2603.00131,attack,attack,attack,assistant_source_reviewed_pending_author_signoff,secondary,canonical:weckbecker2026_thought_virus,"Interaction-dependent covert propagation and monitorability are relevant, but the primary outcomes are controlled concept preferences/truthfulness rather than a conventional adversarial system compromise.",,,yes,broad;canonical;search;targeted,broad:arxiv:2603.00131;canonical:weckbecker2026_thought_virus;search:arxiv:2603.00131;targeted:arxiv:2603.00131,corpus/final/all_relevant_papers.csv;corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/02_broad_included/broad_included.csv,attack,existing_corpus_role,source_reviewed_or_imported
raza2026trism,raza2026trism,TRiSM for Agentic AI: A Review of Trust Risk and Security Management in LLM-based Agentic Multi-Agent Systems,2026,2026,AI Open,10.1016/j.aiopen.2026.02.006,2506.04133,https://doi.org/10.1016/j.aiopen.2026.02.006,survey,review,review,assistant_source_reviewed_pending_author_signoff,secondary,canonical:raza2026trism,"Security is one TRiSM pillar among explainability, ModelOps, privacy, and lifecycle governance.",,,yes,canonical;search;structured_exclude,canonical:raza2026trism;search:doi:10.1016/j.aiopen.2026.02.006;structured-exclude:raza2025trism_preprint,corpus/final/all_relevant_papers.csv;corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/01_search_catalog/structured_exclusions.csv,other,existing_corpus_role,source_reviewed_or_imported
arxiv:2606.01969,,Trust-Calibrated Code Review: A Participatory Design Study of Review Workflows for LLM-Generated Multi-File Changes,2026-06-01,2026,arXiv (Cornell University),,2606.01969,,,,,,secondary,search:arxiv:2606.01969,Parent screening assigned an exclusion decision.,,,yes,search,search:arxiv:2606.01969,corpus/sets/01_search_catalog/search_catalog.csv,evaluation,title_rule_v2,assistant_derived_pending_author_signoff
doi:10.38124/ijisrt/26feb1090,,Trustworthy Agentic AI: A Survey and Taxonomy of Secure Coordination and Hallucination Mitigation in Multi-Agent Large Language Model Systems,2026-02-27,2026,International Journal of Innovative Science and Research Technology,10.38124/ijisrt/26feb1090,,,,,,,secondary,search:doi:10.38124/ijisrt/26feb1090,No attack-family query hit and no canonical attack record.,,,yes,search,search:doi:10.38124/ijisrt/26feb1090,corpus/sets/01_search_catalog/search_catalog.csv,defense,title_rule_v2,assistant_derived_pending_author_signoff
liu2026valueflow,liu2026valueflow,ValueFlow: Measuring the Propagation of Value Perturbations in Multi-Agent LLM Systems,2026,2026,arXiv,,2602.08567,https://arxiv.org/abs/2602.08567,evaluation,evaluation,evaluation,assistant_source_reviewed_pending_author_signoff,secondary,canonical:liu2026valueflow,The work audits value propagation and collective susceptibility but uses controlled perturbations without a deployment adversary.,,,yes,broad;canonical;search;targeted;targeted_gap,broad:arxiv:2602.08567;canonical:liu2026valueflow;search:arxiv:2602.08567;targeted-gap:goal_drift:liu2026valueflow;targeted:arxiv:2602.08567,corpus/final/all_relevant_papers.csv;corpus/sets/01_search_catalog/search_catalog.csv;corpus/sets/01_search_catalog/targeted_gap_search.csv;corpus/sets/02_broad_included/broad_included.csv,evaluation,existing_corpus_role,source_reviewed_or_imported
doi:10.2139/ssrn.7218206,,Vulnerabilities in Autonomous Execution: A Survey of Security Threats and Defenses in LLM-driven Multi-Agent Systems,2026-01-01,2026,SSRN Electronic Journal,10.2139/ssrn.7218206,,,,,,,secondary,search:doi:10.2139/ssrn.7218206,Parent screening assigned an exclusion decision.,,,yes,search,search:doi:10.2139/ssrn.7218206,corpus/sets/01_search_catalog/search_catalog.csv,attack,title_rule_v2,assistant_derived_pending_author_signoff
huang2026whispering_agents,huang2026whispering_agents,Whispering Agents: An Event-Driven Covert Communication Protocol for the Internet of Agents,2026,2026,AAAI,10.1609/aaai.v40i37.40380,,https://ojs.aaai.org/index.php/AAAI/article/view/40380,evaluation,protocol; evaluation; dual-use security,protocol; evaluation; dual-use security,source_reviewed_pending_author_signoff,secondary,canonical:huang2026whispering_agents,It is a dual-use covert communication protocol for paired agents. It directly informs covert coordination and observer scope but is not inherently a malicious attack or evidence of spontaneous collusion.,,,yes,canonical,canonical:huang2026whispering_agents,corpus/final/all_relevant_papers.csv,evaluation,existing_corpus_role,source_reviewed_or_imported
