work_key,canonical_paper_id,title,doi,arxiv_id,decision,decision_source,decision_strength,rationale,reviewer,reviewed_at,locked,human_signoff_required,previous_work_keys,notes
supp_evaluating_multi_agent_defences_against_jailbreaking_attacks_on_large_language_m,supp_evaluating_multi_agent_defences_against_jailbreaking_attacks_on_large_language_m,Evaluating Multi-Agent Defences Against Jailbreaking Attacks on Large Language Models,10.1109/fllm67465.2025.11391246,7465.2025,primary,canonical:supp_evaluating_multi_agent_defences_against_jailbreaking_attacks_on_large_language_m,100,The paper evaluates a multi-agent defense configuration against jailbreak attacks.,,,no,yes,,
arxiv:2603.06856,,Evaluating Multi-Agent LLM Architectures for Rare Disease Diagnosis,,2603.06856,primary,search:arxiv:2603.06856,60,Full-text interaction-security screen included the work.,,,no,yes,,
yan2026evo_attacker,yan2026evo_attacker,Evo-Attacker: Memory-Augmented Reinforcement Learning for Long-Horizon Tool Attacks on LLM-MAS,10.18653/v1/2026.acl-long.330,2605.25389,primary,canonical:yan2026evo_attacker,100,The threat model and evaluated consequence explicitly depend on a multi-round MAS execution trace and communication architecture.,,,no,yes,,
arxiv:2310.00322,,Evolving Diverse Red-team Language Models in Multi-round Multi-agent Games.,10.1109/tpami.2026.3694367,2310.00322,primary,search:doi:10.1109/tpami.2026.3694367,60,Full-text interaction-security screen included the work.,,,no,yes,,
arxiv:2602.00755,,Evolving Interpretable Constitutions for Multi-Agent Coordination,,2602.00755,primary,search:arxiv:2602.00755,60,Full-text interaction-security screen included the work.,,,no,yes,,
pan2026xgguard,pan2026xgguard,Explainable and Fine-Grained Safeguarding of LLM Multi-Agent Systems via Bi-Level Graph Anomaly Detection,10.18653/v1/2026.acl-long.1407,2512.18733,primary,canonical:pan2026xgguard,100,"Detection and remediation are defined over compromised members, response flows, and communication topology.",,,no,yes,,
arora2026safeagents,arora2026safeagents,Exposing Weak Links in Multi-Agent Systems under Adversarial Prompting,,2511.10949,primary,canonical:arora2026safeagents,100,Explicit adversarial harmful prompts and architecture-dependent harmful execution in LLM MAS.,,,no,yes,,
arxiv:2606.09800,,FASE: Fast Adaptive Semantic Entropy for Code Quality,,2606.09800,primary,search:arxiv:2606.09800,60,Full-text interaction-security screen included the work.,,,no,yes,,
ju2026flooding,ju2026flooding,Flooding Spread of Manipulated Knowledge in LLM-Based Multi-Agent Communities,10.1007/s11432-024-4663-2,2407.07791,primary,canonical:ju2026flooding,100,Manipulated knowledge spreads through communication and stored chat histories among LLM agents and persists through RAG retrieval.,,,no,yes,,
arxiv:2605.11514,,FlowSteer: Prompt-Only Workflow Steering Exposes Planning-Time Vulnerabilities in Multi-Agent LLM Systems,,2605.11514,primary,search:arxiv:2605.11514,60,Full-text interaction-security screen included the work.,,,no,yes,,
arxiv:2509.11035,,Free-MAD: Consensus-Free Multi-Agent Debate,10.18653/v1/2026.findings-acl.1600,2509.11035,primary,search:doi:10.18653/v1/2026.findings-acl.1600,60,Full-text interaction-security screen included the work.,,,no,yes,,
arxiv:2606.16047,,From Argument Components to Graphs: A Multi-Agent Debate with Confidence Gating for Argument Relations,,2606.16047,primary,search:arxiv:2606.16047,60,Full-text interaction-security screen included the work.,,,no,yes,,
arxiv:2511.17621,,From Competition to Coordination: Market Making as a Scalable Framework for Safe and Aligned Multi-Agent LLM Systems,,2511.17621,primary,search:arxiv:2511.17621,60,Full-text interaction-security screen included the work.,,,no,yes,,
arxiv:2604.07667,,From Debate to Decision: Conformal Social Choice for Safe Multi-Agent Deliberation,,2604.07667,primary,search:arxiv:2604.07667,60,Full-text interaction-security screen included the work.,,,no,yes,,
doi:10.1609/aaaiss.v9i1.42951,,From Playbooks to Decisions: An Auditable Coordination Protocol for Hunter–Policy–Responder Cyber Agents (Extended Abstract),10.1609/aaaiss.v9i1.42951,,primary,search:doi:10.1609/aaaiss.v9i1.42951,60,Full-text interaction-security screen included the work.,,,no,yes,,
arxiv:2603.04474,,From Spark to Fire: Modeling and Mitigating Error Cascades in LLM-Based Multi-Agent Collaboration,,2603.04474,primary,search:arxiv:2603.04474,60,Full-text interaction-security screen included the work.,,,no,yes,,
arxiv:2606.00405,,From Talking Words to Sharing Thoughts: Scalable Multi-LLM Aggregation via Structured Message Passing,,2606.00405,primary,search:arxiv:2606.00405,60,Full-text interaction-security screen included the work.,,,no,yes,,
long2025funcpoison,long2025funcpoison,FuncPoison: Poisoning Function Library to Hijack Multi-agent Autonomous Driving Systems,,2509.24408,primary,canonical:long2025funcpoison,100,"Shared tool/function supply chain, cross-agent propagation, and safety-critical joint trajectory depend on explicit role interaction.",,,no,yes,,
wang2025gsafeguard,wang2025gsafeguard,G-Safeguard: A Topology-Guided Security Lens and Treatment on LLM-based Multi-agent Systems,10.18653/v1/2025.acl-long.359,2502.11127,primary,canonical:wang2025gsafeguard,100,The method explicitly represents multi-agent utterances and their graph relations and intervenes on communication topology.,,,no,yes,,
arxiv:2602.13370,,G2CP: A Graph-Grounded Communication Protocol for Verifiable and Efficient Multi-Agent Reasoning,10.65109/jhfw8307,2602.13370,primary,search:doi:10.65109/jhfw8307,60,Full-text interaction-security screen included the work.,,,no,yes,,
arxiv:2509.10018,,GAMA: A General Anonymizing Multi-Agent System for Privacy Preservation Enhanced by Domain Rules and Disproof Mechanism,,2509.10018,primary,search:arxiv:2509.10018,60,Full-text interaction-security screen included the work.,,,no,yes,,
lemercier2026gambit,lemercier2026gambit,GAMBIT: A Three-Mode Benchmark for Adversarial Robustness in Multi-Agent LLM Collectives,,2605.09027,primary,canonical:lemercier2026gambit,100,"The benchmark directly evaluates a malicious member, collective degradation, observer evasion, and post-shift defense adaptation.",,,no,yes,,
arxiv:2606.10322,,Game-Theoretic Multi-Agent Control for Robust Contextual Reasoning in LLMs,,2606.10322,primary,search:arxiv:2606.10322,60,Full-text interaction-security screen included the work.,,,no,yes,,
mateotorrejon2026gammaf,mateotorrejon2026gammaf,GAMMAF: A Common Framework for Graph-Based Anomaly Monitoring Benchmarking in LLM Multi-Agent Systems,,2604.24477,primary,canonical:mateotorrejon2026gammaf,100,It directly benchmarks detection and containment of compromised nodes in LLM MAS communication graphs.,,,no,yes,,
arxiv:2603.19677,,GoAgent: Group-of-Agents Communication Topology Generation for LLM-based Multi-Agent Systems,,2603.19677,primary,search:arxiv:2603.19677,60,Full-text interaction-security screen included the work.,,,no,yes,,
arxiv:2605.27766,,Got a Secret? LLM Agents Can't Keep It: Evaluating Privacy in Multi-Agent Systems,,2605.27766,primary,search:arxiv:2605.27766,60,Full-text interaction-security screen included the work.,,,no,yes,,
arxiv:2603.13940,,GroupGuard: A Framework for Modeling and Defending Collusive Attacks in Multi-Agent Systems,,2603.13940,primary,search:arxiv:2603.13940,60,Full-text interaction-security screen included the work.,,,no,yes,,
zhou2025guardian,zhou2025guardian,GUARDIAN: Safeguarding LLM Multi-Agent Collaborations with Temporal Graph Modeling,,2505.19234,primary,canonical:zhou2025guardian,100,The attack/defense contract is defined over cross-agent temporal propagation and topology control.,,,no,yes,,
arxiv:2606.07937,,Hallucination Cascade: Analyzing Error Propagation in Multi-Agent LLM Systems,,2606.07937,primary,search:arxiv:2606.07937,60,Full-text interaction-security screen included the work.,,,no,yes,,
rahman2026harp,rahman2026harp,HARP: Measuring Harm Amplification in Multi-Agent LLM Systems,,2605.27489,primary,canonical:rahman2026harp,100,The paper explicitly targets adversarial local-to-global harm amplification in a seven-agent LLM system.,,,no,yes,,
arxiv:2603.20640,,Hear Both Sides: Efficient Multi-Agent Debate via Diversity-Aware Message Retention,,2603.20640,primary,search:arxiv:2603.20640,60,Full-text interaction-security screen included the work.,,,no,yes,,
arxiv:2603.27404,,Heterogeneous Debate Engine: Identity-Grounded Cognitive Architecture for Resilient LLM-Based Ethical Tutoring,10.1007/978-981-92-0071-9_9,2603.27404,primary,search:doi:10.1007/978-981-92-0071-9_9,60,Full-text interaction-security screen included the work.,,,no,yes,,
mathew2025hidden,mathew2025hidden,Hidden in Plain Text: Emergence and Mitigation of Steganographic Collusion in LLMs,10.18653/v1/2025.ijcnlp-long.34,,primary,canonical:mathew2025hidden,100,The study uses communicating sender and receiver agents and an overseer; hidden coordination depends on interaction and incentive structure.,,,no,yes,,
arxiv:2601.13709,,Hidden in Plain Text: Measuring LLM Deception Quality Against Human Baselines Using Social Deduction Games,10.1109/ica67499.2025.00033,2601.13709,primary,search:doi:10.1109/ica67499.2025.00033,60,Full-text interaction-security screen included the work.,,,no,yes,,
zhou2026hierarchical_attacks,zhou2026hierarchical_attacks,Hierarchical Attacks for Multi-Modal Multi-Agent Reasoning,,,primary,canonical:zhou2026hierarchical_attacks,100,"Several attack variants manipulate native MAS communication, identity, shared state, and collective reasoning, although perception-only variants are inherited multimodal attacks.",,,no,yes,,
arxiv:2512.22496,,Hierarchical Pedagogical Oversight: A Multi-Agent Adversarial Framework for Reliable AI Tutoring,,2512.22496,primary,search:arxiv:2512.22496,60,Full-text interaction-security screen included the work.,,,no,yes,,
arxiv:2601.04034,,HoneyTrap: Deceiving Large Language Model Attackers to Honeypot Traps with Resilient Multi-Agent Defense,,2601.04034,primary,search:arxiv:2601.04034,60,Full-text interaction-security screen included the work.,,,no,yes,,
arxiv:2601.14667,,INFA-Guard: Mitigating Malicious Propagation via Infection-Aware Safeguarding in LLM-Based Multi-Agent Systems,,2601.14667,primary,search:arxiv:2601.14667,60,Full-text interaction-security screen included the work.,,,no,yes,,
arxiv:2603.05520,,Information-Theoretic Privacy Control for Sequential Multi-Agent LLM Systems,,2603.05520,primary,search:arxiv:2603.05520,60,Full-text interaction-security screen included the work.,,,no,yes,,
sun2026insider,sun2026insider,Insider Attacks in Multi-Agent LLM Consensus Systems,,2605.08268,primary,canonical:sun2026insider,100,"Agreement, termination, malicious membership, and adaptive protocol-valid influence are inherently multi-party.",,,no,yes,,
arxiv_2601_11369,arxiv_2601_11369,Institutional AI: Governing LLM Collusion in Multi-Agent Cournot Markets via Public Governance Graphs,,2601.11369,primary,canonical:arxiv_2601_11369,100,Retained after the citation retrieval gate and security scope screen.,,,no,yes,,
arxiv:2512.18669,,IntelliCode: A Multi-Agent LLM Tutoring System with Centralized Learner Modeling,10.18653/v1/2026.eacl-demo.10,2512.18669,primary,search:doi:10.18653/v1/2026.eacl-demo.10,60,Full-text interaction-security screen included the work.,,,no,yes,,
arxiv:2603.07848,,Intentional Deception as Controllable Capability in LLM Agents,,2603.07848,primary,search:arxiv:2603.07848,60,Full-text interaction-security screen included the work.,,,no,yes,,
arxiv:2601.20538,,Interpreting Emergent Extreme Events in Multi-Agent Systems,,2601.20538,primary,search:arxiv:2601.20538,60,Full-text interaction-security screen included the work.,,,no,yes,,
arxiv:2026.01704,,Interruptible Multi-Agent Debate: Sentence-Level Disclosure and Urgency-Based Turn-Taking for Early Error Correction,10.14569/ijacsa.2026.0170403,2026.01704,primary,search:doi:10.14569/ijacsa.2026.0170403,60,Full-text interaction-security screen included the work.,,,no,yes,,
arxiv:2605.13851,,Invisible Orchestrators Suppress Protective Behavior and Dissociate Power-Holders: Safety Risks in Multi-Agent LLM Systems,,2605.13851,primary,search:arxiv:2605.13851,60,Full-text interaction-security screen included the work.,,,no,yes,,
arxiv:2505.12442,,IP Leakage Attacks Targeting LLM-Based Multi-Agent Systems,,2505.12442,primary,search:arxiv:2505.12442,60,Full-text interaction-security screen included the work.,,,no,yes,,
arxiv:2606.28456,,Is Lying an Emergent Behaviour in LLMs? Evidence from Gaslighting AI agents in a Sustainability Game,,2606.28456,primary,search:arxiv:2606.28456,60,Full-text interaction-security screen included the work.,,,no,yes,,
arxiv:2603.28013,,Kill-Chain Canaries: Stage-Level Tracking of Prompt Injection Across Attack Surfaces and Model Safety Tiers,,2603.28013,primary,search:arxiv:2603.28013,60,Full-text interaction-security screen included the work.,,,no,yes,,
arxiv:2510.06240,,Knowledge Graph-Guided Multi-Agent Distillation for Reliable Industrial Question Answering with Datasets,,2510.06240,primary,search:arxiv:2510.06240,60,Full-text interaction-security screen included the work.,,,no,yes,,
arxiv:2605.22786,,LCGuard: Latent Communication Guard for Safe KV Sharing in Multi-Agent Systems,,2605.22786,primary,search:arxiv:2605.22786,60,Full-text interaction-security screen included the work.,,,no,yes,,
arxiv:2603.08852,,LDP: An Identity-Aware Protocol for Multi-Agent LLM Systems,10.21203/rs.3.rs-9121599/v1,2603.08852,primary,search:doi:10.21203/rs.3.rs-9121599/v1,60,Full-text interaction-security screen included the work.,,,no,yes,,
arxiv:2404.02532,,Learn to Disguise: Avoid Refusal Responses in LLM's Defense via a Multi-agent Attacker-Disguiser Game,,2404.02532,primary,search:arxiv:2404.02532,60,Full-text interaction-security screen included the work.,,,no,yes,,
arxiv:2605.30042,,Learning to Choose: An Empowerment-Guided Multi-Agent System with semantic communication for Adaptive Method Selection,,2605.30042,primary,search:arxiv:2605.30042,60,Full-text interaction-security screen included the work.,,,no,yes,,
doi:10.1007/s40747-025-02096-0,,Leveraging multi-agent framework for root cause analysis,10.1007/s40747-025-02096-0,,primary,search:doi:10.1007/s40747-025-02096-0,60,Full-text interaction-security screen included the work.,,,no,yes,,
arxiv:2606.30555,,Linguistic Firewall: Geometry as Defense in Multi-Agent Systems Routing,,2606.30555,primary,search:arxiv:2606.30555,60,Full-text interaction-security screen included the work.,,,no,yes,,
arxiv:2606.01490,,LLM Consortium for Software Design Refinement: A Controlled Experiment on Multi-Agent Collaboration Topologies,,2606.01490,primary,search:arxiv:2606.01490,60,Full-text interaction-security screen included the work.,,,no,yes,,
arxiv:2605.08321,,LLM Wardens: Mitigating Adversarial Persuasion with Third-Party Conversational Oversight,,2605.08321,primary,search:arxiv:2605.08321,60,Full-text interaction-security screen included the work.,,,no,yes,,
yu2025codes,yu2025codes,LLM-based Multi-Agents System Attack via Continuous Optimization with Discrete Efficient Search,,,primary,canonical:yu2025codes,100,The main claim is interaction-dependent self-replication and failure of compromise containment.,,,no,yes,,
arxiv:2601.11913,,LSTM-MAS: A Long Short-Term Memory Inspired Multi-Agent System for Long-Context Understanding,,2601.11913,primary,search:arxiv:2601.11913,60,Full-text interaction-security screen included the work.,,,no,yes,,
hu2026lying_truths,hu2026lying_truths,Lying with Truths: Open-Channel Multi-Agent Collusion for Belief Manipulation via Generative Montage,10.18653/v1/2026.acl-long.270,2601.01685,primary,canonical:hu2026lying_truths,100,"A writer-editor-director coalition coordinates public, individually truthful fragments whose composition manipulates victim agents and downstream judges.",,,no,yes,,
arxiv:2507.21159,,MAC: Masked Agent Collaboration Boosts Large Language Model Medical Decision-Making,,2507.21159,primary,search:arxiv:2507.21159,60,Full-text interaction-security screen included the work.,,,no,yes,,
arxiv:2507.13038,,MAD-Spear: A Conformity-Driven Prompt Injection Attack on Multi-Agent Debate Systems,,2507.13038,primary,search:arxiv:2507.13038,60,Full-text interaction-security screen included the work.,,,no,yes,,
arxiv:2506.03053,,MAEBE: Multi-Agent Emergent Behavior Framework,10.24251/hicss.2026.887,2506.03053,primary,search:doi:10.24251/hicss.2026.887,60,Full-text interaction-security screen included the work.,,,no,yes,,
arxiv:2602.01539,,MAGIC: A Co-Evolving Attacker-Defender Adversarial Game for Robust LLM Safety,,2602.01539,primary,search:arxiv:2602.01539,60,Full-text interaction-security screen included the work.,,,no,yes,,
juneja2025magpie,juneja2025magpie,MAGPIE: A Benchmark for Multi-Agent Contextual Privacy Evaluation,,2506.20737,primary,canonical:juneja2025magpie,100,"Privacy/confidentiality is the primary evaluated property, and violations arise through role-relative inter-agent disclosure even though scenarios are non-adversarial.",,,no,yes,,
arxiv:2410.19000,,Make LLMs better zero-shot reasoners: Structure-orientated autonomous reasoning,,2410.19000,primary,search:arxiv:2410.19000,60,Full-text interaction-security screen included the work.,,,no,yes,,
arxiv:2602.04431,,MaMa: A Game-Theoretic Approach for Designing Safe Agentic Systems,,2602.04431,primary,search:arxiv:2602.04431,60,Full-text interaction-security screen included the work.,,,no,yes,,
arxiv:2512.03097,,Many-to-One Adversarial Consensus: Exposing Multi-Agent Collusion Risks in AI-Based Healthcare,,2512.03097,primary,search:arxiv:2512.03097,60,Full-text interaction-security screen included the work.,,,no,yes,,
arxiv:2510.07475,,MAPRO: Recasting Multi-Agent Prompt Optimization as Maximum a Posteriori Inference,10.18653/v1/2026.findings-eacl.233,2510.07475,primary,search:doi:10.18653/v1/2026.findings-eacl.233,60,Full-text interaction-security screen included the work.,,,no,yes,,
cui2025maris,cui2025maris,Maris: A Formally Verifiable Privacy Policy Enforcement Paradigm for Multi-Agent Collaboration Systems,,2505.04799,primary,canonical:cui2025maris,100,The protected property is cross-principal confidentiality/contextual integrity and the enforcement boundary is explicitly multi-agent communication/tool flow.,,,no,yes,,
wang2026masleak,wang2026masleak,MASLeak: Investigating and Exposing Intellectual Property Leakage Vulnerabilities in Multi-Agent Systems,,,primary,canonical:wang2026masleak,100,"A black-box user extracts agent count, topology, prompts, task instructions, and tools from an internal multi-agent architecture through its public API.",,,no,yes,,
zhu2025master,zhu2025master,MASTER: Multi-Agent Security Through Exploration of Roles and Topological Structures - A Comprehensive Framework,10.18653/v1/2025.findings-emnlp.917,2505.18572,primary,canonical:zhu2025master,100,"Role and topology reconnaissance, adaptive attack assignment, and harmful cooperation are explicitly interaction dependent.",,,no,yes,,
arxiv:2605.08426,,Mechanism Design Is Not Enough: Prosocial Agents for Cooperative AI,,2605.08426,primary,search:arxiv:2605.08426,60,Full-text interaction-security screen included the work.,,,no,yes,,
chen2025medsentry,chen2025medsentry,MedSentry: Understanding and Mitigating Safety Risks in Medical LLM Multi-Agent Systems,,2505.20824,primary,canonical:chen2025medsentry,100,Explicit malicious-member attack and topology-aware defense in an LLM MAS.,,,no,yes,,
arxiv:2606.30602,,MESA: Prioritizing Vulnerable Communication Channels for Securing Multi-Agent Systems,,2606.30602,primary,search:arxiv:2606.30602,60,Full-text interaction-security screen included the work.,,,no,yes,,
arxiv:2510.14319,,Metacognitive Self-Correction for Multi-Agent System via Prototype-Guided Next-Execution Reconstruction,10.48448/eqah-h093,2510.14319,primary,search:doi:10.48448/eqah-h093,60,Full-text interaction-security screen included the work.,,,no,yes,,
supp_min_trust_a_minimum_necessary_information_trust_orchestration_framework_for_mult,supp_min_trust_a_minimum_necessary_information_trust_orchestration_framework_for_mult,MIN-Trust: A Minimum Necessary Information Trust Orchestration Framework for Multi-Agent Collaboration,10.1145/3813808.3813811,3808.38138,primary,canonical:supp_min_trust_a_minimum_necessary_information_trust_orchestration_framework_for_mult,100,The framework restricts information disclosure across collaborating agents.,,,no,yes,,
arxiv:2606.29270,,Minority Sentinel: When to Overturn Majority Voting in Multi-Agent LLM Debates,,2606.29270,primary,search:arxiv:2606.29270,60,Full-text interaction-security screen included the work.,,,no,yes,,
arxiv:2606.16710,,Misinformation Propagation in Benign Multi-Agent Systems,,2606.16710,primary,search:arxiv:2606.16710,60,Full-text interaction-security screen included the work.,,,no,yes,,
title:6f0a10518adb0c7f,,More at Stake: How Payoff and Language Shape LLM Agent Strategies in Cooperation Dilemmas,,,primary,search:title:54cf0af1850d7ef83a16,60,Full-text interaction-security screen included the work.,,,no,yes,,
arxiv:2510.04488,,Multi-Agent Collaborative Intelligence: Dual-Dial Control for Reliable LLM Reasoning,,2510.04488,primary,search:arxiv:2510.04488,60,Full-text interaction-security screen included the work.,,,no,yes,,
arxiv:2512.21352,,Multi-Agent LLM Committees for Autonomous Software Beta Testing,,2512.21352,primary,search:arxiv:2512.21352,60,Full-text interaction-security screen included the work.,,,no,yes,,
peigne2025security_tax,peigne2025security_tax,Multi-Agent Security Tax: Trading Off Security and Collaboration Capabilities in Multi-Agent Systems,10.1609/aaai.v39i26.34970,,primary,canonical:peigne2025security_tax,100,A compromise of one member propagates malicious instructions through the interaction graph and can trigger a harmful tool action.,,,no,yes,,
triedman2025malicious_code,triedman2025malicious_code,Multi-Agent Systems Execute Arbitrary Malicious Code,,2503.12188,primary,canonical:triedman2025malicious_code,100,Untrusted content hijacks multi-agent control flow and routing to invoke otherwise unreachable unsafe agents or functions.,,,no,yes,,
arxiv:2602.01011,,Multi-Agent Teams Hold Experts Back,,2602.01011,primary,search:arxiv:2602.01011,60,Full-text interaction-security screen included the work.,,,no,yes,,
arxiv:2605.16821,,"Multi-Paradigm Agent Interaction in Practice:A Systematic Analysis of Generator-Evaluator, ReAct Loop,and Adversarial Evaluation in the buddyMe Framework",,2605.16821,primary,search:arxiv:2605.16821,60,Full-text interaction-security screen included the work.,,,no,yes,,
amayuelas2024collaboration_attack,amayuelas2024collaboration_attack,MultiAgent Collaboration Attack: Investigating Adversarial Attacks in Large Language Model Collaborations via Debate,10.18653/v1/2024.findings-emnlp.407,,primary,canonical:amayuelas2024collaboration_attack,100,A malicious member exploits inter-agent debate to manipulate the aggregate decision; the failure is interaction-dependent.,,,no,yes,,
arxiv:2512.13481,,neuralFOMO: Can LLMs Handle Being Second Best? Measuring Envy-Like Preferences in Multi-Agent Settings,,2512.13481,primary,search:arxiv:2512.13481,60,Full-text interaction-security screen included the work.,,,no,yes,,
arxiv:2605.12240,,No Action Without a NOD: A Heterogeneous Multi-Agent Architecture for Reliable Service Agents,,2605.12240,primary,search:arxiv:2605.12240,60,Full-text interaction-security screen included the work.,,,no,yes,,
arxiv:2605.12991,,Not Just RLHF: Why Alignment Alone Won't Fix Multi-Agent Sycophancy,,2605.12991,primary,search:arxiv:2605.12991,60,Full-text interaction-security screen included the work.,,,no,yes,,
naik2026omni_leak,naik2026omni_leak,OMNI-LEAK: Orchestrator Multi-Agent Network Induced Data Leakage,,2602.13477,primary,canonical:naik2026omni_leak,100,Differential authority and cross-agent data flow are the central attack mechanism and failure.,,,no,yes,,
schroederdewitt2025openchallenges,schroederdewitt2025openchallenges,Open Challenges in Multi-Agent Security: Towards Secure Systems of Interacting AI Agents,,2505.02077,primary,canonical:schroederdewitt2025openchallenges,100,"This is directly a multi-agent security framing and agenda, although not an auditable systematic corpus review.",,,no,yes,,
dong2026pear,dong2026pear,PEAR: Planner-Executor Agent Robustness Benchmark,10.18653/v1/2026.findings-eacl.237,2510.07505,primary,canonical:dong2026pear,100,Role-targeted prompt injection directly tests security of a two-agent planner-executor architecture.,,,no,yes,,
supp_peerguard_defending_multi_agent_systems_against_backdoor_attacks_through_mutual_,supp_peerguard_defending_multi_agent_systems_against_backdoor_attacks_through_mutual_,PeerGuard: Defending Multi-Agent Systems Against Backdoor Attacks Through Mutual Reasoning,10.1109/iri66576.2025.00051,6576.2025,primary,canonical:supp_peerguard_defending_multi_agent_systems_against_backdoor_attacks_through_mutual_,100,Agents mutually inspect peer reasoning to detect a backdoored member.,,,no,yes,,
arxiv:2503.01829,,Persuade Me if You Can: A Framework for Evaluating Persuasion Effectiveness and Susceptibility Among Large Language Models,10.1145/3786335.3813181,2503.01829,primary,search:doi:10.1145/3786335.3813181,60,Full-text interaction-security screen included the work.,,,no,yes,,
arxiv:2606.02282,,POIROT: Interrogating Agents for Failure Detection in Multi-Agent Systems,,2606.02282,primary,search:arxiv:2606.02282,60,Full-text interaction-security screen included the work.,,,no,yes,,
doi:10.1609/aaaiss.v8i1.42590,,Post-Hoc Knowledge Grounding for Verifiable Multi-Agent Search and Rescue Decision Support,10.1609/aaaiss.v8i1.42590,,primary,search:doi:10.1609/aaaiss.v8i1.42590,60,Full-text interaction-security screen included the work.,,,no,yes,,
arxiv:2602.11170,,PRIME: Policy-Reinforced Iterative Multi-agent Execution for Algorithmic Reasoning in Large Language Models,10.20944/preprints202601.1479.v1,2602.11170,primary,search:doi:10.20944/preprints202601.1479.v1,60,Full-text interaction-security screen included the work.,,,no,yes,,
tapwal2026prism,tapwal2026prism,PRISM: Generation-Time Detection and Mitigation of Secret Leakage in Multi-Agent LLM Pipelines,,2605.10614,primary,canonical:tapwal2026prism,100,The protected property is cross-agent secret confidentiality and the threat/defense depends on pipeline propagation across agent boundaries.,,,no,yes,,
arxiv:2602.13840,,PrivAct: Internalizing Contextual Privacy Preservation via Multi-Agent Preference Training,,2602.13840,primary,search:arxiv:2602.13840,60,Full-text interaction-security screen included the work.,,,no,yes,,
doi:10.63278/jicrcr.vi.3596,,Privacy-Preserving LLM Infrastructure With Multi-Agent Orchestration And RAG-Driven Retrieval,10.63278/jicrcr.vi.3596,,primary,search:doi:10.63278/jicrcr.vi.3596,60,Full-text interaction-security screen included the work.,,,no,yes,,
lee2026prompt_infection,lee2026prompt_infection,Prompt Infection: LLM-to-LLM Prompt Injection within Multi-agent Systems,10.1007/978-3-032-16092-8_28,2410.07283,primary,canonical:lee2026prompt_infection,100,"Propagation, role-specific payloads, population containment, and cross-agent data/action effects depend directly on explicit interaction.",,,no,yes,,
arxiv:2601.13186,,"Prompt Injection Mitigation with Agentic AI, Nested Learning, and AI Sustainability via Semantic Caching",,2601.13186,primary,search:arxiv:2601.13186,60,Full-text interaction-security screen included the work.,,,no,yes,,
arxiv:2604.17774,,Prompt Optimization Enables Stable Algorithmic Collusion in LLM Agents,,2604.17774,primary,search:arxiv:2604.17774,60,Full-text interaction-security screen included the work.,,,no,yes,,
arxiv:2605.16346,,PropGuard: Safeguarding LLM-MAS via Propagation-Aware Exploration and Remediation,,2605.16346,primary,search:arxiv:2605.16346,60,Full-text interaction-security screen included the work.,,,no,yes,,
arxiv:2512.16279,,QuadSentinel: Sequent Safety for Machine-Checkable Control in Multi-agent Systems,,2512.16279,primary,search:arxiv:2512.16279,60,Full-text interaction-security screen included the work.,,,no,yes,,
arxiv:2512.20184,,Reaching Agreement Among Reasoning LLM Agents,,2512.20184,primary,search:arxiv:2512.20184,60,Full-text interaction-security screen included the work.,,,no,yes,,
he2025communication_attacks,he2025communication_attacks,Red-Teaming LLM Multi-Agent Systems via Communication Attacks,10.18653/v1/2025.findings-acl.349,2502.14847,primary,canonical:he2025communication_attacks,100,The attack changes only messages between agents while leaving endpoint models uncompromised.,,,no,yes,,
arxiv:2506.11083,,RedDebate: Safer Responses through Multi-Agent Red Teaming Debates,,2506.11083,primary,search:arxiv:2506.11083,60,Full-text interaction-security screen included the work.,,,no,yes,,
arxiv:2605.12943,,Reinforced Collaboration in Multi-Agent Flow Networks,,2605.12943,primary,search:arxiv:2605.12943,60,Full-text interaction-security screen included the work.,,,no,yes,,
arxiv:2604.22154,,Reliable Self-Harm Risk Screening via Adaptive Multi-Agent LLM Systems,,2604.22154,primary,search:arxiv:2604.22154,60,Full-text interaction-security screen included the work.,,,no,yes,,
arxiv:2606.15024,,Resilient Consensus in Agentic AI,,2606.15024,primary,search:arxiv:2606.15024,60,Full-text interaction-security screen included the work.,,,no,yes,,
zheng2026byzantine_reliability,zheng2026byzantine_reliability,Rethinking the Reliability of Multi-agent System: A Perspective from Byzantine Fault Tolerance,10.1609/aaai.v40i41.40806,2511.10400,primary,canonical:zheng2026byzantine_reliability,100,"Faulty members inject wrong answers through graph edges and a collective procedure aggregates them; the effect depends on fault count, placement, topology, and aggregation.",,,no,yes,,
arxiv:2605.09076,,Robust Multi-Agent LLMs under Byzantine Faults,,2605.09076,primary,search:arxiv:2605.09076,60,Full-text interaction-security screen included the work.,,,no,yes,,
arxiv:2605.17076,,S-Bus: Automatic Read-Set Reconstruction for Multi-Agent LLM State Coordination,,2605.17076,primary,search:arxiv:2605.17076,60,Full-text interaction-security screen included the work.,,,no,yes,,
arxiv:2603.05027,,S5-SHB Agent: Society 5.0 enabled Multi-model Agentic Blockchain Framework for Smart Home,,2603.05027,primary,search:arxiv:2603.05027,60,Full-text interaction-security screen included the work.,,,no,yes,,
arxiv:2604.27358,,Safe Bilevel Delegation (SBD): A Formal Framework for Runtime Delegation Safety in Multi-Agent Systems,,2604.27358,primary,search:arxiv:2604.27358,60,Full-text interaction-security screen included the work.,,,no,yes,,
