work_key,canonical_paper_id,title,publication_date,year,venue,doi,arxiv_id,primary_url,current_primary_category,recommended_primary_category,secondary_roles,category_review_status,decision,decision_source,rationale,reviewer,reviewed_at,human_signoff_required,route_types,route_ids,source_paths
doi:10.1109/iaict71158.2026.11620877,,Multi-Agent Medical Debate System for Clinical Reasoning,2026-07-01,2026,"2026 IEEE International Conference on Industry 4.0, Artificial Intelligence, and Communications Technology (IAICT)",10.1109/iaict71158.2026.11620877,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1109/iaict71158.2026.11620877,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1109/isriti68345.2025.11393196,,Multi-Agent Orchestration Protocol for Generative AI Systems,2025-12-11,2025,2025 8th International Seminar on Research of Information Technology and Intelligent Systems (ISRITI),10.1109/isriti68345.2025.11393196,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1109/isriti68345.2025.11393196,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.2139/ssrn.6734798,,"Multi-Agent Orchestration: Coordination, Trust, and Cascading Failures",2026-01-01,2026,SSRN Electronic Journal,10.2139/ssrn.6734798,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.2139/ssrn.6734798,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.47392/irjaeh.2026.0548,,Multi-Agent Semantic Drift Detection and Self-Correction in Cybersecurity LLM Pipelines,2026-06-15,2026,International Research Journal on Advanced Engineering Hub (IRJAEH),10.47392/irjaeh.2026.0548,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.47392/irjaeh.2026.0548,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1109/istem-ed65612.2025.11129303,,Multi-agentic AI for Automatic Course Syllabus Generation using LangGraph,2025-07-30,2025,2025 10th International STEM Education Conference (iSTEM-Ed),10.1109/istem-ed65612.2025.11129303,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1109/istem-ed65612.2025.11129303,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1109/jiot.2026.3697293,,Multi-AI Agent Oriented Privacy Policy Compliance Checking Based on Large Language Models in Mobile IoT Systems,2026-01-01,2026,IEEE Internet of Things Journal,10.1109/jiot.2026.3697293,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1109/jiot.2026.3697293,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1007/978-981-95-8420-8_22,,Multi-dimensional Prompt Expansion: Black-Box DoS Attacks on Multi-agent LLMs,2025,2025,International Conference on Algorithms and Architectures for Parallel Processing,10.1007/978-981-95-8420-8_22,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1007/978-981-95-8420-8_22,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1007/978-3-032-16451-3_23,,Multi-stakeholder Alignment in LLM-Powered Collaborative AI Systems: A Multi-agent Framework for Intelligent Tutoring,2026-01-01,2026,Communications in computer and information science,10.1007/978-3-032-16451-3_23,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1007/978-3-032-16451-3_23,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.21203/rs.3.rs-9045948/v1,,Neurosymbolic Multi-Agent Artificial Intelligence versus General-Purpose Large Language Models for Clinical Decision Support in Ileus and Volvulus,2026-04-10,2026,Research Square,10.21203/rs.3.rs-9045948/v1,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.21203/rs.3.rs-9045948/v1,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.2139/ssrn.7127218,,"Nexus Protocol: A Cryptographically Secure, Zero-Latency Semantic Routing Engine for Multi-Agent Systems",2026-01-01,2026,SSRN Electronic Journal,10.2139/ssrn.7127218,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.2139/ssrn.7127218,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.2139/ssrn.6148075,,Occam’s Razor in AI-assisted Complex Diagnosis: A Comparative Effectiveness Study of Single Large Language Models Versus Multi-Agent Systems in Resource-Constrained Primary Care Settings,2026-01-01,2026,SSRN Electronic Journal,10.2139/ssrn.6148075,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.2139/ssrn.6148075,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.2139/ssrn.6552781,,Operationalizing Expert Knowledge in Construction Safety Training Through a Constraint-Guided Multi-Agent LLM System,2026-01-01,2026,SSRN Electronic Journal,10.2139/ssrn.6552781,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.2139/ssrn.6552781,corpus/sets/01_search_catalog/search_catalog.csv
arxiv:2606.04306,,Organizational Control Layer: Governance Infrastructure at the Execution Boundary of LLM Agent Systems,2026-06-03,2026,,,2606.04306,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:arxiv:2606.04306,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1109/cac67268.2025.11486713,,OrthoTraceGLM: A Knowledge-Traced Large Language Model for Orthopedic Consultation,2025-09-26,2025,ACM Cloud and Autonomic Computing Conference,10.1109/cac67268.2025.11486713,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1109/cac67268.2025.11486713,corpus/sets/01_search_catalog/search_catalog.csv
arxiv:2601.07072,,Overcoming the Retrieval Barrier: Indirect Prompt Injection in the Wild for LLM Systems,2026-01-11,2026,arXiv.org,,2601.07072,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:arxiv:2601.07072,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1016/j.toxlet.2025.07.199,,P03-04 Leveraging Large Language Models and Multi-Agent Systems to Extract Discontinuation Rationales in Drug Development,2025-09-01,2025,Toxicology Letters,10.1016/j.toxlet.2025.07.199,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1016/j.toxlet.2025.07.199,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.3390/math14101627,,Pharmacokinetics-Informed Agentic Architecture for Drug Dynamics with LLM-Driven In Silico Patients,2026-05-11,2026,Mathematics,10.3390/math14101627,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.3390/math14101627,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1007/978-981-92-3015-0_17,,PhishCascade: Confidence-Gated Multi-agent Phishing Detection,2026-01-01,2026,Lecture notes in computer science,10.1007/978-981-92-3015-0_17,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1007/978-981-92-3015-0_17,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.2139/ssrn.5965174,,Physics-Guided Multimodal Multi-Agent Framework for Intelligent Transportation Systems: Integrating LLM Coordination with Residual Learning,2026-01-01,2026,SSRN Electronic Journal,10.2139/ssrn.5965174,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.2139/ssrn.5965174,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1145/3719027.3760731,,Poster: Agentic Shell Honeypot Using Structured Logging,2025-11-19,2025,Conference on Computer and Communications Security,10.1145/3719027.3760731,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1145/3719027.3760731,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.5281/zenodo.19628588,,Pratyahara: A Neural Tissue Defense Model for Detecting Compromised Agents in Multi-Agent Networks,2026-06-12,2026,Zenodo (CERN European Organization for Nuclear Research),10.5281/zenodo.19628588,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.5281/zenodo.19628588,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1109/aicconf69182.2026.11600651,,Preventing Wrong Work Item Retrieval in LLM-Based MCP Systems Through Multi-Agent Validation,2026-04-24,2026,2026 4th Cognitive Models and Artificial Intelligence Conference (AICCONF),10.1109/aicconf69182.2026.11600651,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1109/aicconf69182.2026.11600651,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.2139/ssrn.6298861,,PrincipiaBlastFoam: A Knowledge-Driven Multi-Agent Framework for Physically Consistent Reasoning in Explosive Flow Field Simulations,2026-01-01,2026,SSRN Electronic Journal,10.2139/ssrn.6298861,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.2139/ssrn.6298861,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1109/aiccsa66935.2025.11315208,,PRISM-AI: A Dual-Stage Neuro-Symbolic Agentic Framework for Privacy Risk Mitigation in LLMs,2025-10-19,2025,,10.1109/aiccsa66935.2025.11315208,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1109/aiccsa66935.2025.11315208,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1200/jco.2026.44.16_suppl.e13657,,"PRISM: A transparent, self-correcting LLM system for reproducible therapy recommendations in neuroendocrine tumors.",2026-05-28,2026,Journal of Clinical Oncology,10.1200/jco.2026.44.16_suppl.e13657,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1200/jco.2026.44.16_suppl.e13657,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.3390/app16042157,,Privacy-by-Design in AI-Assisted Systems for Caregivers of Children with Autism: A Secure Multi-Agent Architecture,2026-02-23,2026,Applied Sciences,10.3390/app16042157,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.3390/app16042157,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1007/978-981-95-2961-2_27,,Privacy-Preserving LLM Agent for Multi-modal Health Monitoring,2025-10-10,2025,Lecture notes in computer science,10.1007/978-981-95-2961-2_27,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1007/978-981-95-2961-2_27,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1007/978-981-92-0375-8_36,,Private Memory Under the Spotlight: Diagnosing and Defending User-Level Leakage in LLM-Augmented Systems,2026-01-01,2026,Lecture notes in computer science,10.1007/978-981-92-0375-8_36,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1007/978-981-92-0375-8_36,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.5281/zenodo.17651532,,Project Chimera_ A White Paper on Emergent Collaborative Intelligence in Multi-Agent AI Systems,2025-11-19,2025,Zenodo (CERN European Organization for Nuclear Research),10.5281/zenodo.17651532,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.5281/zenodo.17651532,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.2139/ssrn.6505124,,Prompt Engineering for LLM-Based Smart Contract Vulnerability Detection: A Systematic Evaluation,2026-01-01,2026,SSRN Electronic Journal,10.2139/ssrn.6505124,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.2139/ssrn.6505124,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1007/978-3-032-15632-7_8,,Protocol-Driven Agentic Integration of LLMs: A Multi-tool Use Case,2026-01-01,2026,Communications in computer and information science,10.1007/978-3-032-15632-7_8,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1007/978-3-032-15632-7_8,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.5281/zenodo.20162877,,Protocol-Layer Governance for LLM Agents: Identity-Bound Oversight with Zero-Modification Deployment and Multi-Hop Authority Propagation,2026-05-15,2026,Zenodo (CERN European Organization for Nuclear Research),10.5281/zenodo.20162877,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.5281/zenodo.20162877,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1007/978-981-97-5606-3_19,,PTGroup: An Automated Penetration Testing Framework Using LLMs and Multiple Prompt Chains,2024-01-01,2024,Lecture notes in computer science,10.1007/978-981-97-5606-3_19,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1007/978-981-97-5606-3_19,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1109/bigdata66926.2025.11401523,,Quantifying Privacy Leakage in Multi-Agent LLMs: A Unified Theoretical and Empirical Analysis,2025-12-08,2025,BigData Congress [Services Society],10.1109/bigdata66926.2025.11401523,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1109/bigdata66926.2025.11401523,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1109/icetes68504.2026.11518808,,RAG-Induced Failures in Multi-Agent Large Language Model Debate,2026-04-07,2026,2026 1st International Conference on Emerging Technologies and Engineering Systems (ICETES),10.1109/icetes68504.2026.11518808,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1109/icetes68504.2026.11518808,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.48448/rrw3-8x78,,ReAgent: Reversible Multi-Agent Reasoning for Knowledge-Enhanced Multi-Hop QA,2025-10-10,2025,Open MIND,10.48448/rrw3-8x78,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.48448/rrw3-8x78,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.2139/ssrn.5817766,,Real-Time Trust-Weighted Consensus and Auditing of LLMs for Secure Propaganda Detection,2025-01-01,2025,SSRN Electronic Journal,10.2139/ssrn.5817766,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.2139/ssrn.5817766,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.2139/ssrn.6570383,,Red-Agent: A Practical Multi-Provider Framework for LLM Red Teaming with Operational Reachability and Artifact-Complete Reporting,2026-01-01,2026,SSRN Electronic Journal,10.2139/ssrn.6570383,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.2139/ssrn.6570383,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.2139/ssrn.6752726,,Reducing Compliance Violations in Ethereum Smart Contracts: A Multi-Agent LLM Approach to ERC Standard Auditing,2026-01-01,2026,SSRN Electronic Journal,10.2139/ssrn.6752726,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.2139/ssrn.6752726,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1109/icmtim69588.2026.11525782,,Research and Implementation of a Bearing Fault Diagnosis Large Model Based on Multi-Agent Collaboration and Multi-RAG Fusion,2026-04-17,2026,2026 7th International Conference on Mechatronics Technology and Intelligent Manufacturing (ICMTIM),10.1109/icmtim69588.2026.11525782,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1109/icmtim69588.2026.11525782,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.2139/ssrn.5964575,,Retail-Informed Secure Wholesale Energy Market and Bid Generation with Projection Clearing Exchange for Networked Microgrids: A Large Language Model-Assisted Multi-agent Deep Reinforcement Learning Approach,2025-01-01,2025,SSRN Electronic Journal,10.2139/ssrn.5964575,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.2139/ssrn.5964575,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.2139/ssrn.7067276,,Robotic Environment Manipulation Agents (REMA): A Proactive Multi-Agent Framework for Robust,2026-01-01,2026,SSRN Electronic Journal,10.2139/ssrn.7067276,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.2139/ssrn.7067276,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1145/3770854.3780202,,Robust LLM-based Multi-Agent System with Action Negotiation and Sharing Redundancy Enhancement,2026-04-20,2026,Knowledge Discovery and Data Mining,10.1145/3770854.3780202,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1145/3770854.3780202,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1016/j.ipm.2026.104689,,RoleSimLLM: Towards large-scale and comprehensive social propagation simulation via role-based LLM-driven agents,2026-02-23,2026,Information Processing & Management,10.1016/j.ipm.2026.104689,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1016/j.ipm.2026.104689,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1109/cscwd68734.2026.11582680,,RoMa: A Credibility-Aware Fault-Tolerance Framework for LLM Multi-Agent Systems,2026-05-13,2026,International Conference on Computer Supported Cooperative Work in Design,10.1109/cscwd68734.2026.11582680,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1109/cscwd68734.2026.11582680,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.2139/ssrn.6427640,,"Safety-aware AI for oncology trial pre-screening: a comparative study of rule-based, single-agent, and multi-agent approaches",2026-01-01,2026,SSRN Electronic Journal,10.2139/ssrn.6427640,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.2139/ssrn.6427640,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.2139/ssrn.6886059,,Safety-Filtered Multi-Agent Learning for Demand Response Under Hybrid Disruptions in Renewable-Rich Integrated Energy Systems,2026-01-01,2026,SSRN Electronic Journal,10.2139/ssrn.6886059,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.2139/ssrn.6886059,corpus/sets/01_search_catalog/search_catalog.csv
arxiv:2604.09285,,SAGE: A Service Agent Graph-guided Evaluation Benchmark,2026-04-10,2026,arXiv.org,,2604.09285,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:arxiv:2604.09285,corpus/sets/01_search_catalog/search_catalog.csv
arxiv:2603.08520,,SCAFFOLD-CEGIS: Preventing Latent Security Degradation in LLM-Driven Iterative Code Refinement,2026-03-09,2026,arXiv.org,,2603.08520,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:arxiv:2603.08520,corpus/sets/01_search_catalog/search_catalog.csv
title:97c93ca258a7657b,,"Scalable, Context-Aware NLP Moderation for Child Safety: A Multi-Agent Ethical and Legal Compliance Framework",2025,2025,RuleML+RR,,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:title:a1231848ff677adc5e8d,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.15662/ijrpetm.2024.0704006,,Schema-Grounded Agentic AI for Regulatory-Compliant Data Access: Bridging Natural Language and Enterprise Data Governance in Financial Services,2024-06-11,2024,"International journal of research publications in engineering, technology and management",10.15662/ijrpetm.2024.0704006,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.15662/ijrpetm.2024.0704006,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.21203/rs.3.rs-5610718/v1,,SciToolAgent: A Knowledge Graph-Driven Scientific Agent for Multi-Tool Integration,2025-01-23,2025,Research Square,10.21203/rs.3.rs-5610718/v1,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.21203/rs.3.rs-5610718/v1,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.2139/ssrn.6734906,,SecCodeAgent: Secure Code Generation from High-Level Natural Language Prompts via an Iterative Multi-Agent Pipeline,2026-01-01,2026,SSRN Electronic Journal,10.2139/ssrn.6734906,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.2139/ssrn.6734906,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1109/ietc69527.2026.11568651,,Secure-by-Design Framework for Agentic AI: Mitigating Toxic Flows and Adversarial Exploits in Multi-Agent Ecosystems,2026-05-08,2026,"2026 Intermountain Engineering, Technology and Computing (IETC)",10.1109/ietc69527.2026.11568651,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1109/ietc69527.2026.11568651,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.2139/ssrn.7227210,,Securing Large Language Model Agents against Multi-Turn Jailbreaks via Evolving Intent-Risk Graphs,2026-01-01,2026,SSRN Electronic Journal,10.2139/ssrn.7227210,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.2139/ssrn.7227210,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1007/978-3-032-17443-7_13,,Securing LLM-Integrated Chatbots: A Transformer-Based Vulnerability Scanner for Prompt Injection and Jailbreak Detection,2026-01-01,2026,Lecture notes in computer science,10.1007/978-3-032-17443-7_13,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1007/978-3-032-17443-7_13,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.4018/979-8-3373-1419-8.ch009,,Security and Privacy in Multi-Agent LLM Networks,2025-07-25,2025,Advances in computational intelligence and robotics book series,10.4018/979-8-3373-1419-8.ch009,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.4018/979-8-3373-1419-8.ch009,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1109/trustcom66490.2025.00226,,Security of LLM Agents: A Case Study Approach,2025-11-14,2025,"International Conference on Trust, Security and Privacy in Computing and Communications",10.1109/trustcom66490.2025.00226,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1109/trustcom66490.2025.00226,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1109/satc69565.2026.11542419,,Selective Layer Adaptive Attacks Against Federated Large Language Models,2026-03-24,2026,"2026 IEEE 2nd International Conference on Secure IoT, Assured and Trusted Computing (SATC)",10.1109/satc69565.2026.11542419,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1109/satc69565.2026.11542419,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.71465/ajainn3659,,Self-Healing Memory Architectures for Large Language Model-Based Multi-Agent Collaboration,2026-04-01,2026,American journal of artificial intelligence and neural networks,10.71465/ajainn3659,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.71465/ajainn3659,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.5281/zenodo.20834834,,Semantic Taint Propagation: Embedding-Based Semantic Flow Monitoring for Multi-Agent Large Language Model Systems,2026-06-24,2026,Zenodo (CERN European Organization for Nuclear Research),10.5281/zenodo.20834834,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.5281/zenodo.20834834,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1109/gaiis69281.2026.11519182,,Semantic-Driven Adaptive Multi-Agent Collaboration via LLMs in Dynamic Environments,2026-03-27,2026,2026 International Conference on Generative Artificial Intelligence and Information Security (GAIIS),10.1109/gaiis69281.2026.11519182,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1109/gaiis69281.2026.11519182,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1145/3812836.3814750,,SemantiGuard: Intent-Aware Malicious Code Detection for IoT Agent Systems,2026-06-20,2026,MobiSys Workshops,10.1145/3812836.3814750,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1145/3812836.3814750,corpus/sets/01_search_catalog/search_catalog.csv
arxiv:2509.14956,,Sentinel Agents for Secure and Trustworthy Agentic AI in Multi-Agent Systems,2025-09-18,2025,arXiv.org,,2509.14956,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:arxiv:2509.14956,corpus/sets/01_search_catalog/search_catalog.csv
arxiv:2604.02767,,SentinelAgent: Intent-Verified Delegation Chains for Securing Federal Multi-Agent AI Systems,2026-04-03,2026,arXiv.org,,2604.02767,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:arxiv:2604.02767,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1016/j.eswa.2026.133781,,Separating Intent from Execution: A Defense-in-Depth Security Architecture for LLM-Based Multi-Agent Systems,2026-07-01,2026,Expert systems with applications,10.1016/j.eswa.2026.133781,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1016/j.eswa.2026.133781,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1200/jco.2026.44.19_suppl.20,,Simulating expert oncologist-to-oncologist thinking and behavior: Multi-agent AI for precision oncology collaboration.,2026-06-23,2026,Journal of Clinical Oncology,10.1200/jco.2026.44.19_suppl.20,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1200/jco.2026.44.19_suppl.20,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.21203/rs.3.rs-9414531/v1,,Simulating Ideological Deadlock: Persona Stability and Conflict Resolution in LLM-Based Multi-Agent Frameworks,2026-04-15,2026,Research Square,10.21203/rs.3.rs-9414531/v1,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.21203/rs.3.rs-9414531/v1,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.2139/ssrn.5586584,,SMARAG: An AI-powered Carbon Reporting System using Self-decisive Multi-Agent Retrieval-Augmented Generation,2025-01-01,2025,SSRN Electronic Journal,10.2139/ssrn.5586584,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.2139/ssrn.5586584,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1016/j.eswa.2026.132208,,Socratic Elenchus-inspired multi-agent debate for mitigating hallucinations in large language models,2026-03-26,2026,Expert Systems with Applications,10.1016/j.eswa.2026.132208,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1016/j.eswa.2026.132208,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.82419/404,,Source Monitoring Failures in Noisy Multi-Agent LLM Systems,2026-01-01,2026,Open MIND,10.82419/404,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.82419/404,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1109/icca66035.2025.11431026,,SPIFFE-Based Zero-Trust Authentication for AI Agent Ecosystems,2025-12-22,2025,International Conferences on Computing Advancements,10.1109/icca66035.2025.11431026,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1109/icca66035.2025.11431026,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.2139/ssrn.6582218,,Standardizing Road Traffic Safety Facility Operation and Maintenance: A Multi-Agent Large Language Model Approach,2026-01-01,2026,SSRN Electronic Journal,10.2139/ssrn.6582218,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.2139/ssrn.6582218,corpus/sets/01_search_catalog/search_catalog.csv
doi:10.1007/978-3-032-12092-2_23,,"Structured Clinical Reasoning in AI: Comparing LLMs and Curated, Ontology-Grounded Multi-Agent Systems",2025-11-18,2025,Lecture notes in computer science,10.1007/978-3-032-12092-2_23,,,,,,,pending,no_explicit_decision,No explicit source-level classification is available.,,,yes,search,search:doi:10.1007/978-3-032-12092-2_23,corpus/sets/01_search_catalog/search_catalog.csv
